match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_outfielderBlock,captain,stat_shotOffTarget,stat_goalAssist,stat_wonTackle,player_sofascoreId,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_clearanceOffLine,stat_ownGoals,stat_bigChanceMissed,stat_hitWoodwork
10381993,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,21.0,11.0,14.0,4.0,9.0,10.0,2.0,11.0,6.0,2.0,3.0,4.0,90.0,33.0,6.6,11.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381993,home,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,False,40.0,34.0,3.0,1.0,16.0,16.0,18.0,24.0,13.0,,,,90.0,66.0,6.6,14.0,2.0,1,1.0,7.0,6.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10381993,home,FC Twente,Julio Pleguezuelo,julio-pleguezuelo,J. Pleguezuelo,D,5,180,108,M,788238,EUR,854236800,D,4,4,False,47.0,39.0,5.0,1.0,25.0,30.0,15.0,18.0,12.0,,,,90.0,64.0,6.7,11.0,,0,9.0,11.0,9.0,2.0,,,,,5.0,,1.0,,2.0,,,,1.0,1.0,6.0,2.0,,,,,,,,,,,,,
10381993,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,59.0,42.0,11.0,1.0,22.0,26.0,20.0,33.0,6.0,,,,90.0,72.0,6.3,17.0,2.0,1,12.0,16.0,8.0,1.0,1.0,1.0,,,2.0,3.0,,,2.0,3.0,,,,,5.0,1.0,True,1.0,,,,,,,,,,,
10381993,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,47.0,36.0,12.0,5.0,13.0,16.0,23.0,34.0,6.0,,,,90.0,64.0,6.9,15.0,3.0,1,1.0,1.0,2.0,,,,,,1.0,,2.0,1.0,,,,,3.0,,,,,1.0,1.0,1.0,,,,,,,,,
10381993,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,8,8,False,56.0,43.0,4.0,1.0,15.0,19.0,29.0,39.0,4.0,,,,87.0,68.0,7.3,14.0,1.0,2,,2.0,6.0,1.0,,,1.0,,2.0,1.0,2.0,,1.0,1.0,,,2.0,1.0,3.0,,,,,2.0,rramizz_,1.0,,,,,,,
10381993,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,30.0,25.0,2.0,1.0,6.0,7.0,19.0,28.0,4.0,,,,90.0,47.0,7.2,11.0,1.0,2,2.0,3.0,6.0,,3.0,3.0,1.0,,,,3.0,,,,,,5.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,
10381993,home,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168,329,M,825731,EUR,928108800,M,23,23,False,28.0,26.0,,,10.0,10.0,16.0,19.0,2.0,,,,62.0,37.0,6.8,4.0,1.0,2,4.0,5.0,3.0,,1.0,,,,,,3.0,,,,,,1.0,,,,,2.0,,2.0,,,,,,,,,
10381993,home,FC Twente,Václav Černý,vaclav-cerny,V. Černý,M,18,182,3495,M,280631,EUR,877046400,F,7,7,False,37.0,23.0,3.0,1.0,4.0,5.0,23.0,43.0,3.0,,,,88.0,70.0,8.6,27.0,3.0,4,,7.0,6.0,3.0,5.0,4.0,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,,,11.0,4.0,,,,1.0,1.0,,,2.0,2.0,1.0,,,,,
10381993,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,F,9,9,False,9.0,6.0,,,3.0,3.0,3.0,6.0,,,,,63.0,18.0,6.5,9.0,,0,,3.0,3.0,,,,,,,1.0,,3.0,,,,,,,3.0,1.0,,,,,,,3.0,,1.0,,,,
10381993,home,FC Twente,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173,282,M,148623,EUR,743472000,F,10,10,False,25.0,20.0,1.0,1.0,2.0,5.0,18.0,31.0,4.0,,,,90.0,57.0,7.3,21.0,2.0,5,2.0,8.0,8.0,1.0,7.0,4.0,3.0,,,,2.0,1.0,2.0,1.0,,,11.0,,,,,,,1.0,,2.0,1.0,,,,,,
10381993,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,True,8.0,7.0,,,5.0,5.0,2.0,7.0,,,,,28.0,16.0,6.6,6.0,1.0,1,1.0,1.0,2.0,,,,,,,,,1.0,,,,,4.0,,2.0,,,,,,,1.0,,,,,,,
10381993,home,FC Twente,Manfred Ugalde,manfred-ugalde,M. Ugalde,F,9,171,2754,M,993560,EUR,1022284800,F,27,27,True,6.0,4.0,,,1.0,1.0,4.0,6.0,1.0,,,,27.0,11.0,6.6,3.0,,2,2.0,3.0,2.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,
