match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_blockedScoringAttempt,stat_interceptionWon,stat_penaltyWon,stat_totalCross,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_bigChanceCreated,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
12514033,home,Casa Pia,Patrick Sequeira,patrick-sequeira,P. Sequeira,G,1,190,969,M,821628,EUR,920246400,G,1,1,False,31.0,15.0,19.0,3.0,0.0,13.0,15.0,2.0,16.0,1.0,1.0,3.0,13.0,5.0,3.0,4.0,2.0,90.0,52.0,7.7,16.0,0.00090238,1.0,0,-0.7541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514033,home,Casa Pia,João Goulart,joao-goulart,J. Goulart,D,4,191,68,M,1151667,EUR,948931200,D,4,4,False,31.0,20.0,7.0,3.0,0.0,17.0,24.0,3.0,7.0,5.0,8.0,5.0,2.0,,,,,90.0,45.0,6.9,11.0,0.00168193,,2,,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1381,,,,,,,,,,,,,,,,,
12514033,home,Casa Pia,Ruben Kluivert,ruben-kluivert,R. Kluivert,D,21,187,1724,M,1014540,EUR,990403200,D,3,3,False,21.0,16.0,3.0,,0.0,15.0,17.0,1.0,4.0,2.0,7.0,6.0,1.0,,,,,90.0,38.0,8.1,5.0,0.00028023,,2,,,,1.0,2.0,,,1.0,2.0,4.0,2.0,,1.0,1.0,0.1467,1.0,1.0,1.0,,,,,,,,,,,,,,
12514033,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,35.0,27.0,8.0,3.0,0.0,25.0,28.0,2.0,8.0,2.0,4.0,4.0,1.0,,,,,90.0,45.0,6.4,10.0,0.00399822,,0,,,,1.0,3.0,,,,,1.0,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,
12514033,home,Casa Pia,André Geraldes,andre-geraldes,A. Geraldes,D,18,181,32,M,125039,EUR,673142400,M,18,18,False,20.0,15.0,,,0.0,10.0,14.0,6.0,8.0,2.0,3.0,4.0,3.0,,,,,90.0,36.0,7.1,10.0,0.346194,2.0,0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,2.0,,True,1.0,1.0,,,,,,,,,
12514033,home,Casa Pia,Rafael Brito,rafael-brito,R. Brito,M,8,183,129,M,983537,EUR,1011398400,M,17,17,False,29.0,18.0,4.0,1.0,0.0,10.0,15.0,8.0,14.0,1.0,5.0,3.0,6.0,,,,,78.0,44.0,6.8,14.0,0.0105695,,0,,,,2.0,4.0,3.0,1.0,,1.0,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,
12514033,home,Casa Pia,Andrian Kraev,andrian-kraev,A. Kraev,M,6,191,280,M,857374,EUR,918950400,M,89,89,False,18.0,12.0,4.0,2.0,0.0,8.0,9.0,4.0,10.0,3.0,6.0,4.0,1.0,,,,,90.0,31.0,6.9,7.0,0.0148588,,1,,,,2.0,4.0,,,1.0,1.0,3.0,1.0,,,2.0,0.0809,,1.0,,1.0,,,,,1.0,,,,,,,,
12514033,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,15.0,10.0,3.0,,0.0,5.0,9.0,9.0,17.0,,4.0,2.0,4.0,,,,,90.0,51.0,7.0,16.0,0.520017,4.0,0,,,,1.0,4.0,1.0,,,,2.0,2.0,,2.0,1.0,,,1.0,,11.0,,,4.0,,,1.0,,,,,,,
12514033,home,Casa Pia,Max Svensson,max-svensson,M. Svensson,F,9,182,45,M,1085569,EUR,1005177600,F,9,9,False,20.0,14.0,4.0,1.0,0.0,7.0,8.0,7.0,13.0,,1.0,,5.0,,,,,68.0,29.0,6.5,10.0,0.00417874,,2,,,,,5.0,1.0,,1.0,,1.0,1.0,,,1.0,0.121,1.0,,,1.0,1.0,,,,2.0,1.0,,,,,,,
12514033,home,Casa Pia,Cassiano,cassiano,Cassiano,F,90,184,251,M,157023,EUR,613958400,F,90,90,False,14.0,9.0,,,0.0,5.0,7.0,4.0,7.0,2.0,5.0,,2.0,,,,,89.0,26.0,6.9,8.0,0.00290712,,2,,,,2.0,7.0,,,,,1.0,1.0,,2.0,4.0,1.2914,,,,,2.0,,,,,1.0,1.0,2.0,1.0,1.4687,,,
