match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotValueNormalized,captain,stat_aerialLost,stat_penaltyConceded,stat_dispossessed,stat_unsuccessfulTouch,stat_totalCross,stat_challengeLost,stat_outfielderBlock,stat_keyPass,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated,stat_penaltyWon
15002166,home,Gateshead,Tiernan Brooks,,,tiernan-brooks,T. Brooks,G,1,191.0,49,M,1131881,EUR,1055808000,G,1,1,False,69.0,57.0,21.0,9.0,0.0,51.0,51.0,6.0,18.0,3.0,11.0,1.0,5.0,1.0,7.0,1.0,90.0,89.0,7.7,14.0,182.73258469797,26.0,136.92,15.96,0.4676,0,0.27,0.05,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002166,home,Gateshead,Aidan Elliott-Wheeler,Aidan Elliott-Wheeler,,aidan-elliott-wheeler,A. Elliott-Wheeler,M,4,,14,M,1535455,EUR,1156982400,D,4,4,False,48.0,38.0,5.0,2.0,0.0,20.0,22.0,18.0,26.0,1.0,4.0,,,,,,90.0,69.0,6.5,12.0,180.18454385718,19.0,97.335,20.37,,1,0.17,0.08,-0.29,,1.0,5.0,7.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,-0.03,,,,,,,,,,,,,,,,,
15002166,home,Gateshead,Kenton Richardson,,,kenton-richardson,K. Richardson,D,5,185.0,8,M,864443,EUR,930355200,D,5,5,False,86.0,72.0,12.0,4.0,0.0,59.0,62.0,13.0,24.0,2.0,3.0,,,,,,89.0,93.0,5.7,14.0,167.5698745291,24.0,77.175,15.855,,1,0.12,0.07,-0.66,,1.0,3.0,2.0,,,1.0,1.0,1.0,,,1.0,-0.04,True,2.0,1.0,,,,,,,,,,,,,,
15002166,home,Gateshead,Ben Williams,,,ben-williams,B. Williams,D,31,187.0,1,M,2216348,EUR,1102291200,D,31,31,False,66.0,62.0,2.0,1.0,0.0,55.0,58.0,7.0,8.0,1.0,1.0,,,,,,74.0,73.0,6.5,6.0,151.61295987494,22.0,57.435,20.58,,0,0.16,0.04,-0.29,,2.0,1.0,4.0,,,,,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
15002166,home,Gateshead,David Ferguson,,,david-ferguson,D. Ferguson,D,3,178.0,7,M,219266,EUR,770947200,D,3,3,False,59.0,49.0,4.0,1.0,0.0,23.0,26.0,26.0,33.0,,3.0,,,,,,90.0,85.0,6.4,20.0,218.62114802003,24.0,89.565,25.515,,1,0.0,0.26,-0.23,,,3.0,4.0,,,1.0,2.0,3.0,3.0,1.0,1.0,0.01,,1.0,,,4.0,5.0,1.0,1.0,1.0,,,,,,,,
15002166,home,Gateshead,Fenton John,Fenton,John,fenton-john,F. John,M,20,,5,M,2037992,EUR,1072656000,M,20,20,False,45.0,38.0,6.0,4.0,0.0,15.0,18.0,23.0,27.0,,5.0,,,,,,90.0,60.0,6.5,10.0,163.08755896028,21.0,48.09,12.495,,2,-0.09,0.12,-0.22,,,7.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,-0.07,,,,1.0,,,1.0,,1.0,1.0,,,,,,,
15002166,home,Gateshead,Josh Home,,,home,Home,M,17,,14,M,1895873,EUR,1119312000,M,17,17,False,41.0,33.0,7.0,2.0,0.0,19.0,21.0,14.0,20.0,2.0,3.0,,,,,,74.0,48.0,6.5,11.0,116.46231956569,19.0,17.745,11.235,,0,0.03,0.08,-0.1,,,1.0,2.0,,,,,1.0,,1.0,,,,1.0,,,2.0,1.0,,,1.0,,,,,,,,
15002166,home,Gateshead,Kain Adom,Kain Adom,,kain-adom,K. Adom,M,29,186.0,28,M,1564833,EUR,999820800,M,7,7,False,25.0,17.0,2.0,,0.0,6.0,8.0,11.0,17.0,,1.0,,,,,,90.0,41.0,6.1,12.0,102.11316423463,9.0,43.26,19.11,,0,-0.16,0.06,-0.09,,,7.0,5.0,2.0,1.0,,1.0,1.0,1.0,3.0,2.0,,,3.0,,1.0,1.0,1.0,,1.0,,,,,,,,,
15002166,home,Gateshead,Curtis Edwards,,,curtis-edwards,C. Edwards,M,22,180.0,34,M,844636,EUR,758332800,M,22,22,False,19.0,17.0,1.0,1.0,0.0,6.0,6.0,11.0,13.0,,2.0,,,,,,61.0,24.0,6.3,5.0,34.99672219585,4.0,-23.205,4.935,,0,0.0,-0.09,-0.17,,,3.0,1.0,,,,,1.0,,,1.0,,,,,1.0,,2.0,1.0,,1.0,,,,,,,,
15002166,home,Gateshead,Kyle Hurst,,,kyle-hurst,K. Hurst,F,23,,27,M,1020648,EUR,1011484800,M,21,21,False,18.0,12.0,1.0,1.0,0.0,7.0,8.0,5.0,10.0,,3.0,,,,,,61.0,23.0,6.0,11.0,113.46314018757,8.0,-19.845,21.525,,0,-0.08,-0.18,-0.17,,1.0,5.0,1.0,2.0,,,,,,,1.0,,,,,1.0,2.0,,1.0,,1.0,,,,,,,,
