match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceMissed,stat_hitWoodwork,stat_interceptionWon,captain,stat_fouls,stat_dispossessed,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_outfielderBlock
10382140,home,FC Emmen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188,97,M,242313,EUR,771465600,G,32,32,False,40.0,30.0,17.0,7.0,26.0,31.0,4.0,9.0,4.0,2.0,2.0,90.0,44.0,5.9,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382140,home,FC Emmen,Mohamed Bouchouari,mohamed-bouchouari,M. Bouchouari,D,170,778,M,965329,EUR,974246400,D,34,34,False,43.0,30.0,9.0,3.0,15.0,19.0,15.0,27.0,11.0,,,90.0,72.0,7.3,20.0,3,,,34,3.0,2.0,1.0,3.0,7.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,
10382140,home,FC Emmen,Miguel Araujo,miguel-araujo,M. Araujo,D,178,883,M,370226,EUR,782956800,D,5,5,False,53.0,45.0,9.0,4.0,34.0,34.0,11.0,19.0,8.0,,,90.0,63.0,6.4,9.0,1,,,20,,1.0,2.0,1.0,4.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10382140,home,FC Emmen,Jeroen Veldmate,jeroen-veldmate,J. Veldmate,D,187,9,,28111,EUR,594950400,D,4,4,False,70.0,61.0,9.0,7.0,44.0,48.0,17.0,22.0,6.0,,,90.0,81.0,7.4,9.0,2,,,,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,8.0,,,,,,,1.0,True,1.0,,,,,,,,,,,
10382140,home,FC Emmen,Lorenzo Burnet,lorenzo-burnet,L. Burnet,D,170,12,M,100384,EUR,663552000,D,18,18,False,32.0,25.0,5.0,3.0,15.0,17.0,10.0,15.0,2.0,,,90.0,53.0,6.3,12.0,0,Lorenzo,Burnet,18,,1.0,,4.0,3.0,1.0,,,,2.0,3.0,1.0,3.0,,,,1.0,,1.0,1.0,,,,,,,,,,
10382140,home,FC Emmen,Keziah Veendorp,keziah-veendorp,K. Veendorp,D,183,41,M,361778,EUR,856137600,M,2,2,False,42.0,35.0,3.0,2.0,19.0,22.0,17.0,21.0,5.0,,,90.0,45.0,6.5,7.0,0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
10382140,home,FC Emmen,Lucas Bernadou,bernadou-lucas,L. Bernadou,M,178,53,M,997187,EUR,969753600,M,8,8,False,42.0,32.0,7.0,4.0,15.0,19.0,18.0,25.0,9.0,,,90.0,51.0,7.8,11.0,1,,,6,2.0,,1.0,1.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,
10382140,home,FC Emmen,Rui Mendes,rui-mendes,R. Mendes,F,180,126,M,940979,EUR,942192000,M,7,7,False,13.0,9.0,1.0,,2.0,2.0,7.0,11.0,4.0,,,90.0,30.0,5.7,12.0,3,,,27,,1.0,,9.0,1.0,4.0,2.0,,,,1.0,,3.0,,,,,,1.0,1.0,,1.0,,2.0,,,1.0,1.0,,
10382140,home,FC Emmen,Mark Diemers,mark-diemers,M. Diemers,M,175,198,M,252123,EUR,750297600,M,10,10,False,35.0,32.0,1.0,1.0,16.0,16.0,18.0,28.0,6.0,,,90.0,59.0,7.0,18.0,1,,,10,9.0,,,4.0,2.0,1.0,1.0,,,,,,2.0,1.0,,,,,,4.0,2.0,5.0,,,1.0,1.0,,,,
10382140,home,FC Emmen,Jasin Assehnoun,jasin-assehnoun,J. Assehnoun,M,175,80,M,943188,EUR,914630400,M,11,11,False,16.0,13.0,1.0,,8.0,9.0,5.0,8.0,5.0,,,75.0,29.0,6.0,7.0,2,,,78,1.0,4.0,2.0,9.0,3.0,,,,,1.0,1.0,,1.0,,,,1.0,,4.0,2.0,,,,,,,2.0,,,
