match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_totalContest,stat_wonContest,stat_aerialWon,stat_outfielderBlock,stat_lastManTackle,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,captain,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
12421165,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1240,M,10406,EUR,573609600,G,22,22,False,32.0,30.0,4.0,2.0,0.0,29.0,29.0,1.0,3.0,1.0,1.0,9.0,1.0,1.0,3.0,6.0,90.0,47.0,7.4,2.0,0.00019527,0,-0.0041000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421165,home,Club Brugge KV,Kyriani Sabbe,kyriani-sabbe,K. Sabbe,D,64,176,1049,M,1101258,EUR,1106697600,D,64,64,False,56.0,49.0,8.0,7.0,0.0,16.0,18.0,34.0,41.0,3.0,,1.0,2.0,,,,90.0,80.0,6.8,13.0,0.0482793,0,,,,3.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12421165,home,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188,4924,M,1187275,EUR,1082505600,D,4,4,False,100.0,90.0,9.0,3.0,0.0,54.0,55.0,36.0,45.0,2.0,4.0,2.0,1.0,,,,90.0,107.0,6.5,11.0,0.0157694,0,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12421165,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,87.0,79.0,9.0,6.0,0.0,54.0,57.0,25.0,30.0,7.0,8.0,2.0,4.0,,,,90.0,107.0,7.5,8.0,0.0156948,0,,,,,,1.0,2.0,1.0,,2.0,3.0,,1.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12421165,home,Club Brugge KV,Zaid Romero,zaid-romero,Z. Romero,D,24,192,776,M,1108450,EUR,945216000,D,2,2,False,47.0,44.0,1.0,1.0,0.0,17.0,17.0,27.0,32.0,1.0,,4.0,1.0,,,,62.0,70.0,6.8,9.0,0.0311633,1,,,,2.0,,,3.0,,2.0,2.0,1.0,2.0,,,,,,1.0,,1.0,1.0,0.0433,0.3264,,,,,,,,,,,,,,
12421165,home,Club Brugge KV,Casper Nielsen,casper-nielsen,C. Nielsen,M,94,182,403,M,247471,EUR,767577600,M,27,27,False,26.0,19.0,1.0,,1.0,5.0,8.0,15.0,22.0,4.0,,4.0,,,,,83.0,40.0,7.2,12.0,0.181045,2,,,,4.0,1.0,,3.0,2.0,1.0,2.0,,1.0,,1.0,3.0,3.0,1.0,,,,,0.2067,,1.0,1.0,1.0,,,,,,,,,,,
12421165,home,Club Brugge KV,Ardon Jashari,ardon-jashari,A. Jashari,M,30,180,4830,M,1034082,EUR,1027987200,M,30,30,False,71.0,65.0,3.0,1.0,0.0,27.0,29.0,38.0,45.0,4.0,2.0,6.0,,,,,90.0,86.0,7.0,11.0,0.0839278,1,,,,3.0,,,4.0,2.0,,1.0,,,2.0,1.0,4.0,2.0,,,,,,0.0275,,,1.0,,1.0,,,,,,,,,,
12421165,home,Club Brugge KV,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2523,M,888537,EUR,946425600,M,7,7,False,38.0,33.0,1.0,1.0,1.0,10.0,11.0,23.0,27.0,2.0,1.0,1.0,,,,,74.0,42.0,7.9,6.0,0.306856,1,,,,,,,4.0,2.0,,,,1.0,,3.0,1.0,1.0,1.0,,,1.0,2.0,0.09,0.6983,,,,,1.0,,,,,,,,,
12421165,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,57.0,53.0,7.0,6.0,0.0,22.0,23.0,31.0,35.0,4.0,3.0,3.0,1.0,,,,90.0,70.0,6.8,7.0,0.112751,0,,,,1.0,,,3.0,3.0,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,True,,,,,,,,
12421165,home,Club Brugge KV,Christos Tzolis,tzolis-christos,C. Tzolis,M,8,180,9518,M,1031259,EUR,1012348800,M,8,8,False,42.0,36.0,1.0,1.0,0.0,8.0,9.0,28.0,34.0,1.0,2.0,1.0,,,,,83.0,62.0,7.4,12.0,0.559341,3,,,,1.0,,1.0,6.0,1.0,4.0,2.0,,1.0,1.0,1.0,,,,,,3.0,1.0,0.2035,0.8152,,,,,1.0,,absolute_christostzolis,,,,,,,
12421165,home,Club Brugge KV,Gustaf Nilsson,gustaf-nilsson,G. Nilsson,F,19,197,774,M,572286,EUR,864345600,F,19,19,False,17.0,14.0,,,1.0,3.0,3.0,11.0,14.0,3.0,,,,,,,74.0,27.0,7.0,6.0,0.503361,1,,,,,,,2.0,1.0,,,,3.0,1.0,1.0,2.0,2.0,,,,,1.0,0.0584,,,,1.0,,,,,1.0,,,,,,
