match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_interceptionWon,player_sofascoreId,stat_accurateCross,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon,captain,stat_challengeLost,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_goalsPrevented,stat_penaltyConceded,stat_outfielderBlock
10408499,home,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,16.0,13.0,5.0,2.0,11.0,11.0,2.0,5.0,10.0,1.0,1.0,1.0,90.0,25.0,6.4,3.0,0.0,0.0,0.00081363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Iván Balliu,,,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,39.0,32.0,2.0,1.0,5.0,8.0,27.0,37.0,2.0,,,,90.0,65.0,6.9,14.0,0.073,0.0,0.175191,1,6.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Florian Lejeune,,,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,19,19,False,46.0,40.0,12.0,8.0,23.0,25.0,17.0,21.0,4.0,,,,90.0,54.0,8.7,6.0,0.7861,0.8059,0.0330301,4,,1.0,1.0,1.0,2.0,,,1.0,3.0,1.0,1.0,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Alejandro Catena,,,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,5,5,False,48.0,47.0,9.0,9.0,32.0,32.0,15.0,17.0,7.0,,,,90.0,54.0,7.3,3.0,0.0,0.0,0.0858567,0,1.0,,1.0,2.0,2.0,,,,2.0,,,,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Fran García,,,fran-garcia,F. Garcia,D,20,170,66463,M,851271,EUR,934588800,D,3,3,False,37.0,31.0,2.0,1.0,10.0,10.0,22.0,31.0,5.0,,,,90.0,64.0,7.3,12.0,0.0745,0.3783,0.0308506,3,4.0,,,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,,1.0,1.0,,2.0,,,,2.0,frangarci11,1.0,2.0,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,40.0,32.0,3.0,,6.0,8.0,28.0,38.0,4.0,,,,80.0,74.0,8.1,20.0,1.2384,0.9945,0.360529,7,6.0,,1.0,6.0,6.0,5.0,2.0,2.0,,1.0,1.0,,2.0,2.0,3.0,1.0,4.0,1.0,1.0,,,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,
10408499,home,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,43.0,29.0,5.0,2.0,7.0,11.0,22.0,32.0,10.0,,,,70.0,54.0,7.2,15.0,0.0,0.0,0.371517,0,,,1.0,4.0,6.0,,,,1.0,5.0,3.0,,,4.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
10408499,home,Rayo Vallecano,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,6,6,False,49.0,46.0,2.0,2.0,13.0,13.0,33.0,36.0,5.0,,,,81.0,58.0,6.7,4.0,0.7033,0.246,0.1938,2,,3.0,1.0,4.0,4.0,,,1.0,,3.0,2.0,,,,1.0,1.0,,,,2.0,,,,1.0,,,2.0,,,,,,,,,,
10408499,home,Rayo Vallecano,Álvaro García,,,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,18.0,11.0,3.0,,,2.0,13.0,21.0,1.0,,,,70.0,36.0,8.6,13.0,0.289,0.4291,0.164418,4,5.0,,2.0,2.0,8.0,2.0,1.0,,,2.0,1.0,,3.0,1.0,2.0,4.0,,1.0,,,,2.0,2.0,,,,,1.0,,,,,,,,,
10408499,home,Rayo Vallecano,Óscar Trejo,,,oscar-trejo,Ó. Trejo,M,8,177,550,M,21949,EUR,578016000,F,8,8,False,36.0,28.0,1.0,,6.0,6.0,22.0,33.0,5.0,,,,64.0,47.0,7.1,13.0,0.0292,0.0,0.163382,1,3.0,1.0,1.0,3.0,4.0,,,1.0,,2.0,2.0,,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,True,,,,,,,,
10408499,home,Rayo Vallecano,Sergio Camello,,,sergio-camello,S. Camello,F,10,177,1019,M,910024,EUR,981763200,F,34,34,False,11.0,9.0,,,2.0,3.0,7.0,8.0,1.0,,,,90.0,21.0,8.1,7.0,0.5061,0.6924,0.0136391,3,,3.0,,5.0,1.0,1.0,,2.0,,,,,1.0,1.0,3.0,1.0,,1.0,1.0,,,,4.0,,1.0,1.0,,,,,,,,,,,
10408499,home,Rayo Vallecano,Randy Nteka,,,randy-nteka,R. Nteka,F,11,190,949,M,932764,EUR,881366400,M,11,11,True,10.0,9.0,1.0,1.0,1.0,1.0,8.0,9.0,,,,,23.0,13.0,6.3,2.0,0.0402,0.0,0.0203717,1,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Josep Chavarría,,,josep-chavarria,J. Chavarría,D,3,174,630,M,1010421,EUR,892166400,D,15,15,True,7.0,7.0,,,,,7.0,7.0,,,,,20.0,7.0,6.4,,0.0,0.0,0.0178039,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Unai López,,,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,True,24.0,24.0,2.0,2.0,9.0,9.0,16.0,16.0,2.0,,,,20.0,28.0,6.9,,0.0654,0.0,0.0942649,2,1.0,1.0,,2.0,,,,2.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,
10408499,home,Rayo Vallecano,Salvi Sánchez,,,salvi-sanchez,S. Sánchez,M,25,175,62,M,811493,EUR,670291200,M,14,14,True,6.0,5.0,1.0,1.0,,,6.0,7.0,1.0,,,,10.0,9.0,6.9,2.0,0.0,0.0,0.0518133,0,1.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Pathé Ismaël Ciss,,,ismaila-ciss,P. I. Ciss,M,6,183,4735,M,913679,EUR,763776000,M,21,21,True,11.0,11.0,1.0,1.0,3.0,3.0,8.0,8.0,,,,,9.0,11.0,6.5,,0.0,0.0,0.00259893,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Diego López,,,diego-lopez,D. López,G,26,196,199,,4697,EUR,373593600,G,13,13,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Mario Hernández,,,mario-hernandez,M. Hernández,D,,177,20,M,900671,EUR,917222400,D,2,2,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Esteban Saveljich,,,esteban-saveljich,E. A. Saveljich,D,24,187,42,M,249393,EUR,674697600,D,24,24,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Mario Suárez,,,mario-suarez,M. Suárez,D,,185,38,,14046,EUR,541123200,D,4,4,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Abdul Mumin,,,abdul-mumin,A. Mumin,D,16,188,1245,M,846147,EUR,897091200,D,16,16,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,Bebé,,,bebe,Bebé,M,15,190,368,M,124950,EUR,647740800,F,10,10,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408499,home,Rayo Vallecano,José Pozo,,,jose-pozo,J. Pozo,M,14,170,128,M,608370,EUR,826848000,M,22,22,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408499,away,Cádiz,Jeremías Ledesma,,,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,29.0,13.0,22.0,6.0,7.0,8.0,6.0,21.0,9.0,1.0,1.0,1.0,90.0,42.0,6.6,16.0,0.0,0.0,0.00233257,0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,7.0,1.0,-1.4538,,
