match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_penaltyWon,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_interceptionWon,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goodHighClaim,stat_clearanceOffLine,stat_penaltyMiss
12499253,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,31.0,27.0,10.0,6.0,0.0,26.0,29.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,38.0,6.8,5.0,0.00023204,0,0.3739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499253,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,,355486,EUR,863568000,D,3,3,False,59.0,52.0,6.0,3.0,0.0,29.0,31.0,25.0,30.0,4.0,3.0,,2.0,,,,,90.0,86.0,7.3,10.0,0.0759607,0,,2.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12499253,home,Bologna,Martin Erlić,martin-erlic,M. Erlić,D,6,192,1953,M,,789234,EUR,885600000,D,5,5,False,66.0,61.0,10.0,9.0,0.0,50.0,53.0,11.0,13.0,7.0,5.0,,2.0,,,,,90.0,72.0,7.2,5.0,0.00330986,0,,,,2.0,5.0,1.0,,,,3.0,1.0,,,2.0,,4.0,1.0,,,,,,,,,,,,,,,,,
12499253,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,,898815,EUR,911260800,D,31,31,False,83.0,82.0,7.0,7.0,0.0,57.0,57.0,25.0,26.0,3.0,5.0,,1.0,,,,,90.0,92.0,7.1,3.0,0.0884322,1,,,,1.0,2.0,,1.0,,,2.0,,,1.0,2.0,2.0,1.0,,1.0,1.0,0.0186,,,,,,,,,,,,,,
12499253,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,706,M,,98212,EUR,751248000,D,22,22,False,66.0,54.0,5.0,1.0,0.0,34.0,40.0,21.0,30.0,,1.0,,,,,,,84.0,80.0,6.8,15.0,0.0835974,0,,4.0,1.0,2.0,3.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
12499253,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,8,8,False,83.0,78.0,2.0,2.0,0.0,36.0,36.0,42.0,48.0,4.0,6.0,,3.0,,,,,90.0,102.0,7.8,8.0,0.0791707,0,,1.0,,2.0,8.0,1.0,1.0,,,5.0,4.0,3.0,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,
12499253,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,,814882,EUR,889660800,M,6,6,False,40.0,31.0,4.0,3.0,0.0,12.0,13.0,20.0,33.0,6.0,3.0,,3.0,,,,,76.0,55.0,6.8,17.0,0.0464741,2,,6.0,1.0,2.0,3.0,2.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,,,1.0,,0.1466,,,1.0,1.0,,,,,,,,,,
12499253,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,,793645,EUR,854064000,M,7,7,False,24.0,18.0,1.0,1.0,0.0,2.0,5.0,17.0,23.0,6.0,2.0,,2.0,,,,,76.0,40.0,7.5,12.0,0.177372,5,,4.0,1.0,1.0,3.0,,2.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,,,,1.3454,,1.0,2.0,,True,1.0,3.0,1.0,1.9097,,,,,
12499253,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1385,M,,1067204,EUR,1042502400,M,80,80,False,23.0,21.0,1.0,1.0,0.0,8.0,9.0,13.0,15.0,4.0,6.0,,,,,,,90.0,37.0,7.0,5.0,0.0259747,2,,1.0,,1.0,5.0,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,1.0,,0.1169,1.0,,1.0,,,,,,,,,,,
12499253,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,,944327,EUR,972432000,M,11,11,False,27.0,20.0,2.0,1.0,0.0,2.0,3.0,18.0,29.0,8.0,4.0,,1.0,,,,,88.0,55.0,6.1,20.0,0.294014,4,,5.0,,1.0,9.0,1.0,3.0,5.0,3.0,,,,1.0,5.0,1.0,1.0,,2.0,,1.1051,,,1.0,,,3.0,1.0,,,,,,,
12499253,home,Bologna,Santiago Castro,santiago-castro,S. Castro,F,9,178,6420,M,,1116577,EUR,1095465600,F,9,9,False,16.0,11.0,,,0.0,5.0,6.0,6.0,10.0,5.0,2.0,,2.0,,,,,84.0,28.0,7.3,8.0,0.415345,5,,,,2.0,4.0,,1.0,3.0,1.0,,1.0,1.0,,,1.0,,,3.0,,0.4711,,1.0,1.0,,,,1.0,,0.1664,Santiago Castro,,,,
12499253,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,,850891,EUR,852508800,M,20,20,True,15.0,12.0,2.0,2.0,0.0,,1.0,12.0,15.0,,2.0,,,,,,,14.0,20.0,7.5,4.0,0.0322376,2,,1.0,,1.0,2.0,,,,,,,,,1.0,,,,,,0.0734,1.0,,,,,,2.0,,0.0839,,,,,
