match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_wonContest,stat_outfielderBlock,stat_accurateCross,player_firstName,player_lastName,stat_wonTackle,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_bigChanceCreated,captain,stat_clearanceOffLine
12499460,home,SC Freiburg,Florian Müller,florian-muller,F. Müller,G,21,190,205,M,842858,EUR,879379200,G,21,21,False,41.0,34.0,17.0,10.0,0.0,25.0,25.0,9.0,16.0,1.0,11.0,3.0,3.0,3.0,1.0,1.0,90.0,52.0,6.8,7.0,0.00986982,0,-0.2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499460,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,53.0,43.0,,,0.0,14.0,15.0,29.0,41.0,6.0,6.0,,,,,,90.0,79.0,6.4,20.0,0.121292,0,,3.0,2.0,7.0,7.0,10.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12499460,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,62.0,47.0,11.0,5.0,0.0,28.0,34.0,19.0,28.0,4.0,7.0,,,,,,90.0,71.0,6.1,16.0,0.0181142,0,,,,2.0,4.0,4.0,3.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
12499460,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,40.0,34.0,3.0,2.0,0.0,22.0,23.0,13.0,18.0,4.0,4.0,,,,,,70.0,49.0,6.3,7.0,0.0335781,0,,1.0,2.0,,3.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12499460,home,SC Freiburg,Jordy Makengo,makengo-jordy,J. Makengo,D,33,191,319,M,1131339,EUR,996710400,D,33,33,False,36.0,31.0,1.0,1.0,0.0,15.0,18.0,18.0,23.0,3.0,4.0,,,,,,90.0,56.0,6.4,11.0,0.0736988,0,,5.0,,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,,,1.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,
12499460,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,40.0,30.0,2.0,,0.0,17.0,20.0,14.0,21.0,,5.0,,,,,,90.0,56.0,7.8,12.0,0.380474,1,,1.0,3.0,1.0,4.0,6.0,1.0,,,5.0,,,2.0,,4.0,1.0,,,3.0,,1.0,1.0,1.0,2.0,0.0452,0.4272,,,,,,,
12499460,home,SC Freiburg,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,31.0,28.0,3.0,,0.0,15.0,16.0,13.0,16.0,2.0,7.0,,,,,,79.0,46.0,6.6,5.0,0.224172,1,,1.0,,,1.0,3.0,1.0,,,2.0,1.0,,2.0,,,,,,1.0,,,,1.0,,0.1198,,1.0,1.0,,,,,
12499460,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,46.0,35.0,,,1.0,6.0,8.0,29.0,41.0,1.0,3.0,,,,,,90.0,69.0,6.7,17.0,0.198543,5,,3.0,1.0,,5.0,4.0,,,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,0.5301,,1.0,1.0,doanritsu,3.0,,,
12499460,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,M,9,9,False,27.0,20.0,,,0.0,,1.0,20.0,27.0,,5.0,,,,,,70.0,46.0,7.1,13.0,0.123348,2,,1.0,2.0,2.0,7.0,8.0,,2.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,1.0,0.1369,,,1.0,,1.0,1.0,,
12499460,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,35.0,29.0,3.0,2.0,0.0,11.0,12.0,22.0,32.0,,1.0,,,,,,79.0,50.0,7.0,12.0,0.388715,2,,9.0,2.0,,3.0,,1.0,,,,,,2.0,,,4.0,,,,,,,1.0,1.0,0.394,,,1.0,,1.0,1.0,True,
