match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_expectedGoals,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_fouls,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_outfielderBlock,stat_goals,stat_goodHighClaim
12764860,home,FC København,Nathan Trott,,,nathan-trott,N. Trott,G,13,184,161,M,885907,EUR,911606400,G,1,1,False,17.0,12.0,8.0,3.0,0.0,10.0,12.0,2.0,5.0,1.0,1.0,4.0,1.0,2.0,90.0,24.0,6.4,5.0,0.00078746,0,0.0462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764860,home,FC København,Rodrigo Huescas,,,huescas-rodrigo,R. Huescas,D,13,173,3049,M,1113368,EUR,1063843200,D,13,13,False,38.0,30.0,1.0,,0.0,13.0,15.0,18.0,25.0,1.0,1.0,2.0,,,45.0,50.0,6.7,9.0,0.0296321,1,,2.0,1.0,2.0,2.0,1.0,0.0392,,,,,,,,,,,,,,,,,,,,,,,
12764860,home,FC København,Gabriel Pereira,,,gabriel-pereira,G. Pereira,D,5,188,599,M,992652,EUR,957657600,D,5,5,False,101.0,88.0,19.0,9.0,0.0,40.0,46.0,48.0,55.0,4.0,,7.0,,,90.0,112.0,6.5,13.0,0.0310712,2,,,,4.0,7.0,,0.0311,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0968,,,,,,,,,,,,,
12764860,home,FC København,Kevin Diks,,,kevin-diks,K. Diks,D,4,186,14796,M,583806,EUR,844560000,D,2,2,False,97.0,90.0,12.0,11.0,0.0,34.0,37.0,56.0,60.0,5.0,2.0,3.0,,,90.0,108.0,7.2,8.0,0.0277364,1,,,,1.0,3.0,,0.3286,1.0,,1.0,3.0,1.0,1.0,,,2.0,0.1072,KevinDiks_,1.0,1.0,1.0,2.0,,,,,,,,
12764860,home,FC København,Marcos López,,,marcos-lopez,M. López,D,15,176,2887,M,883745,EUR,943056000,D,15,15,False,74.0,65.0,4.0,4.0,1.0,20.0,23.0,48.0,55.0,8.0,1.0,5.0,,,90.0,108.0,7.7,14.0,0.164654,2,,4.0,3.0,3.0,9.0,1.0,0.0981,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,,,,,4.0,2.0,3.0,1.0,1.0,2.0,,,,
12764860,home,FC København,William Clem,William Clem,,william-clem,W. Clem,M,36,191,263,M,1083413,EUR,1087689600,M,36,36,False,40.0,37.0,1.0,,0.0,12.0,12.0,26.0,29.0,3.0,,4.0,,,73.0,50.0,7.2,5.0,0.328187,2,,1.0,1.0,,2.0,1.0,0.0499,1.0,1.0,,,2.0,2.0,2.0,,,,,,,,2.0,1.0,1.0,,,,,,
12764860,home,FC København,Lukas Lerager,,,lukas-lerager,L. Lerager,M,21,180,445,M,151470,EUR,742435200,M,12,12,False,67.0,59.0,9.0,7.0,0.0,16.0,22.0,43.0,47.0,8.0,,7.0,,,90.0,81.0,7.2,13.0,0.0842356,0,,2.0,,3.0,5.0,,,5.0,,,1.0,,2.0,,,2.0,,,,2.0,,1.0,1.0,,,,True,2.0,,
12764860,home,FC København,Victor Froholdt,,,victor-froholdt,V. Froholdt,M,8,187,3967,M,1406639,EUR,1140825600,M,17,17,False,17.0,14.0,2.0,1.0,0.0,4.0,4.0,10.0,13.0,3.0,,4.0,,,45.0,27.0,6.6,6.0,0.00552245,0,,,,1.0,3.0,,,,,,,1.0,,,,2.0,,,,2.0,1.0,,1.0,1.0,1.0,,,,,
12764860,home,FC København,Magnus Mattsson,,,magnus-mattsson,M. Mattsson,M,8,174,792,M,896117,EUR,919900800,M,8,8,False,43.0,38.0,1.0,1.0,0.0,8.0,8.0,31.0,44.0,2.0,,5.0,,,90.0,68.0,7.9,16.0,0.347925,5,,9.0,1.0,,3.0,2.0,0.3031,1.0,1.0,2.0,,1.0,2.0,2.0,,1.0,0.0386,,,3.0,1.0,4.0,,,,1.0,,,,
12764860,home,FC København,Mohamed Elyounoussi,,,mohamed-elyounoussi,M. Elyounoussi,M,10,176,2069,M,119151,EUR,775958400,M,10,10,False,56.0,38.0,5.0,1.0,0.0,9.0,11.0,29.0,50.0,8.0,2.0,3.0,,,90.0,77.0,6.6,31.0,0.339849,1,,5.0,,,4.0,1.0,0.0108,1.0,,,,,3.0,2.0,,,,,,2.0,1.0,3.0,2.0,3.0,,,,,,
