match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,captain,stat_accurateCross,stat_clearanceOffLine,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_goals,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed
11406761,home,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,24.0,11.0,19.0,6.0,0.0,6.0,7.0,5.0,17.0,3.0,10.0,3.0,4.0,1.0,90.0,37.0,6.9,13.0,0.00237241,0,-1.1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406761,home,Sassuolo,Jeremy Toljan,jeremy-toljan,J. Toljan,D,182,343,M,149606,EUR,776304000,D,22,22,False,30.0,22.0,3.0,,0.0,13.0,14.0,9.0,21.0,1.0,3.0,,,,90.0,57.0,6.4,17.0,0.00404726,2,,22,5.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0974,,,,,,,,,,,,,,,,,,,,
11406761,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,5,5,False,43.0,32.0,9.0,3.0,0.0,21.0,26.0,11.0,17.0,4.0,3.0,,,,90.0,55.0,6.3,12.0,0.0213533,0,,6,,3.0,2.0,6.0,3.0,,,,,,1.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11406761,home,Sassuolo,Gian Marco Ferrari,gian-marco-ferrari,G. M. Ferrari,D,189,224,M,170887,EUR,705888000,D,13,13,False,54.0,41.0,10.0,4.0,0.0,23.0,28.0,19.0,27.0,2.0,4.0,,,,90.0,61.0,7.0,14.0,0.0417581,0,,,1.0,2.0,5.0,2.0,6.0,,,,,,1.0,,,,1.0,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,
11406761,home,Sassuolo,Mattia Viti,mattia-viti,M. Viti,D,190,528,M,1009268,EUR,1011830400,D,21,21,False,17.0,15.0,1.0,1.0,0.0,7.0,8.0,8.0,9.0,1.0,2.0,,,,45.0,30.0,6.2,6.0,0.00341988,0,,2,,2.0,,5.0,2.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,
11406761,home,Sassuolo,Matheus Henrique,matheus-henrique,M. Henrique,M,175,2961,M,912786,EUR,882489600,M,7,7,False,57.0,45.0,11.0,4.0,0.0,13.0,15.0,32.0,42.0,4.0,4.0,,,,90.0,78.0,7.5,15.0,0.0465521,0,,8,,,3.0,2.0,11.0,3.0,,1.0,4.0,4.0,2.0,,,2.0,,1.0,,,,2.0,,,,3.0,,,,,,,,,
11406761,home,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,187,1387,M,924973,EUR,921283200,M,42,42,False,42.0,25.0,7.0,4.0,0.0,6.0,8.0,19.0,34.0,,6.0,,,,65.0,53.0,6.5,22.0,0.38515,0,,42,,2.0,1.0,6.0,2.0,,,1.0,,,2.0,1.0,,1.0,,1.0,,,,1.0,,,2.0,,,,,,,,,,
11406761,home,Sassuolo,Grégoire Defrel,gregoire-defrel,G. Defrel,F,179,185,M,148566,EUR,677116800,M,92,92,False,14.0,10.0,,,0.0,4.0,4.0,6.0,10.0,,2.0,,,,45.0,21.0,6.5,6.0,0.00981706,2,,92,,3.0,,4.0,3.0,1.0,1.0,,,,,1.0,0.0818,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,
11406761,home,Sassuolo,Nedim Bajrami,nedim-bajrami,N. Bajrami,M,179,1671,M,825861,EUR,920160000,M,11,11,False,7.0,5.0,1.0,1.0,0.0,,,6.0,11.0,,,,,,45.0,17.0,6.4,7.0,0.0606554,1,,14,4.0,2.0,1.0,3.0,2.0,2.0,,,,,1.0,,0.0267,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,
11406761,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,177,2531,M,932643,EUR,912729600,M,45,45,False,25.0,18.0,,,0.0,4.0,4.0,15.0,27.0,,5.0,,,,85.0,45.0,6.4,18.0,0.023915,0,,45,6.0,,,7.0,6.0,6.0,,,3.0,2.0,1.0,2.0,,,,1.0,,1.0,,1.0,,,1.0,2.0,,,,,,,,,
