match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_goalAssist,stat_unsuccessfulTouch,captain,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
11452968,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,14.0,9.0,8.0,3.0,8.0,10.0,1.0,4.0,1.0,6.0,1.0,1.0,90.0,20.0,6.9,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452968,home,Al-Ahli,Bassam Al-Hurayji,Mohammed Bassam Alhurayji,,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,,1085357,EUR,954288000,D,6,6,False,38.0,31.0,1.0,1.0,12.0,13.0,20.0,27.0,1.0,4.0,,,90.0,62.0,7.8,8.0,0,2.0,1.0,1.0,5.0,8.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,
11452968,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190.0,4099,M,merihdemiral,806968,EUR,889056000,D,28,28,False,73.0,68.0,2.0,2.0,35.0,37.0,33.0,36.0,1.0,7.0,,,90.0,82.0,7.7,5.0,1,,,5.0,1.0,9.0,,,,2.0,3.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
11452968,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200,D,3,3,False,66.0,60.0,7.0,3.0,31.0,32.0,29.0,34.0,2.0,5.0,,,90.0,86.0,7.9,7.0,1,,,1.0,3.0,9.0,,,,4.0,7.0,6.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
11452968,home,Al-Ahli,Ezgjan Alioski,,,ezgjan-alioski,E. Alioski,D,7,173.0,797,M,,137060,EUR,697852800,D,11,11,False,48.0,40.0,4.0,2.0,17.0,17.0,26.0,38.0,,5.0,,,89.0,89.0,8.2,14.0,4,7.0,3.0,,4.0,14.0,,5.0,5.0,2.0,4.0,1.0,5.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,
11452968,home,Al-Ahli,Mohammed Al-Majhad,,,mohammed-al-majhad,M. Al-Majhad,M,29,177.0,80,M,,893260,EUR,900547200,M,29,29,False,30.0,27.0,1.0,1.0,14.0,14.0,13.0,16.0,1.0,2.0,,,57.0,39.0,6.7,4.0,1,,,1.0,4.0,5.0,,,,,1.0,,3.0,4.0,,1.0,,,,,,,,,,,,,,,
11452968,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,53.0,46.0,7.0,4.0,17.0,20.0,30.0,34.0,1.0,9.0,,,90.0,61.0,8.0,7.0,3,1.0,1.0,,2.0,2.0,,,,1.0,,,2.0,1.0,2.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,
11452968,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,34.0,27.0,4.0,2.0,3.0,3.0,26.0,35.0,,1.0,,,89.0,52.0,8.9,15.0,3,4.0,2.0,,4.0,2.0,,2.0,1.0,1.0,1.0,,,1.0,6.0,,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,,,,,
11452968,home,Al-Ahli,Sumaihan Al-Nabit,,,sumaihan-al-nabit,S. Al-Nabit,M,88,174.0,111,M,,893167,EUR,827884800,M,8,8,False,15.0,13.0,,,1.0,1.0,12.0,14.0,,,,,84.0,20.0,6.7,3.0,2,,,1.0,4.0,1.0,,,,1.0,,,,3.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,
11452968,home,Al-Ahli,Allan Saint-Maximin,,,allan-saint-maximin,A. Saint-Maximin,F,9,173.0,12636,M,st_maximin,347010,EUR,858124800,M,97,97,False,38.0,30.0,3.0,1.0,4.0,4.0,29.0,43.0,,6.0,,,90.0,71.0,8.6,22.0,5,9.0,3.0,1.0,3.0,10.0,,9.0,7.0,,,,2.0,,3.0,1.0,,1.0,1.0,,,3.0,,,1.0,4.0,,,,,
