match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_blockedScoringAttempt,captain,stat_wasFouled,stat_shotOffTarget,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside
12514177,home,Boavista,César Dutra,,,cesar-dutra,C. Dutra,G,1,194,270,M,158269,EUR,696470400,G,1,1,False,15.0,6.0,12.0,3.0,0.0,3.0,4.0,3.0,11.0,2.0,2.0,8.0,3.0,1.0,1.0,90.0,22.0,7.3,9.0,0.00051537,0,0.3634,,,,,,,,,,,,,,,,,,,,,,,,,,
12514177,home,Boavista,Gonçalo Miguel,Gonçalo Miguel,Cardoso de Almeida,goncalo-almeida,G. Miguel,D,17,181,26,M,1517733,EUR,1052179200,D,35,35,False,35.0,26.0,6.0,3.0,0.0,12.0,12.0,14.0,23.0,1.0,2.0,4.0,,,,90.0,54.0,7.0,14.0,0.0181228,0,,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12514177,home,Boavista,Rodrigo Abascal,,,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,65.0,53.0,13.0,5.0,0.0,30.0,31.0,23.0,34.0,,,4.0,,,,90.0,76.0,7.4,13.0,0.0161369,1,,2.0,2.0,,,,,6.0,1.0,,,1.0,1.0,0.0448,0.084,,,,,,,,,,,,
12514177,home,Boavista,Filipe Ferreira,Filipe,Ferreira,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,False,57.0,44.0,8.0,3.0,0.0,28.0,34.0,16.0,29.0,,4.0,8.0,,,,90.0,73.0,7.1,20.0,0.00950121,0,,,3.0,1.0,2.0,2.0,,2.0,2.0,,,,,,,6.0,1.0,2.0,1.0,1.0,,,,,,,
12514177,home,Boavista,Augusto Dabo,,,dabo-augusto,A. Dabo,D,27,186,77,M,1394721,EUR,1079136000,D,25,25,False,35.0,24.0,1.0,,0.0,12.0,14.0,12.0,25.0,3.0,7.0,7.0,,,,76.0,71.0,7.0,28.0,0.00761622,1,,,3.0,,2.0,2.0,,3.0,,2.0,,,,0.0109,,4.0,3.0,2.0,1.0,,1.0,,,,,,
12514177,home,Boavista,Sebastián Pérez,,,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,24,24,False,50.0,41.0,2.0,1.0,0.0,24.0,26.0,17.0,24.0,2.0,8.0,3.0,,,,90.0,62.0,7.0,11.0,0.0116201,0,,1.0,3.0,,,,,1.0,1.0,,1.0,,,,,,1.0,3.0,1.0,1.0,,True,3.0,,,,
12514177,home,Boavista,Joel Silva,Joel Silva,,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,M,16,16,False,18.0,13.0,2.0,,0.0,8.0,8.0,5.0,10.0,1.0,6.0,4.0,,,,45.0,32.0,7.1,7.0,0.00701704,1,,1.0,2.0,,1.0,1.0,,,2.0,1.0,,,,0.0253,,,1.0,3.0,1.0,,,,1.0,1.0,,,
12514177,home,Boavista,Salvador Agra,,,salvador-agra,S. Agra,M,11,166,97,M,587416,EUR,689817600,M,7,7,False,22.0,17.0,2.0,1.0,0.0,9.0,10.0,9.0,16.0,,2.0,7.0,,,,90.0,39.0,6.7,12.0,0.110347,1,,2.0,5.0,,,,,1.0,,2.0,3.0,,,0.015,,4.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,
12514177,home,Boavista,Miguel Reisinho,,,miguel-reisinho,M. Reisinho,M,7,184,1041,M,892309,EUR,923616000,M,10,10,False,29.0,21.0,2.0,1.0,0.0,7.0,9.0,14.0,20.0,2.0,7.0,4.0,,,,90.0,46.0,7.3,9.0,0.0468041,5,,5.0,11.0,2.0,1.0,1.0,,2.0,1.0,,2.0,1.0,,0.2963,0.4406,,1.0,1.0,1.0,3.0,1.0,,3.0,3.0,,,
12514177,home,Boavista,Bruno Onyemaechi,,,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,M,70,70,False,35.0,23.0,1.0,,0.0,7.0,8.0,16.0,31.0,6.0,9.0,3.0,,,,90.0,66.0,6.6,25.0,0.0160777,0,,5.0,12.0,1.0,2.0,1.0,,2.0,2.0,4.0,,,,,,4.0,4.0,1.0,1.0,1.0,,,1.0,,,,
