match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,stat_interceptionWon,stat_wonTackle,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAShot,captain,stat_errorLeadToAGoal,stat_goodHighClaim,stat_clearanceOffLine,stat_hitWoodwork
12624999,away,Al Raed,Zakaria Hawsawi,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,1398854,EUR,979171200,D,12,12,False,13.0,8.0,2.0,1.0,0.0,4.0,4.0,4.0,10.0,1.0,1.0,,,,67.0,31.0,6.5,12.0,0,1.0,,1.0,2.0,5.0,6.0,1.0,,3.0,1.0,2.0,3.0,1.0,1.0,Zakaria Al Hawsawi,,,,,1.0,1.0,,,,,,,,,,,,
12624999,away,Al Raed,Mehdi Abeid,mehdi-abeid,M. Abeid,M,,180.0,913,M,73056,EUR,713059200,M,17,17,False,8.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,5.0,1.0,1.0,,,,45.0,13.0,6.3,4.0,0,,,2.0,,4.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,
12624999,away,Al Raed,Naif Hazzazi,naif-hazzazi,N. Hazzazi,M,88,176.0,9,M,818734,EUR,717811200,M,18,18,False,28.0,23.0,1.0,1.0,0.0,16.0,18.0,7.0,10.0,,3.0,,,,90.0,40.0,6.6,7.0,1,,,,1.0,3.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,4.0,1.0,,,,,,,,True,,,,
12624999,away,Al Raed,Mathias Normann,mathias-normann,M. Normann,M,12,179.0,189,M,565686,EUR,833241600,M,8,8,False,39.0,29.0,6.0,4.0,0.0,15.0,17.0,15.0,26.0,1.0,7.0,,,,90.0,59.0,6.0,19.0,3,4.0,1.0,,2.0,5.0,6.0,2.0,1.0,5.0,3.0,,2.0,1.0,,,,2.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,
12624999,away,Al Raed,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,F,7,7,False,36.0,27.0,4.0,2.0,0.0,10.0,10.0,17.0,27.0,,6.0,,,,81.0,58.0,6.9,19.0,2,1.0,,1.0,,8.0,6.0,,5.0,5.0,3.0,1.0,1.0,2.0,1.0,,,,,3.0,,,,1.0,,,1.0,,,,,,,
12624999,away,Al Raed,Saleh Al-Amri,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800,F,15,15,False,27.0,17.0,3.0,1.0,0.0,5.0,9.0,12.0,21.0,1.0,4.0,,,,81.0,55.0,7.5,18.0,3,3.0,,1.0,1.0,3.0,10.0,1.0,,4.0,3.0,1.0,3.0,5.0,,,,,1.0,1.0,1.0,,,2.0,,,1.0,,,,,,,1.0
12624999,away,Al Raed,Yahya Sunbul,sunbul-yahya,Y. Sunbul,M,45,166.0,9,M,958020,EUR,884131200,M,45,45,True,18.0,15.0,2.0,1.0,0.0,4.0,4.0,11.0,16.0,,4.0,,,,45.0,24.0,6.2,7.0,0,2.0,,,,6.0,1.0,3.0,,1.0,,1.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,
12624999,away,Al Raed,Nawaf Sahli,nawaf-sahli,N. Sahli,F,41,165.0,10,M,1429805,EUR,1052092800,F,41,41,True,11.0,11.0,,,0.0,8.0,8.0,3.0,3.0,,1.0,,,,23.0,16.0,6.5,1.0,0,,,1.0,2.0,4.0,3.0,2.0,1.0,,,,,1.0,,Nawaf Sahli,,,,,,,,,,,,,,,,,,
12624999,away,Al Raed,Omar Shami,omar-shami,O. Shami,M,15,,5,M,1835249,EUR,1080000000,M,25,25,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,9.0,4.0,6.2,3.0,0,,,,,1.0,,1.0,,,,,2.0,,,Omar Shami,,,,,,,,,,,,,,,,,,
12624999,away,Al Raed,Raed Al-Ghamdi,raed-al-ghamdi,R. Al-Ghamdi,F,,176.0,15,M,795468,EUR,768182400,F,9,9,True,1.0,,,,0.0,,1.0,,,,1.0,,,,9.0,2.0,6.3,2.0,0,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12624999,away,Al Raed,Anas Al Zahrani,anas-al-zahrani,A. A. Zahrani,M,42,183.0,5,M,1462375,EUR,1058313600,M,42,42,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,,,0,,,,,,,,,,,,,,,Anas Al Zahrani,,,,,,,,,,,,,,,,,,
12624999,away,Al Raed,Saleh Alohaymid,saleh-alohaymid,S. Alohaymid,G,22,181.0,14,M,881836,EUR,895708800,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624999,away,Al Raed,Thamer Al Khaibri,thamer-al-khaibri,T. A. Khaibri,F,90,187.0,70,M,1536875,EUR,1133568000,F,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Thamer Al Khaibri,,,,,,,,,,,,,,,,,,
12624999,away,Al Raed,Faisal Nahet,faisal-nahet,F. Nahet,F,,,2,M,1981305,EUR,1124668800,M,48,48,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Faisal Nahet,,,,,,,,,,,,,,,,,,
12624999,away,Al Raed,Bassam Hamoud,hamoud-bassam,H. Bassam,F,77,,12,M,1525043,EUR,1091577600,F,77,77,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Hamoud Bassam,,,,,,,,,,,,,,,,,,
