match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_totalCross,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_punches
12499749,home,Bayer 04 Leverkusen,Victor Okoh Boniface,victor-okoh-boniface,V. O. Boniface,F,22,193,28590,M,978521,EUR,977529600,F,22,22,False,,10.0,9.0,1.0,1.0,0.0,5.0,5.0,4.0,5.0,,1.0,4.0,,,45.0,15.0,7.3,3.0,0.00841508,1,,boniface_jrn,1.0,2.0,,1.0,1.0,,,,1.0,,,,,,2.0,,0.0481,,,1.0,1.0,0.0628,,,,,,,
12499749,home,Bayer 04 Leverkusen,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170,7661,M,783126,EUR,851472000,M,16,16,True,,22.0,16.0,1.0,,0.0,6.0,7.0,10.0,15.0,,3.0,3.0,,,26.0,26.0,6.7,6.0,0.0373531,2,,EM10Buendia,1.0,2.0,,1.0,1.0,,,,2.0,,1.0,,,,,,0.0702,1.0,,1.0,,0.1177,,,1.0,,,,
12499749,home,Bayer 04 Leverkusen,Patrik Schick,patrik-schick,P. Schick,F,14,191,10655,M,280609,EUR,822441600,F,14,14,True,,11.0,11.0,,,0.0,4.0,4.0,7.0,7.0,3.0,5.0,1.0,,,45.0,18.0,7.1,2.0,0.00784273,1,,p_shicky,2.0,2.0,,1.0,,1.0,,,1.0,,,,,,1.0,,0.1836,,,1.0,1.0,0.7475,,,,,,,
12499749,home,Bayer 04 Leverkusen,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2637,M,353130,EUR,803433600,D,5,5,True,,5.0,2.0,,,0.0,2.0,4.0,,1.0,,,1.0,,,22.0,8.0,6.7,3.0,5.836e-05,0,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
12499749,home,Bayer 04 Leverkusen,Arthur,arthur,Arthur,D,13,173,2973,M,1174761,EUR,1047859200,D,13,13,True,,4.0,2.0,1.0,,0.0,2.0,3.0,,1.0,1.0,2.0,2.0,,,12.0,7.0,6.5,2.0,1.098e-05,0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,Arthur,,
12499749,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,True,,3.0,2.0,,,0.0,1.0,2.0,1.0,1.0,,3.0,1.0,,,12.0,7.0,6.3,3.0,0.00029075,0,,exepalaciosok,,,1.0,,,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,
12499749,home,Bayer 04 Leverkusen,Matěj Kovář,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499749,home,Bayer 04 Leverkusen,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6333,M,780014,EUR,878342400,D,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499749,home,Bayer 04 Leverkusen,Kerim Alajbegović,kerim-alajbegovic,K. Alajbegović,F,27,185,4461,M,1425366,EUR,1190332800,F,47,47,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499749,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,M,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499749,away,TSG Hoffenheim,Luca Philipp,luca-philipp,L. Philipp,G,37,192,119,M,943550,EUR,975369600,G,37,37,False,,22.0,12.0,12.0,2.0,0.0,11.0,11.0,1.0,11.0,,,6.0,2.0,2.0,90.0,30.0,6.2,10.0,0.00019276,0,-0.7771,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
12499749,away,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,False,,53.0,44.0,6.0,1.0,0.0,27.0,30.0,17.0,26.0,1.0,4.0,7.0,,,90.0,77.0,6.6,16.0,0.0259973,1,,,,2.0,,,,5.0,,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,0.0532,1.0,,,,,,,,1.0,Arthur Chaves,,
12499749,away,TSG Hoffenheim,Robin Hranáč,robin-hranac,R. Hranáč,D,2,189,292,M,957615,EUR,949104000,D,2,2,False,,42.0,40.0,1.0,1.0,0.0,33.0,35.0,7.0,7.0,3.0,3.0,5.0,,,73.0,53.0,6.6,2.0,0.00540836,0,,,1.0,1.0,,,,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499749,away,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,True,99.0,93.0,8.0,4.0,0.0,44.0,46.0,50.0,55.0,,1.0,9.0,,,90.0,111.0,7.2,7.0,0.12707,1,,,1.0,6.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,2.0,1.0,,2.0,0.0154,2.0,,,,,1.0,,,,,,
12499749,away,TSG Hoffenheim,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,21,21,False,,23.0,20.0,1.0,1.0,0.0,5.0,7.0,15.0,18.0,,2.0,1.0,,,62.0,35.0,6.8,6.0,0.00668976,2,,,,4.0,,2.0,1.0,,,,,2.0,1.0,1.0,,,,3.0,0.1218,,,1.0,,0.0374,,,,,,,
12499749,away,TSG Hoffenheim,Dennis Geiger,dennis-geiger,D. Geiger,M,8,172,160,M,795004,EUR,897436800,M,8,8,False,,38.0,35.0,1.0,1.0,0.0,9.0,9.0,26.0,29.0,,2.0,,,,62.0,39.0,6.4,3.0,0.049029,0,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
12499749,away,TSG Hoffenheim,Finn Ole Becker,becker-finn-ole,F. O. Becker,M,25,177,144,M,979821,EUR,960422400,M,20,20,False,,66.0,61.0,3.0,1.0,0.0,23.0,24.0,38.0,43.0,,5.0,3.0,,,90.0,71.0,6.2,10.0,0.0327823,0,,,,,3.0,,,,,,,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,
12499749,away,TSG Hoffenheim,David Jurásek,david-jurasek,D. Jurásek,D,39,183,1517,M,1030711,EUR,965606400,M,19,19,False,,22.0,16.0,1.0,1.0,0.0,11.0,15.0,6.0,11.0,,2.0,4.0,,,62.0,40.0,6.7,12.0,0.262507,1,,,,,1.0,1.0,,1.0,,1.0,,4.0,,,,,1.0,,0.0099,1.0,,1.0,,0.0691,1.0,1.0,,,,,
12499749,away,TSG Hoffenheim,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3087,M,963801,EUR,1027555200,F,23,23,False,,31.0,26.0,,,0.0,6.0,6.0,20.0,25.0,3.0,4.0,6.0,,,90.0,44.0,7.1,7.0,0.686048,2,,ahlozek,,2.0,1.0,1.0,1.0,,,3.0,,,,2.0,,,1.0,1.0,0.048,1.0,,,,,,,,,,,
12499749,away,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,1129935,EUR,1119916800,F,7,7,False,,69.0,55.0,5.0,,0.0,11.0,16.0,47.0,59.0,1.0,9.0,2.0,,,90.0,91.0,7.4,18.0,0.264202,3,,,,7.0,1.0,1.0,1.0,1.0,,1.0,3.0,6.0,4.0,1.0,2.0,1.0,,4.0,0.0722,3.0,,1.0,,0.0405,3.0,,1.0,,,,
12499749,away,TSG Hoffenheim,Erencan Yardımcı,erencan-yardimci,E. Yardımcı,F,9,186,693,M,989168,EUR,1012780800,F,53,53,False,,12.0,8.0,,,0.0,5.0,6.0,3.0,6.0,5.0,6.0,1.0,,,84.0,22.0,6.4,7.0,0.00669925,2,,,2.0,5.0,1.0,,,,,,,,,2.0,1.0,1.0,2.0,2.0,0.6386,,1.0,,,,,,,,,,
12499749,away,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,True,,21.0,15.0,1.0,1.0,0.0,3.0,5.0,12.0,16.0,1.0,2.0,1.0,,,28.0,23.0,6.7,6.0,0.00815685,0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,,,,
12499749,away,TSG Hoffenheim,Hennes Behrens,hennes-behrens,H. Behrens,D,26,174,121,M,1864760,EUR,1106092800,M,40,40,True,,21.0,15.0,3.0,2.0,0.0,4.0,4.0,11.0,17.0,,,3.0,,,28.0,31.0,7.1,8.0,0.0236386,0,,,1.0,4.0,,1.0,1.0,,,2.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,Hennes Behrens,,
12499749,away,TSG Hoffenheim,Gift Orban,gift-orban,G. Orban,F,16,178,5532,M,1217613,EUR,1026864000,F,14,14,True,,5.0,3.0,,,0.0,2.0,2.0,1.0,3.0,2.0,3.0,,,,28.0,7.0,7.1,2.0,0.00014474,1,,giftorban,,,,,,,,,1.0,,,,,,,,0.896,,,1.0,1.0,0.6702,,,,,,,
12499749,away,TSG Hoffenheim,David Mokwa,david-mokwa,D. Mokwa,F,42,181,161,M,1432398,EUR,1083542400,F,52,52,True,,2.0,,,,0.0,,,,2.0,1.0,3.0,,,,17.0,6.0,7.0,3.0,,2,,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.2965,,,2.0,,1.0795,,,,,David Mokwa,,
12499749,away,TSG Hoffenheim,Alexander Prass,alexander-prass,A. Prass,M,22,180,665,M,978062,EUR,990835200,D,22,22,True,,5.0,3.0,,,0.0,,,3.0,6.0,,,1.0,,,12.0,9.0,6.9,4.0,0.00786638,1,,,,,,,,,,,,1.0,,,,,,,0.1063,,,1.0,,0.112,,,,,,,
12499749,away,TSG Hoffenheim,Tim Philipp,tim-philipp,T. Philipp,G,32,191,13,M,1864820,EUR,1135123200,G,56,56,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim Philipp,,
12499749,away,TSG Hoffenheim,Noah König,noah-konig,N. König,D,17,188,26,M,1120654,EUR,1053129600,D,43,43,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499749,away,TSG Hoffenheim,Florian Micheler,florian-micheler,F. Micheler,M,14,185,68,M,1149349,EUR,1116288000,M,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499749,away,TSG Hoffenheim,Luka Duric,luka-duric,L. Duric,M,48,181,76,M,2216257,EUR,1055894400,M,57,57,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
