match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,player_sofascoreId
13981438,home,Udinese,Răzvan Sava,razvan-sava,R. Sava,G,90,195,1061,M,1001997,EUR,1024617600,G,90,90,False,23.0,22.0,3.0,2.0,0.0,22.0,23.0,2.0,10.0,2.0,1.0,90.0,33.0,7.7,1.0,0.00012655,0.2923,0,-0.0405,0.02,0.01,-0.04,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981438,home,Udinese,Nicolò Bertola,nicolo-bertola,N. Bertola,D,13,185,508,M,1136399,EUR,1048377600,D,13,13,False,72.0,64.0,10.0,8.0,0.0,32.0,32.0,9.0,,,,90.0,87.0,7.0,9.0,0.0164958,,0,,0.31,0.13,-0.14,,32.0,40.0,1.0,4.0,3.0,5.0,5.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
13981438,home,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,71.0,66.0,9.0,7.0,0.0,38.0,38.0,11.0,4.0,,,90.0,91.0,8.7,8.0,0.0100752,,2,,0.23,0.21,0.2,,28.0,33.0,,1.0,7.0,2.0,9.0,,1.0,1.0,1.0,Thomas Kristensen,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2411,0.6042,0.51,,,,,,,,,,,,,
13981438,home,Udinese,Oumar Solet,oumar-solet,O. Solet,D,28,192,1946,M,892979,EUR,949881600,D,28,28,False,98.0,87.0,12.0,10.0,0.0,44.0,49.0,1.0,6.0,,,90.0,108.0,7.1,14.0,0.0368705,,2,,0.37,0.3,-0.23,,43.0,49.0,,2.0,2.0,6.0,4.0,1.0,,1.0,,,,,2.0,,,1.0,1.0,1.0,0.0502,,-0.24,1.0,2.0,1.0,1.0,,,,,,,,,
13981438,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,21.0,19.0,,,0.0,8.0,9.0,5.0,2.0,,,90.0,47.0,7.0,11.0,0.0386981,,0,,0.25,0.12,0.17,,11.0,12.0,5.0,,,3.0,5.0,,1.0,1.0,,,,,,,,2.0,2.0,2.0,,,,,,4.0,2.0,1.0,,,,,,,,
13981438,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,4,4,False,39.0,34.0,5.0,2.0,1.0,12.0,12.0,,3.0,,,61.0,55.0,7.4,11.0,0.423103,,1,,0.42,0.29,-0.01,,22.0,27.0,5.0,,1.0,4.0,4.0,1.0,,1.0,1.0,,,,,,,3.0,1.0,1.0,0.1067,,-0.5,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,
13981438,home,Udinese,Jesper Karlström,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,8,8,False,43.0,36.0,3.0,1.0,0.0,14.0,15.0,2.0,4.0,,,90.0,57.0,6.7,11.0,0.0232672,,0,,0.14,0.16,-0.1,,22.0,28.0,1.0,2.0,2.0,7.0,6.0,,1.0,1.0,,,,,,,,2.0,1.0,1.0,,,,2.0,1.0,2.0,1.0,,,,True,,,,,
13981438,home,Udinese,Arthur Atta,atta-arthur,A. Atta,M,14,189,2507,M,1444690,EUR,1042502400,M,14,14,False,36.0,31.0,2.0,1.0,0.0,7.0,7.0,1.0,3.0,,,90.0,64.0,6.5,16.0,0.0608505,,1,,0.03,0.06,-0.17,,24.0,29.0,1.0,1.0,1.0,13.0,10.0,,3.0,,2.0,,,1.0,,,,1.0,,2.0,0.0171,0.0915,0.0,3.0,7.0,8.0,6.0,1.0,,,,,,,,
13981438,home,Udinese,Jordan Zemura,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,M,33,33,False,22.0,17.0,2.0,,0.0,7.0,7.0,3.0,2.0,,,79.0,44.0,6.3,15.0,0.0122721,,1,,-0.12,0.11,-0.09,,10.0,15.0,5.0,1.0,1.0,4.0,3.0,,1.0,,1.0,,,,,,,1.0,1.0,,0.1015,,-0.53,1.0,,2.0,,,,1.0,,1.0,,,,
13981438,home,Udinese,Keinan Davis,keinan-davis,K. Davis,F,9,189,1417,M,830858,EUR,887328000,F,9,9,False,9.0,6.0,,,0.0,1.0,1.0,,1.0,,,74.0,17.0,6.8,4.0,0.110067,,3,,-0.14,0.17,0.0,,5.0,8.0,,,3.0,1.0,7.0,,3.0,1.0,1.0,,,2.0,,,,1.0,1.0,1.0,0.1258,0.0629,-0.53,,,,,,,1.0,,1.0,,,,
