match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_totalContest,stat_wasFouled,stat_totalCross,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_penaltyMiss,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded
10411704,home,Juventus,Mattia Perin,mattia-perin,M. Perin,G,1,188,3256,M,79645,EUR,721353600,G,36,36,False,21.0,16.0,8.0,3.0,15.0,16.0,1.0,5.0,4.0,1.0,1.0,90.0,25.0,6.2,5.0,0.0,0.0,0.00017955,0,-1.3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411704,home,Juventus,Bremer,bremer,Bremer,D,3,188,9433,M,885197,EUR,858643200,D,3,3,False,74.0,71.0,6.0,6.0,40.0,41.0,31.0,33.0,5.0,,,84.0,91.0,7.6,6.0,0.1467,0.1528,0.0082286,2,,,,Bremer,2.0,6.0,6.0,7.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10411704,home,Juventus,Leonardo Bonucci,leonardo-bonucci,L. Bonucci,D,19,190,2816,M,15444,EUR,546825600,D,19,19,False,40.0,38.0,1.0,,29.0,30.0,9.0,10.0,2.0,,,45.0,44.0,6.4,3.0,0.0,0.0,0.00373344,0,,,,bonuccileo,1.0,,3.0,2.0,,1.0,,,,,1.0,,2.0,1.0,,2.0,,True,,,,,,,,,,,,,,,,
10411704,home,Juventus,Danilo,danilo,Danilo,D,13,184,15175,M,124992,EUR,679536000,D,6,6,False,59.0,51.0,9.0,4.0,29.0,30.0,22.0,29.0,5.0,,,90.0,70.0,6.4,10.0,0.0,0.0,0.0149563,0,,,,Danilo,1.0,1.0,3.0,2.0,,1.0,,,,3.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
10411704,home,Juventus,Mattia De Sciglio,mattia-de-sciglio,M. De Sciglio,D,,183,1055,M,137667,EUR,719539200,M,2,2,False,37.0,33.0,3.0,1.0,17.0,17.0,16.0,21.0,2.0,,,87.0,50.0,6.4,7.0,0.0,0.0,0.00770049,0,,,,,1.0,1.0,3.0,4.0,2.0,,,,,,,1.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,
10411704,home,Juventus,Nicolò Fagioli,nicolo-fagioli,N. Fagioli,M,44,178,4280,M,901850,EUR,981936000,M,44,44,False,39.0,35.0,2.0,2.0,9.0,10.0,27.0,31.0,6.0,,,90.0,56.0,6.7,10.0,0.022,0.0,0.0827207,1,,,,nicolofagioli,1.0,,7.0,3.0,2.0,1.0,,1.0,,,,,,,2.0,2.0,2.0,,4.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,
10411704,home,Juventus,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,1087316,EUR,990489600,M,45,45,False,44.0,39.0,2.0,1.0,21.0,23.0,18.0,21.0,4.0,,,45.0,56.0,6.6,6.0,0.0233,0.0,0.00928752,1,,,,,,,5.0,3.0,2.0,,,,,2.0,,2.0,3.0,1.0,,2.0,,,1.0,,,,,,1.0,,,,,,,,,
10411704,home,Juventus,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,250737,EUR,796867200,M,25,25,False,51.0,42.0,6.0,5.0,16.0,16.0,26.0,36.0,5.0,,,90.0,65.0,8.1,12.0,0.7121,0.5451,0.0141229,3,,,,adrienrabiot_25,,3.0,5.0,6.0,3.0,1.0,2.0,,2.0,3.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,
10411704,home,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,126588,EUR,720576000,M,17,17,False,28.0,24.0,1.0,,9.0,11.0,18.0,32.0,3.0,,,90.0,61.0,7.3,19.0,0.071,0.0,0.470419,3,,,,filipkostic,,2.0,,3.0,,,,2.0,,1.0,,,,,3.0,,5.0,,1.0,,15.0,1.0,3.0,1.0,1.0,,1.0,,,,,,,
10411704,home,Juventus,Fabio Miretti,fabio-miretti,F. Miretti,M,21,179,3225,M,1010223,EUR,1059868800,F,20,20,False,21.0,17.0,1.0,,7.0,9.0,11.0,13.0,,,,73.0,33.0,7.2,7.0,0.0,0.0,0.243815,0,,,,,3.0,,5.0,4.0,1.0,1.0,,,,,,,1.0,,2.0,,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,
