match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,length,injury,description,reason,playerName,rescinded
10411704,FT,4.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
10411704,,4.0,2.0,,90,4.0,,1,,,goal,168339421.0,True,regular,1082406.0,Matías Soulé,,,,,,
10411704,,,,,90,0.0,,1,,,injuryTime,,,,,,5.0,,,,,
10411704,,,,,87,,,4,,,substitution,121624499.0,True,regular,,,,False,,,,
10411704,,,,,84,,,7,,,substitution,121624486.0,True,injury,,,,True,,,,
10411704,,,,,82,,,9,,,substitution,121624487.0,False,regular,,,,False,,,,
10411704,,,,,75,,,16,,,substitution,121624441.0,False,regular,,,,False,,,,
10411704,,,,,73,,,18,,,substitution,121624438.0,False,regular,,,,False,,,,
10411704,,,,,73,,,18,,,substitution,121624437.0,False,regular,,,,False,,,,
10411704,,,,,73,,,18,,,substitution,121624436.0,True,regular,,,,False,,,,
10411704,,,,,69,,,22,,,inGamePenalty,118417453.0,True,missed,832208.0,Dušan Vlahović,,,Woodwork,woodwork,,
10411704,,3.0,2.0,,64,,,27,,,goal,168339224.0,True,regular,250737.0,Adrien Rabiot,,,,,,
10411704,,,,,58,,,33,,,card,120661768.0,True,yellow,901850.0,Nicolò Fagioli,,,,Foul,Nicolò Fagioli,False
10411704,,,,,46,,,45,,,substitution,121624351.0,True,regular,,,,False,,,,
10411704,,,,,46,,,45,,,substitution,121624350.0,True,regular,,,,False,,,,
10411704,HT,2.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
10411704,,,,,45,0.0,,1,,,injuryTime,,,,,,1.0,,,,,
10411704,,,,,39,,,7,,,card,120661674.0,False,yellow,46798.0,Tomás Rincón,,,,Foul,Tomás Rincón,False
10411704,,2.0,2.0,,32,,,14,,,goal,168338908.0,False,regular,69367.0,Filip Đuričić,,,,,,
10411704,,2.0,1.0,,31,,,15,,,goal,168338900.0,False,regular,596736.0,Tommaso Augello,,,,,,
10411704,,2.0,0.0,,26,,,20,,,goal,168338836.0,True,regular,250737.0,Adrien Rabiot,,,,,,
10411704,,1.0,0.0,,11,,,35,,,goal,168338684.0,True,regular,885197.0,Bremer,,,,,,
