match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalContest,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_hitWoodwork
12501533,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,32.0,31.0,4.0,3.0,0.0,30.0,31.0,1.0,1.0,8.0,1.0,1.0,90.0,33.0,6.4,1.0,0.00030736,0,-0.7971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501533,home,Udinese,Thomas Kristensen,Thomas Kristensen,,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,62.0,49.0,4.0,1.0,0.0,29.0,35.0,20.0,27.0,1.0,,,90.0,71.0,6.1,17.0,0.0120902,0,,1.0,4.0,8.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12501533,home,Udinese,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,39.0,36.0,4.0,3.0,0.0,22.0,22.0,14.0,17.0,2.0,,,45.0,43.0,6.6,4.0,0.00557954,0,,,,3.0,,1.0,,1.0,,,,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12501533,home,Udinese,Oumar Solet,,,oumar-solet,O. Solet,D,28,192,1946,M,892979,EUR,949881600,D,28,28,False,80.0,77.0,5.0,4.0,0.0,45.0,45.0,33.0,39.0,6.0,,,90.0,91.0,7.0,7.0,0.163637,1,,1.0,,3.0,3.0,1.0,1.0,,1.0,,,,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0345,0.1105,1.0,,,,,,,,,,,,,,
12501533,home,Udinese,Rui Modesto,,,rui-modesto,R. Modesto,M,18,181,693,M,1068286,EUR,939254400,M,77,77,False,42.0,35.0,7.0,4.0,0.0,10.0,11.0,27.0,36.0,4.0,,,90.0,63.0,7.4,14.0,0.0693631,1,,1.0,1.0,2.0,3.0,1.0,,,1.0,1.0,1.0,,,1.0,,5.0,2.0,1.0,,,0.0747,,5.0,1.0,,,,,,,,,,,,,
12501533,home,Udinese,Martín Payero,,,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,5,5,False,23.0,20.0,2.0,1.0,0.0,1.0,1.0,19.0,24.0,7.0,,,63.0,43.0,7.4,9.0,0.0532964,3,,,,6.0,5.0,,,,1.0,1.0,1.0,5.0,,5.0,2.0,2.0,,3.0,,1.0,0.1022,,1.0,2.0,1.0,,,,,,,,,,,,
12501533,home,Udinese,Jesper Karlström,,,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,25,25,False,56.0,51.0,10.0,9.0,1.0,16.0,16.0,36.0,42.0,4.0,,,90.0,66.0,7.3,10.0,0.134051,0,,,1.0,4.0,4.0,,2.0,,3.0,2.0,2.0,2.0,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,
12501533,home,Udinese,Hassane Kamara,,,hassane-kamara,H. Kamara,M,11,168,1023,M,351434,EUR,762825600,M,11,11,False,47.0,42.0,2.0,,0.0,15.0,15.0,29.0,42.0,2.0,,,90.0,73.0,6.8,17.0,0.0673772,2,,,2.0,3.0,3.0,,2.0,2.0,1.0,,,1.0,,,,10.0,2.0,,,,0.1187,,2.0,1.0,1.0,,,,,,,,,,,,
12501533,home,Udinese,Arthur Atta,,,atta-arthur,A. Atta,M,14,189,2507,M,1444690,EUR,1042502400,F,14,14,False,48.0,40.0,3.0,2.0,0.0,19.0,19.0,22.0,31.0,4.0,,,75.0,58.0,6.9,12.0,0.0290093,2,,,1.0,3.0,3.0,,,,1.0,1.0,2.0,2.0,,2.0,,2.0,1.0,1.0,,,0.1129,,2.0,,2.0,,,,,,,,,,,,
12501533,home,Udinese,Oier Zarraga,,,oier-zarraga,O. Zarraga,M,6,175,217,M,1009661,EUR,915408000,F,6,6,False,17.0,15.0,1.0,,0.0,3.0,3.0,12.0,14.0,1.0,,,45.0,20.0,6.8,2.0,0.0161302,1,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,0.0453,,,1.0,,,,,,,,,,,,,
