match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_accurateCross,stat_shotOffTarget,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_totalOffside,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_goals
13473374,home,Internacional,Anthoni,Anthoni,,anthoni,Anthoni,G,12,191,615,M,1106134,EUR,1011744000,G,24,24,False,25.0,21.0,7.0,3.0,0.0,19.0,20.0,2.0,5.0,3.0,3.0,2.0,5.0,1.0,2.0,3.0,2.0,90.0,33.0,7.1,4.0,0.00024716,0,0.0786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473374,home,Internacional,Braian Aguirre,Brian Aguirre,,braian-aguirre,B. Aguirre,D,35,174,797,M,1084963,EUR,964742400,D,35,35,False,38.0,30.0,10.0,8.0,0.0,17.0,21.0,13.0,17.0,1.0,4.0,3.0,3.0,,,,,79.0,59.0,6.9,12.0,0.014468,0,,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13473374,home,Internacional,Agustín Rogel,,,agustin-rogel,A. Rogel,D,3,190,476,M,875293,EUR,877046400,D,3,3,False,53.0,49.0,9.0,6.0,0.0,34.0,35.0,15.0,18.0,1.0,3.0,6.0,4.0,,,,,90.0,63.0,7.1,4.0,0.00834589,0,,,3.0,,,,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
13473374,home,Internacional,Vitão,,,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,4,4,False,81.0,79.0,8.0,7.0,0.0,47.0,48.0,32.0,33.0,2.0,2.0,6.0,6.0,,,,,90.0,93.0,7.4,2.0,0.0160494,0,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
13473374,home,Internacional,Alexandro Bernabei,,,alexandro-bernabei,A. Bernabei,D,26,169,2144,M,989200,EUR,969753600,D,26,26,False,66.0,54.0,6.0,4.0,0.0,26.0,29.0,28.0,37.0,,11.0,2.0,8.0,3.0,,,,90.0,111.0,7.0,26.0,0.133482,1,,8.0,13.0,3.0,9.0,5.0,3.0,2.0,,2.0,3.0,4.0,3.0,1.0,1.0,2.0,0.0164,3.0,,,,,,,,,,,,,,
13473374,home,Internacional,Bruno Henrique,,,bruno-henrique,B. Henrique,M,8,180,899,M,345113,EUR,624931200,M,8,8,False,36.0,35.0,2.0,2.0,0.0,21.0,21.0,14.0,15.0,1.0,3.0,,3.0,1.0,,,,70.0,45.0,6.9,5.0,0.177243,0,,1.0,,,,,1.0,,,,1.0,,,,,3.0,,1.0,,,,,,,,,,,,,,
13473374,home,Internacional,Fernando,,,fernando-reges,Fernando,M,,183,1104,M,41837,EUR,554169600,M,5,5,False,74.0,68.0,5.0,3.0,0.0,32.0,33.0,36.0,41.0,1.0,2.0,,2.0,,,,,79.0,79.0,7.1,7.0,0.0211991,0,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,
13473374,home,Internacional,Vitinho,,,vitinho,Vitinho,M,28,181,1064,M,982405,EUR,922924800,M,28,28,False,23.0,19.0,,,0.0,7.0,7.0,12.0,16.0,2.0,7.0,,,3.0,,,,70.0,35.0,6.7,8.0,0.00408613,0,,,4.0,,1.0,,2.0,1.0,1.0,1.0,,2.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,
13473374,home,Internacional,Alan Patrick,,,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,59.0,52.0,3.0,3.0,0.0,15.0,17.0,37.0,42.0,1.0,6.0,,4.0,2.0,,,,90.0,76.0,7.3,14.0,0.284782,1,,3.0,6.0,1.0,2.0,,3.0,1.0,,,3.0,,2.0,,,2.0,0.1095,1.0,2.0,,True,1.0,1.0,,,,,,,,,
13473374,home,Internacional,Bruno Tabata,,,bruno-tabata,B. Tabata,M,17,175,1114,M,845433,EUR,859680000,M,17,17,False,32.0,22.0,,,0.0,11.0,15.0,11.0,17.0,,5.0,,4.0,2.0,,,,60.0,48.0,6.8,17.0,0.0356023,0,,3.0,5.0,1.0,2.0,1.0,2.0,,,1.0,2.0,3.0,,,,2.0,,,1.0,,,,,,,,,,,,,
