match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_goals,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_wonContest,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_lastManTackle
11352395,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,39.0,24.0,31.0,17.0,9.0,15.0,15.0,24.0,1.0,4.0,1.0,4.0,1.0,1.0,90.0,44.0,7.3,15.0,0.0184157,0,-0.1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352395,home,Everton,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183,614,M,,754698,EUR,884822400,D,22,22,False,23.0,12.0,6.0,2.0,2.0,5.0,10.0,19.0,4.0,3.0,,,,,75.0,58.0,6.8,18.0,0.00947675,2,,1.0,2.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.1692,0.0843,,,,,,,,,,,,,,,,,,,
11352395,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,47.0,35.0,10.0,6.0,17.0,20.0,18.0,28.0,4.0,8.0,,,,,90.0,65.0,7.4,18.0,0.381779,0,,1.0,2.0,5.0,4.0,6.0,1.0,,,,3.0,1.0,,2.0,,,,True,1.0,1.0,3.0,,,,,,,,,,,,,,,
11352395,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,37.0,31.0,6.0,3.0,22.0,25.0,9.0,12.0,1.0,6.0,,,,,90.0,43.0,7.3,6.0,0.031707,1,,,,3.0,1.0,3.0,,,,1.0,2.0,,,,1.0,0.8612,0.9652,,,1.0,,1.0,,,,,,,,,,,,,,
11352395,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,32.0,21.0,5.0,3.0,9.0,11.0,13.0,24.0,1.0,4.0,,,,,90.0,61.0,6.9,18.0,0.014154,0,,3.0,,3.0,2.0,8.0,1.0,,,,2.0,4.0,2.0,3.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11352395,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,M,18,18,False,23.0,19.0,,,5.0,5.0,16.0,29.0,,5.0,,,,,80.0,45.0,7.0,17.0,0.140755,0,,11.0,,1.0,3.0,5.0,2.0,2.0,,,,1.0,1.0,2.0,,,,,,1.0,2.0,,2.0,,,1.0,2.0,,,,,,,,,
11352395,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,34.0,29.0,3.0,1.0,12.0,14.0,17.0,20.0,,14.0,,,,,90.0,60.0,7.4,10.0,0.0134101,2,,,,2.0,5.0,11.0,1.0,1.0,,,6.0,7.0,5.0,1.0,,0.0635,,,,2.0,,,,1.0,,2.0,,2.0,,,,,,,,
11352395,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,45.0,37.0,9.0,7.0,10.0,11.0,28.0,37.0,,11.0,,,,,90.0,68.0,7.6,13.0,0.163864,0,,3.0,,1.0,6.0,9.0,2.0,2.0,,,1.0,4.0,2.0,1.0,,,,,,1.0,2.0,,1.0,3.0,,2.0,2.0,,,,,,,,,
11352395,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,18.0,11.0,3.0,2.0,2.0,3.0,12.0,27.0,2.0,6.0,,,,,85.0,45.0,7.1,19.0,0.0619901,1,,12.0,,,6.0,6.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,0.027,,,,,2.0,,3.0,3.0,,4.0,1.0,,Dwight,McNeil,,,,,,
11352395,home,Everton,Jack Harrison,jack-harrison,J. Harrison,M,17,175,1145,M,,829570,EUR,848448000,F,11,11,False,19.0,15.0,,,4.0,5.0,11.0,18.0,,3.0,,,,,90.0,40.0,7.4,13.0,0.0926086,2,,4.0,1.0,1.0,6.0,6.0,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,,0.8898,0.9623,,,,,1.0,,1.0,,2.0,2.0,,,,,,,,,
11352395,home,Everton,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,CalvertLewin14,372344,EUR,858470400,F,9,9,False,16.0,10.0,,,3.0,4.0,7.0,12.0,1.0,2.0,,,,,85.0,34.0,7.0,14.0,0.00780558,5,,,5.0,4.0,7.0,5.0,2.0,,3.0,1.0,,1.0,,6.0,1.0,0.8993,,,1.0,,1.0,,,,,,,1.0,,,1.0,1.0,,,,
11352395,home,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177,893,M,,76632,EUR,592531200,D,23,23,True,6.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,,1.0,,,,,15.0,14.0,6.5,8.0,0.0004223,0,,,1.0,,2.0,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11352395,home,Everton,Youssef Chermiti,youssef-chermiti,Y. Chermiti,F,9,192,1739,M,,1145627,EUR,1085356800,F,28,28,True,3.0,2.0,,,,1.0,2.0,2.0,,1.0,,,,,10.0,4.0,6.2,1.0,0.00123855,1,,,1.0,,1.0,,,,,1.0,,,,,1.0,0.2868,0.2153,,,,,,,,,,,,,,,1.0,,,,
11352395,home,Everton,Lewis Dobbin,lewis-dobbin,L. Dobbin,F,17,175,462,M,,998832,EUR,1041552000,F,61,61,True,5.0,3.0,1.0,,1.0,3.0,3.0,3.0,,4.0,,,,,15.0,11.0,7.0,4.0,0.0750111,0,,1.0,,,2.0,3.0,,2.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,
11352395,home,Everton,Beto,beto,Beto,F,9,194,3398,M,,987489,EUR,886204800,F,14,14,True,,,,,,,,,,,,,,,15.0,2.0,6.5,,,0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,
11352395,home,Everton,João Virgínia,joao-virginia,J. Virgínia,G,12,191,815,M,,930666,EUR,939513600,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,João,Virgínia,,,,,,
