match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_unsuccessfulTouch,stat_outfielderBlock,stat_keyPass,stat_clearanceOffLine,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_goodHighClaim,stat_bigChanceMissed
11067579,home,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,True,25.0,15.0,14.0,4.0,13.0,14.0,2.0,11.0,1.0,1.0,1.0,6.0,1.0,2.0,62.0,32.0,7.0,10.0,0.0,0.0,0.00019635,0,0.1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067579,home,Santos,João Lucas,joao-lucas,J. Lucas,D,2,181,682,M,981019,EUR,889401600,D,13,13,False,,24.0,14.0,5.0,1.0,7.0,8.0,8.0,19.0,6.0,1.0,1.0,5.0,,,86.0,49.0,6.8,17.0,0.0193,0.0,0.0394028,1,,3.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,
11067579,home,Santos,Joaquim,joaquim,Joaquim,D,28,187,860,M,1047740,EUR,914803200,D,28,28,False,,33.0,22.0,9.0,2.0,19.0,25.0,3.0,8.0,4.0,,,4.0,,,90.0,49.0,6.6,12.0,0.0,0.0,0.00190656,0,,,,3.0,,,8.0,3.0,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,
11067579,home,Santos,Messias,messias,Messias,D,4,192,220,M,839765,EUR,783820800,D,24,24,False,,32.0,24.0,3.0,,22.0,25.0,2.0,7.0,6.0,,,4.0,,,90.0,42.0,6.8,8.0,0.0,0.0,0.00337223,0,,,,4.0,,,5.0,,1.0,1.0,1.0,3.0,,,1.0,4.0,,3.0,,,,,,,,,,,,
11067579,home,Santos,Dodô,dodo,Dodô,D,,177,222,M,108481,EUR,697334400,D,16,16,False,,23.0,21.0,2.0,1.0,15.0,16.0,6.0,7.0,3.0,1.0,1.0,5.0,,,72.0,38.0,6.9,4.0,0.0,0.0,0.00266313,0,,,,2.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11067579,home,Santos,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,19,19,False,,16.0,13.0,,,5.0,5.0,8.0,12.0,6.0,1.0,1.0,2.0,,,90.0,29.0,7.2,4.0,0.0539,0.0,0.0143149,1,,1.0,,2.0,,1.0,,4.0,3.0,2.0,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,
11067579,home,Santos,Rodrigo Fernández,rodrigo-fernandez,R. Fernández,M,5,172,285,M,877599,EUR,820627200,M,14,14,False,,32.0,22.0,8.0,2.0,10.0,12.0,12.0,20.0,3.0,1.0,,6.0,,,90.0,44.0,6.8,11.0,0.0,0.0,0.00822085,0,,,,10.0,4.0,,,3.0,3.0,3.0,,4.0,,,1.0,,,2.0,,1.0,,,,,,,,,,
11067579,home,Santos,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,8,8,False,,21.0,16.0,4.0,2.0,9.0,11.0,7.0,10.0,5.0,1.0,1.0,5.0,,,72.0,36.0,7.2,12.0,0.0,0.0,0.113975,0,,,,6.0,,,,2.0,1.0,,3.0,2.0,,,1.0,,4.0,,1.0,,1.0,3.0,1.0,,,,,,,
11067579,home,Santos,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,F,23,23,False,,21.0,16.0,8.0,5.0,6.0,7.0,10.0,17.0,4.0,,,5.0,,,90.0,36.0,7.2,10.0,0.0,0.0,0.38171,0,,3.0,,11.0,5.0,,1.0,,1.0,,2.0,3.0,,,3.0,1.0,2.0,,3.0,,1.0,,1.0,1.0,,,,,,
11067579,home,Santos,Marcos Leonardo,marcos-leonardo,M. Leonardo,F,9,177,22653,M,1047227,EUR,1051833600,F,9,9,False,,12.0,8.0,1.0,1.0,2.0,2.0,6.0,10.0,5.0,3.0,2.0,1.0,,,86.0,27.0,8.5,8.0,0.7753,1.3336,0.0134097,2,,,,10.0,,,2.0,,,,2.0,2.0,,,7.0,1.0,2.0,1.0,1.0,,,,,,marcosleonardo09,2.0,2.0,,,
11067579,home,Santos,Stiven Mendoza,steven-mendoza,S. Mendoza,M,7,171,1016,M,354510,EUR,709603200,F,20,20,False,,28.0,19.0,3.0,1.0,4.0,5.0,16.0,24.0,7.0,2.0,2.0,6.0,,,90.0,48.0,6.9,13.0,0.0598,0.0,0.026481,3,,1.0,1.0,4.0,2.0,1.0,,1.0,1.0,,4.0,2.0,,,,,4.0,,1.0,,,,,,,,,2.0,,
11067579,home,Santos,Vladimir,vladimir,Vladimir,G,1,191,198,M,124996,EUR,616550400,G,1,1,True,,7.0,2.0,5.0,,2.0,2.0,,5.0,,,,3.0,1.0,2.0,28.0,11.0,6.1,5.0,0.0,0.0,6.58e-06,0,-0.6329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067579,home,Santos,Gabriel Inocêncio,gabriel-inocencio,Gabriel Inocêncio,D,6,175,95,M,1047680,EUR,777340800,D,12,12,True,,5.0,4.0,,,1.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,,,18.0,15.0,6.3,5.0,0.0,0.0,0.00174725,0,,1.0,,1.0,,,1.0,,2.0,1.0,,,Gabriel Inocêncio,,,,2.0,,,,,,,,,,,,,
11067579,home,Santos,Luan Dias,luan-dias,Luan Dias,F,97,181,106,M,1016887,EUR,870307200,F,97,97,True,,7.0,7.0,,,3.0,3.0,4.0,4.0,5.0,1.0,,3.0,,,18.0,16.0,6.6,2.0,0.0,0.0,0.00288456,0,,,,3.0,1.0,,,,3.0,2.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,
11067579,home,Santos,Alex Nascimento,alex-nascimento,A. Nascimento,D,44,189,235,M,931556,EUR,926294400,D,31,31,True,,3.0,2.0,,,2.0,2.0,,1.0,2.0,1.0,1.0,,,,15.0,6.0,6.1,2.0,0.0,0.0,2.528e-05,0,,,,4.0,,,,,,,,1.0,,,2.0,1.0,,,,,,1.0,,,,,,,,
11067579,home,Santos,Deivid Washington,deivid-washington,D. Washington,F,36,186,6765,M,1485371,EUR,1117929600,F,36,36,True,,5.0,3.0,,,1.0,2.0,2.0,3.0,,,,1.0,,,15.0,9.0,6.5,2.0,0.0,0.0,0.00036032,0,,,,2.0,,,1.0,,,,,,Deivid Washington,,2.0,,,,,,,,,,deividwashington_,,,,,
11067579,home,Santos,Luiz Felipe,luiz-felipe,Luiz Felipe,D,3,187,139,M,831993,EUR,747532800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067579,home,Santos,Kevyson,kevyson,Kevyson,D,38,174,451,M,1389980,EUR,1080518400,D,38,38,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,Kevyson,,,,,,,,,,,,,,,,,
11067579,home,Santos,Sandry,sandry,Sandry,M,8,173,517,M,973847,EUR,1030665600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067579,home,Santos,Guilherme Camacho,guilherme-camacho,G. Camacho,M,5,180,154,M,76444,EUR,636336000,M,29,29,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067579,home,Santos,Weslley Patati,weslley-patati,W. Patati,M,7,167,1129,M,1148468,EUR,1064966400,F,43,43,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067579,home,Santos,Lucas Braga,lucas-braga,L. Braga,M,22,184,437,M,934801,EUR,847584000,F,30,30,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067579,home,Santos,Miguelito,miguel-terceros,Miguelito,M,30,177,8050,M,1159656,EUR,1082851200,M,47,47,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,Miguel,Terceros,,,,,,,,,,,,,,,,
11067579,away,Botafogo,Lucas Perri,lucas-perri,L. Perri,G,1,196,3423,M,871290,EUR,881712000,G,12,12,False,,17.0,17.0,1.0,1.0,16.0,16.0,1.0,1.0,,,,8.0,,,90.0,25.0,6.0,1.0,0.0,0.0,0.00073903,0,-0.6664,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
11067579,away,Botafogo,Leonel Di Plácido,leonel-di-placido,L. Di Plácido,D,24,173,273,M,546338,EUR,759715200,D,24,24,False,,24.0,20.0,3.0,2.0,7.0,8.0,14.0,22.0,1.0,,,2.0,,,83.0,46.0,6.2,11.0,0.0,0.0,0.0368258,0,,6.0,1.0,5.0,2.0,,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,
11067579,away,Botafogo,Adryelson,adryelson,Adryelson,D,34,184,1086,M,795261,EUR,890611200,D,34,34,False,,68.0,57.0,4.0,,45.0,49.0,12.0,19.0,6.0,,,4.0,,,90.0,75.0,6.7,12.0,0.0182,0.2442,0.00419019,1,,,,6.0,2.0,,2.0,1.0,,,1.0,1.0,,,3.0,5.0,1.0,,,,,,,,,1.0,1.0,,,
11067579,away,Botafogo,Philipe Sampaio,philipe-sampaio,P. Sampaio,D,,191,349,M,588996,EUR,784512000,D,94,94,False,,70.0,61.0,5.0,3.0,44.0,46.0,17.0,24.0,9.0,,,2.0,,,90.0,83.0,6.8,10.0,0.1093,0.0,0.00553867,1,,,,1.0,,1.0,5.0,1.0,2.0,1.0,2.0,1.0,,,,5.0,1.0,,,,,,,,,,,,,1.0
11067579,away,Botafogo,Marçal,marcal,Marçal,D,21,178,1062,M,143593,EUR,603849600,D,21,21,False,True,57.0,43.0,9.0,5.0,18.0,24.0,30.0,46.0,8.0,1.0,1.0,6.0,,,90.0,89.0,7.5,22.0,0.0,0.0,0.147119,0,,13.0,5.0,6.0,1.0,,1.0,,1.0,,3.0,3.0,,,2.0,4.0,,1.0,4.0,,1.0,,,,,,,,,
11067579,away,Botafogo,Danilo Barbosa,danilo-barbosa,D. Barbosa,M,5,182,801,M,330063,EUR,825465600,M,5,5,False,,39.0,28.0,3.0,1.0,11.0,13.0,17.0,26.0,5.0,2.0,2.0,3.0,,,66.0,49.0,6.8,12.0,0.0,0.0,0.0385871,0,,,,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,
11067579,away,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,,91.0,76.0,8.0,5.0,36.0,39.0,40.0,52.0,4.0,1.0,1.0,7.0,,,90.0,99.0,7.0,17.0,0.0474,0.0,0.143624,1,,,,6.0,2.0,,1.0,2.0,,,1.0,2.0,,,2.0,2.0,2.0,,3.0,,,,,,,,,1.0,,
11067579,away,Botafogo,Júnior Santos,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,M,37,37,False,,16.0,12.0,,,6.0,8.0,6.0,8.0,2.0,4.0,1.0,5.0,,,45.0,29.0,6.4,11.0,0.0355,0.0,0.0119585,2,,,,4.0,,1.0,,,,,,1.0,,,,1.0,3.0,,,,,,,,,,,1.0,,
11067579,away,Botafogo,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,False,,26.0,21.0,3.0,1.0,9.0,10.0,12.0,16.0,3.0,1.0,1.0,1.0,,,83.0,33.0,6.3,7.0,0.0429,0.0,0.0206708,1,,,,2.0,1.0,,,,,,2.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,
11067579,away,Botafogo,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6186,M,977679,EUR,1008288000,M,11,11,False,,16.0,12.0,,,4.0,4.0,9.0,13.0,2.0,2.0,2.0,1.0,,,42.0,23.0,6.7,6.0,0.0134,0.0,0.010498,1,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,
11067579,away,Botafogo,Tiquinho Soares,tiquinho-soares,Tiquinho,F,9,187,4683,M,789100,EUR,664070400,F,9,9,False,,19.0,13.0,2.0,,3.0,3.0,10.0,16.0,14.0,4.0,4.0,3.0,,,90.0,46.0,7.8,14.0,0.5667,0.973,0.0744858,6,,,,8.0,,2.0,1.0,,,,6.0,2.0,,,2.0,4.0,4.0,,,,,4.0,,,tiquinho_soares_29,2.0,1.0,2.0,,
11067579,away,Botafogo,Victor Sá,victor-sa,Victor Sá,M,7,178,521,M,799634,EUR,764726400,F,7,7,True,,17.0,15.0,,,7.0,7.0,9.0,12.0,5.0,5.0,2.0,3.0,,,48.0,35.0,7.3,8.0,0.1458,0.2911,0.35593,4,,2.0,1.0,6.0,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,2.0,,,2.0,,,,3.0,,,,
11067579,away,Botafogo,Matías Segovia,matias-segovia,Matías Segovia,M,77,165,1705,M,988622,EUR,1041638400,M,19,19,True,,19.0,14.0,,,6.0,9.0,8.0,10.0,4.0,2.0,1.0,5.0,,,45.0,24.0,6.5,6.0,0.0,0.0,0.00809773,0,,,,4.0,1.0,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11067579,away,Botafogo,Janderson,janderson,Janderson,F,39,189,658,M,1462989,EUR,925948800,F,39,39,True,,7.0,5.0,,,3.0,3.0,3.0,8.0,1.0,1.0,,3.0,,,24.0,15.0,7.0,7.0,0.0,0.0,0.277321,0,,4.0,1.0,4.0,1.0,,,,,,1.0,1.0,Janderson,,1.0,,1.0,,2.0,,1.0,,1.0,,,,,,,
