match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_totalCross,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_goals,stat_hitWoodwork
10665986,home,Al Adalah,Milan Mijatović,,,milan-mijatovic,M. Mijatović,G,1,192,102,M,55655,EUR,554256000,G,1,1,False,18.0,11.0,12.0,6.0,5.0,7.0,6.0,11.0,1.0,1.0,10.0,2.0,4.0,90.0,32.0,6.5,10.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665986,home,Al Adalah,Fahd Mohammed Al-Harbi,,,fahd-mohammed-al-harbi,F. M. Al-Harbi,D,12,182,14,M,974013,EUR,856828800,D,3,3,False,30.0,24.0,4.0,,14.0,17.0,10.0,13.0,7.0,1.0,2.0,,,90.0,42.0,6.7,6.0,,1,3.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,
10665986,home,Al Adalah,Murtadh Al-Barrih,Murtadh,Al-Barrih,murtadh-al-barrih,M. Al-Barrih,D,5,180,1,M,847232,EUR,647568000,D,5,5,False,17.0,14.0,3.0,,13.0,13.0,1.0,4.0,2.0,,3.0,,,65.0,20.0,6.1,3.0,,1,1.0,2.0,3.0,,,,,,,1.0,1.0,1.0,1.0,True,1.0,,,,,,,,,,,,
10665986,home,Al Adalah,Mikael Dyrestam,,,mikael-dyrestam,M. Dyrestam,D,6,185,84,M,49190,EUR,692323200,D,4,4,False,37.0,30.0,3.0,1.0,21.0,24.0,9.0,13.0,3.0,,8.0,,,90.0,49.0,6.5,8.0,,1,1.0,2.0,3.0,,,,,,3.0,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,
10665986,home,Al Adalah,Abdulaziz Aljamman,Abdulaziz,Aljamman,abdulaziz-aljamman,A. Aljamman,D,29,176,2,M,880822,EUR,823132800,M,11,11,False,18.0,9.0,3.0,1.0,1.0,2.0,8.0,20.0,3.0,,2.0,,,90.0,42.0,6.7,20.0,1.0,1,,,4.0,3.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,3.0,4.0,1.0,1.0,1.0,,,,,,
10665986,home,Al Adalah,Edson,,,edson,Edson,D,3,183,68,M,578420,EUR,678326400,M,19,19,False,32.0,25.0,4.0,2.0,10.0,11.0,15.0,22.0,7.0,1.0,6.0,,,90.0,54.0,7.4,11.0,1.0,3,2.0,9.0,16.0,1.0,,2.0,,,2.0,3.0,2.0,4.0,2.0,,1.0,,1.0,1.0,1.0,,2.0,,,,,,
10665986,home,Al Adalah,Hassan Al-Habib,,,hassan-al-habib,H. Al-Habib,M,15,183,6,M,847228,EUR,779500800,M,24,24,False,24.0,15.0,5.0,1.0,7.0,10.0,8.0,14.0,6.0,,4.0,,,65.0,34.0,6.2,12.0,,1,1.0,,4.0,,,,,,1.0,2.0,2.0,2.0,3.0,,1.0,,,,2.0,,,,,,,,
10665986,home,Al Adalah,Mohammed Al Oufi,Mohammed Al Oufi,,mohammed-al-oufi,M. A. Oufi,D,23,168,14,M,1050350,EUR,1028764800,M,23,23,False,30.0,22.0,2.0,2.0,6.0,7.0,18.0,32.0,4.0,,4.0,,,90.0,71.0,7.2,22.0,3.0,1,,,6.0,2.0,1.0,1.0,1.0,,1.0,5.0,3.0,,1.0,,,,2.0,9.0,2.0,,,2.0,,,,,
10665986,home,Al Adalah,Anderson Plata,,,anderson-plata,A. Plata,M,7,172,58,M,590374,EUR,658022400,F,71,71,False,15.0,11.0,,,1.0,1.0,11.0,18.0,7.0,,5.0,,,87.0,33.0,6.6,13.0,2.0,1,1.0,2.0,4.0,5.0,1.0,,,,,1.0,1.0,,,,,1.0,,4.0,2.0,1.0,,1.0,,,,,
10665986,home,Al Adalah,Lautaro Palacios,,,lautaro-palacios,L. Palacios,F,9,177,76,M,986637,EUR,804384000,F,9,9,False,14.0,10.0,1.0,1.0,3.0,3.0,7.0,11.0,1.0,,1.0,,,65.0,18.0,6.3,7.0,1.0,0,1.0,,1.0,,,,,,,,,1.0,,,,,3.0,,,,,,1.0,,,,
10665986,home,Al Adalah,Christofer Gonzáles,,,christofer-gonzales,C. Gonzáles,M,10,176,434,M,345779,EUR,718848000,F,17,17,False,32.0,22.0,6.0,3.0,7.0,7.0,20.0,37.0,5.0,,6.0,,,87.0,67.0,8.0,24.0,6.0,3,2.0,1.0,7.0,1.0,,,,,1.0,3.0,2.0,3.0,,,1.0,2.0,4.0,12.0,2.0,,,5.0,,,,,
10665986,home,Al Adalah,Mohammed Abo Abd,Mohammed Abo Abd,,mohammed-abo-abd,M. A. Abd,D,21,163,15,M,1398850,EUR,1009324800,F,20,20,True,8.0,5.0,,,,,5.0,8.0,1.0,,1.0,,,25.0,13.0,6.4,5.0,,0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,2.0,,,,,,
10665986,home,Al Adalah,Ahmed Al-Sultan,,,ahmed-al-sultan,A. Al-Sultan,M,,166,1,M,818610,EUR,743299200,M,6,6,True,22.0,18.0,2.0,1.0,10.0,11.0,8.0,11.0,2.0,1.0,3.0,,,25.0,25.0,6.7,4.0,,1,,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
10665986,home,Al Adalah,Walead Alshangeati,,,walead-alshangeati,W. Alshangeati,F,11,178,6,M,893190,EUR,758073600,F,21,21,True,4.0,3.0,,,,,3.0,4.0,4.0,,1.0,,,25.0,12.0,6.1,2.0,,2,2.0,,2.0,1.0,1.0,1.0,,,,,,1.0,2.0,,1.0,,1.0,,,,,,1.0,,,,
10665986,home,Al Adalah,Arif Al-Haydar,Arif Al-Haydar,,arif-al-haydar,A. Al-Haydar,D,25,172,6,M,1084262,EUR,866764800,D,7,7,True,8.0,6.0,1.0,,2.0,4.0,4.0,5.0,,,2.0,,,11.0,13.0,6.9,3.0,1.0,0,,1.0,3.0,1.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,
10665986,home,Al Adalah,Hussain Alnattar,Hussain Alnattar,,hussain-alnattar,H. Alnattar,M,,169,34,M,1085122,EUR,952992000,M,96,96,True,7.0,4.0,2.0,,1.0,1.0,3.0,6.0,1.0,,,,,11.0,13.0,6.9,6.0,,1,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
10665986,home,Al Adalah,Ali Al-Amri,,,ali-al-amri,A. Al-Amri,G,22,178,1,M,847381,EUR,777427200,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665986,home,Al Adalah,Ali Al-Salem,,,ali-al-salem,A. Al-Salem,D,2,181,21,M,990189,EUR,903052800,D,49,49,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665986,home,Al Adalah,Abdularahman Al Hurib,,,abdularahman-al-hurib,A. A. Hurib,M,4,174,1,M,818876,EUR,697248000,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665986,home,Al Adalah,Elyas Al Bladi,Elyas Al Bladi,,elyas-al-bladi,E. A. Bladi,M,18,173,1,M,1398852,EUR,1025136000,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665986,away,Abha,Devis Epassy,,,devis-epassy,D. Epassy,G,1,187,1481,M,362758,EUR,728611200,G,16,16,False,36.0,15.0,27.0,6.0,12.0,16.0,3.0,20.0,,,9.0,1.0,5.0,90.0,52.0,8.1,21.0,,0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,
10665986,away,Abha,Saeed Al Hamsal,,,saeed-al-hamsal,S. A. Hamsal,D,39,176,21,M,818563,EUR,829785600,D,39,39,False,17.0,14.0,1.0,,10.0,12.0,5.0,6.0,1.0,,1.0,,,57.0,31.0,6.7,5.0,,0,1.0,,4.0,,,,,,1.0,4.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,
10665986,away,Abha,Amine Attouchi,,,amine-attouchi,A. Atouchi,D,,186,95,M,866170,EUR,709948800,D,19,19,False,47.0,40.0,5.0,1.0,30.0,32.0,10.0,15.0,2.0,1.0,4.0,,,78.0,58.0,7.1,7.0,1.0,1,1.0,1.0,2.0,,,,5.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,,
10665986,away,Abha,Abdullah Al-Zoari,,,abdullah-al-zoari,A. Z. Aldossary,D,,178,7,M,118137,EUR,555811200,D,3,3,False,50.0,42.0,5.0,2.0,30.0,32.0,12.0,18.0,3.0,1.0,2.0,,,90.0,65.0,7.4,8.0,,0,1.0,3.0,3.0,,,,9.0,1.0,3.0,,,,1.0,True,,,,,,,,,,,,,
10665986,away,Abha,Sari Amro,,,sari-amro,S. Amro,D,,178,2,,817952,EUR,627091200,D,31,31,False,42.0,39.0,1.0,,22.0,23.0,17.0,19.0,6.0,1.0,4.0,,,89.0,62.0,7.2,6.0,,0,1.0,,6.0,,,,2.0,1.0,1.0,5.0,2.0,1.0,3.0,,,,2.0,,1.0,,,,,,,,
10665986,away,Abha,Nawaf Al Sadi,Nawaf Alsadi,,nawaf-alsadi,N. A. Sadi,M,18,172,64,M,1115888,EUR,972086400,M,18,18,False,14.0,13.0,2.0,1.0,3.0,3.0,10.0,11.0,6.0,1.0,8.0,,,89.0,31.0,7.5,7.0,2.0,4,,,5.0,6.0,2.0,1.0,,,,2.0,1.0,1.0,,,,3.0,,,1.0,,,,,,,1.0,
10665986,away,Abha,Riyadh Sharahili,,,riyadh-sharahili,R. Sharahili,M,26,185,28,M,818624,EUR,735955200,M,89,89,False,48.0,39.0,2.0,2.0,26.0,30.0,13.0,18.0,6.0,,8.0,,,90.0,70.0,6.9,14.0,,1,2.0,3.0,7.0,2.0,,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,,,,2.0,,1.0,,,,,,,,
10665986,away,Abha,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178,637,M,563030,EUR,764294400,M,10,10,False,35.0,30.0,1.0,1.0,8.0,9.0,22.0,30.0,3.0,1.0,2.0,,,90.0,50.0,7.2,12.0,1.0,2,,,5.0,1.0,,,,,,2.0,,3.0,1.0,,1.0,1.0,1.0,4.0,1.0,,,,,,,1.0,
10665986,away,Abha,Uroš Matić,,,uros-matic,U. Matić,M,,185,66,M,63273,EUR,643420800,M,8,8,False,36.0,27.0,4.0,,18.0,18.0,9.0,18.0,2.0,,5.0,,,90.0,48.0,6.7,11.0,,0,,1.0,4.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,
10665986,away,Abha,Saleh Al-Amri,,,saleh-al-amri,S. Al-Amri,M,93,176,147,M,791578,EUR,750556800,M,7,7,False,51.0,36.0,5.0,1.0,13.0,17.0,23.0,35.0,10.0,1.0,5.0,,,90.0,72.0,7.0,22.0,1.0,3,6.0,1.0,7.0,,,1.0,,,,,,6.0,2.0,,,2.0,3.0,1.0,2.0,,1.0,,,,,,1.0
