match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_interceptionWon,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,captain,stat_dispossessed,player_firstName,player_lastName,stat_goalAssist,stat_accurateCross,stat_hitWoodwork,stat_bigChanceCreated,stat_goodHighClaim,stat_totalOffside,stat_bigChanceMissed
11450144,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190,177,M,236746,EUR,724636800,G,1,1,False,18.0,14.0,7.0,4.0,13.0,14.0,1.0,4.0,1.0,3.0,8.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,90.0,32.0,8.1,4.0,0.00035847,0,0.7559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450144,home,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183,184,M,155998,EUR,766368000,D,2,2,False,41.0,34.0,8.0,5.0,14.0,15.0,20.0,28.0,4.0,2.0,4.0,1.0,1.0,,,,,,90.0,65.0,7.9,16.0,0.0345027,3,,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.091,0.6044,,,,,,,,,,,,,,,,,
11450144,home,Kasımpaşa,Sadık Çiftpınar,sadik-ciftpinar,S. Çiftpınar,D,5,181,71,M,111811,EUR,725846400,D,5,5,False,51.0,48.0,3.0,1.0,38.0,39.0,10.0,12.0,5.0,2.0,8.0,1.0,1.0,,,,,,90.0,61.0,7.6,3.0,0.00683795,0,,,,1.0,1.0,,,,,,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,
11450144,home,Kasımpaşa,Yasin Özcan,yasin-ozcan,Y. Özcan,D,58,185,1802,M,1392102,EUR,1145491200,D,58,58,False,64.0,57.0,8.0,7.0,32.0,37.0,25.0,27.0,5.0,4.0,13.0,3.0,3.0,,,,,,90.0,75.0,7.8,7.0,0.0182929,1,,,1.0,2.0,2.0,,,1.0,,,,1.0,0.019,,,2.0,,,,,,,,,,,,,,,
11450144,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182,1246,M,919225,EUR,773107200,D,12,12,False,50.0,38.0,5.0,2.0,14.0,15.0,24.0,36.0,2.0,1.0,5.0,,,,,,,,90.0,72.0,7.2,17.0,0.0178682,1,,1.0,,,2.0,3.0,,,,,,,0.0161,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
11450144,home,Kasımpaşa,Gökhan Gül,gokhan-gul,G. Gül,M,17,180,107,M,797820,EUR,900633600,M,6,6,False,42.0,34.0,3.0,2.0,12.0,14.0,22.0,31.0,6.0,1.0,4.0,2.0,1.0,,,,,,90.0,55.0,7.5,11.0,0.026927,2,,3.0,,2.0,,,1.0,1.0,,,2.0,,0.0282,0.0173,,,,,1.0,1.0,,,,,,,,,,,
11450144,home,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188,161,M,128196,EUR,732844800,M,35,35,False,44.0,38.0,2.0,1.0,7.0,8.0,31.0,37.0,3.0,4.0,8.0,2.0,,,,,,,90.0,62.0,7.3,11.0,0.0406417,2,,1.0,1.0,,4.0,,,1.0,,3.0,1.0,2.0,0.1492,,,1.0,,1.0,,1.0,True,1.0,,,,,,,,,
11450144,home,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184,380,M,822228,EUR,694137600,M,7,7,False,16.0,10.0,1.0,1.0,3.0,4.0,7.0,16.0,2.0,,3.0,1.0,1.0,,,,,,90.0,34.0,7.5,15.0,0.0599579,1,,4.0,,,4.0,1.0,1.0,,1.0,2.0,,,0.4896,0.6428,1.0,1.0,1.0,,,1.0,,3.0,,,,,,,,,
11450144,home,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179,1215,M,254979,EUR,761529600,M,10,10,False,37.0,27.0,2.0,,4.0,5.0,25.0,41.0,5.0,4.0,5.0,1.0,1.0,,,,,,89.0,61.0,7.7,17.0,0.2234,5,,9.0,,1.0,1.0,3.0,,4.0,,,1.0,1.0,0.365,,,,3.0,1.0,,4.0,,,,,1.0,2.0,1.0,,,,
11450144,home,Kasımpaşa,Iron Gomis,iron-gomis,I. Gomis,M,17,182,129,M,979593,EUR,942019200,M,97,97,False,11.0,11.0,1.0,1.0,2.0,2.0,9.0,11.0,2.0,1.0,,1.0,1.0,,,,,,57.0,22.0,6.5,6.0,0.00783636,0,,2.0,,1.0,3.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
