match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_totalCross,stat_challengeLost,stat_fouls,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_hitWoodwork
10438053,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,24.0,21.0,9.0,6.0,21.0,23.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,90.0,31.0,7.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438053,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,False,68.0,60.0,7.0,4.0,34.0,37.0,31.0,8.0,1.0,5.0,,,,,,90.0,79.0,7.8,8.0,1,26.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,
10438053,home,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,62.0,50.0,9.0,4.0,35.0,38.0,25.0,1.0,1.0,10.0,,,,,,90.0,64.0,6.7,13.0,0,15.0,,1.0,2.0,,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,
10438053,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,70.0,60.0,5.0,2.0,33.0,35.0,35.0,5.0,1.0,6.0,1.0,,,,,78.0,83.0,7.2,12.0,0,27.0,1.0,,4.0,,,1.0,4.0,2.0,,,1.0,2.0,,,2.0,2.0,,,,,,,,,
10438053,home,Casa Pia,Lucas Soares,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,M,42,42,False,42.0,32.0,5.0,2.0,14.0,14.0,35.0,3.0,1.0,4.0,,,,,,90.0,70.0,6.7,24.0,1,18.0,1.0,1.0,3.0,,,2.0,2.0,,,7.0,,,,,4.0,,2.0,1.0,,,,,,,
10438053,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,39.0,34.0,7.0,4.0,15.0,17.0,27.0,2.0,2.0,6.0,1.0,,,,,70.0,55.0,7.1,9.0,0,21.0,,,2.0,,,1.0,,,,5.0,1.0,1.0,,,1.0,1.0,,,2.0,1.0,1.0,,,,
10438053,home,Casa Pia,Afonso Taira,afonso-taira,A. Taira,M,6,177,41,M,153040,EUR,708739200,M,27,27,False,34.0,29.0,2.0,1.0,13.0,15.0,19.0,6.0,,6.0,2.0,,,,,61.0,42.0,7.0,6.0,0,16.0,,1.0,1.0,,,,2.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,
10438053,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,40.0,30.0,1.0,,11.0,12.0,33.0,5.0,,9.0,1.0,,,,,90.0,65.0,6.7,20.0,1,20.0,,1.0,3.0,,,,1.0,1.0,,5.0,,2.0,,,4.0,,,,1.0,3.0,2.0,1.0,,,
10438053,home,Casa Pia,Takahiro Kunimoto,takahiro-kunimoto,T. Kunimoto,M,,172,110,M,794765,EUR,876268800,F,14,14,False,33.0,24.0,5.0,3.0,4.0,5.0,34.0,3.0,,3.0,1.0,,,,,79.0,43.0,6.9,15.0,1,21.0,,1.0,2.0,,,,,,,6.0,,2.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,
10438053,home,Casa Pia,Rafael Martins,rafael-martins,R. Martins,F,99,177,43,M,123231,EUR,606096000,F,11,11,False,7.0,5.0,,,2.0,2.0,5.0,3.0,,1.0,,,,,,70.0,16.0,6.7,5.0,0,3.0,2.0,1.0,3.0,,,,1.0,,,,,,,,2.0,1.0,1.0,,,1.0,1.0,,,,
10438053,home,Casa Pia,Saviour Godwin,saviour-godwin,S. Godwin,M,77,170,247,M,359650,EUR,840672000,F,7,7,False,20.0,12.0,2.0,,2.0,5.0,23.0,7.0,,4.0,2.0,,,,,90.0,53.0,6.8,28.0,1,12.0,,,8.0,,,1.0,2.0,1.0,,8.0,1.0,3.0,,,8.0,1.0,2.0,1.0,2.0,5.0,3.0,,,,
10438053,home,Casa Pia,Romário Baró,romario-baro,R. Baró,M,6,179,668,M,892224,EUR,948758400,M,17,17,True,19.0,18.0,,,6.0,6.0,13.0,1.0,,3.0,,,,,,29.0,25.0,6.4,3.0,0,12.0,,,4.0,,1.0,1.0,,,,,2.0,1.0,,,1.0,,,,,2.0,1.0,,,,
10438053,home,Casa Pia,Yan Eteki,yan-eteki,Y. Eteki,M,88,187,113,M,848082,EUR,872553600,M,88,88,True,20.0,16.0,1.0,1.0,5.0,6.0,14.0,3.0,,6.0,1.0,,,,,20.0,27.0,6.4,7.0,0,11.0,1.0,,4.0,,,,2.0,1.0,,,1.0,,,,1.0,,2.0,,,,,,,,
10438053,home,Casa Pia,Clayton,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,99,99,True,2.0,1.0,,,,,2.0,,,,,,,,,20.0,3.0,6.5,1.0,0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,
10438053,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,True,11.0,7.0,2.0,,6.0,8.0,3.0,1.0,1.0,1.0,,,,,,12.0,14.0,6.7,5.0,0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
10438053,home,Casa Pia,Léo Natel,leo-natel,L. Natel,M,23,179,246,M,875905,EUR,858297600,F,23,23,True,6.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,,1.0,,,,,,11.0,15.0,6.7,4.0,1,4.0,2.0,,3.0,,,,,,,1.0,,,,,1.0,,,,,3.0,2.0,1.0,,,
10438053,home,Casa Pia,Lucas Paes,lucas-paes,L. Paes,G,1,193,72,M,931473,EUR,881452800,G,68,68,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438053,home,Casa Pia,Léo Bolgado,leo-bolgado,L. Bolgado,D,4,190,110,M,1095918,EUR,903571200,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Léo Bolgado,,,,,,,,,,,,
10438053,home,Casa Pia,Eduardo Fereira,eduardo-fereira,E. Fereira,D,2,169,53,M,879459,EUR,970185600,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438053,home,Casa Pia,Anderson Cordeiro,anderson-cordeiro,A. Cordeiro,F,25,176,38,M,988753,EUR,907977600,M,70,70,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438053,away,FC Arouca,Emilijus Zubas,emilijus-zubas,E. Zubas,G,,195,22,M,52011,EUR,647568000,G,1,1,False,29.0,18.0,18.0,8.0,12.0,15.0,14.0,,2.0,4.0,,1.0,1.0,,,90.0,35.0,7.2,11.0,0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10438053,away,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,42.0,34.0,6.0,1.0,21.0,23.0,22.0,3.0,5.0,6.0,,,,,,87.0,66.0,6.7,15.0,0,13.0,,1.0,2.0,,,,2.0,2.0,,3.0,2.0,,,,,,,,,,,,,,
