match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_wasFouled,captain,stat_outfielderBlock,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_accurateCross,stat_keyPass,stat_bigChanceMissed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_shotOffTarget,stat_goals,stat_goodHighClaim,stat_totalOffside
14053827,home,Sparta Rotterdam,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189.0,376,M,610396,EUR,848102400,G,1,1,False,33.0,19.0,22.0,8.0,0.0,12.0,12.0,7.0,21.0,1.0,9.0,1.0,2.0,1.0,1.0,1.0,90.0,41.0,7.2,14.0,0.00197476,103.63877966602,13.0,17.377754372441,0.6467,0,0.6183,0.07,0.0,0.21,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Lushendry Edward Martes,Lushendry,Edward Martes,lushendry-edward-martes,L. E. Martes,D,2,,125,M,1960315,EUR,1210032000,D,2,2,False,33.0,30.0,4.0,3.0,0.0,20.0,23.0,10.0,10.0,4.0,3.0,,,,,,82.0,53.0,7.0,4.0,0.00685487,54.255662494867,11.0,24.078444256349,,0,,0.0,0.02,0.19,,1.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Marvin Young,Marvin,Young ,marvin-young,M. Young,D,3,182.0,187,M,1648759,EUR,1128211200,D,3,3,False,53.0,43.0,7.0,3.0,0.0,27.0,34.0,16.0,19.0,9.0,2.0,,,,,,90.0,73.0,7.4,11.0,0.0062115,215.02337293442,25.0,69.293379785518,,0,,0.09,0.11,0.27,,1.0,4.0,4.0,8.0,2.0,4.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Bruno Martins Indi,,,bruno-martins-indi,B. M. Indi,D,4,185.0,169,M,116947,EUR,697507200,D,4,4,False,56.0,48.0,3.0,2.0,0.0,33.0,35.0,15.0,21.0,8.0,5.0,,,,,,90.0,69.0,7.4,8.0,0.00647764,108.01369111338,18.0,-14.39982850306,,0,,0.11,0.03,0.6,,,3.0,2.0,3.0,,2.0,,,,2.0,,,True,1.0,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Teo Quintero,,,teo-quintero,T. Q. León,D,5,188.0,438,M,966299,EUR,920332800,D,5,5,False,36.0,32.0,6.0,4.0,0.0,16.0,16.0,16.0,20.0,1.0,2.0,,,,,,90.0,61.0,7.3,12.0,0.0100856,181.39478992152,21.0,89.756746874884,,1,,0.13,0.28,0.21,,4.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,3.0,2.0,1.0,1.0,0.0225,0.0261,21.808824505142,56.638683774556,2.0,-0.19,,,,,,,,,
14053827,home,Sparta Rotterdam,Joshua Kitolano,,,joshua-kitolano,J. Kitolano,M,8,170.0,272,M,913584,EUR,984009600,M,8,8,False,48.0,36.0,6.0,1.0,0.0,14.0,17.0,22.0,31.0,3.0,8.0,,,,,,90.0,64.0,7.3,17.0,0.0596292,111.67327562128,16.0,2.3243563301305,,0,,0.41,0.15,0.15,,2.0,1.0,5.0,7.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,,1.0,3.0,3.0,,,,15.994865009706,31.752089068211,2.0,,,,,,,,,,
14053827,home,Sparta Rotterdam,Pelle Clement,,,pelle-clement,P. Clement,M,6,177.0,70,M,795135,EUR,832464000,M,6,6,False,27.0,19.0,4.0,2.0,0.0,8.0,8.0,11.0,19.0,3.0,5.0,,,,,,81.0,43.0,7.1,12.0,0.0815026,141.27553755033,12.0,89.589730152294,,0,,0.12,0.28,0.31,,2.0,1.0,5.0,6.0,,1.0,3.0,,1.0,2.0,,1.0,,1.0,3.0,2.0,1.0,,,,18.392034927129,78.576264840575,4.0,,1.0,1.0,,,,,,,
14053827,home,Sparta Rotterdam,Mitchell van Bergen,,,mitchell-van-bergen,M. v. Bergen,F,7,170.0,248,M,827662,EUR,935712000,M,7,7,False,34.0,29.0,,,0.0,15.0,20.0,14.0,14.0,1.0,6.0,,,,,,88.0,52.0,6.7,14.0,0.0479766,238.25320033193,23.0,108.69437246858,,1,,-0.03,0.4,0.16,,,2.0,6.0,4.0,,,,,1.0,1.0,2.0,2.0,,,4.0,3.0,,1.0,0.368,0.6899,24.084345824077,63.612027265337,3.0,-0.4,1.0,1.0,1.0,,,,,,
14053827,home,Sparta Rotterdam,Ayoni  Santos,Ayoni,Santos,ayoni-santos,A. Santos,M,10,,100,M,1648751,EUR,1121644800,M,10,10,False,28.0,21.0,3.0,2.0,1.0,7.0,8.0,14.0,20.0,1.0,2.0,,,,,,81.0,42.0,7.4,10.0,0.0109617,123.07629688409,10.0,61.79381748147,,1,,0.16,0.06,0.19,,,2.0,3.0,7.0,1.0,,3.0,2.0,2.0,1.0,,,,1.0,,3.0,2.0,,0.0082,,17.379136219442,23.504459683218,1.0,0.0,,2.0,,1.0,1.0,,,,
14053827,home,Sparta Rotterdam,Shunsuke Mito,,,shunsuke-mito,S. Mito,M,11,164.0,867,M,1002479,EUR,1033171200,M,11,11,False,29.0,21.0,3.0,,0.0,10.0,13.0,11.0,16.0,1.0,4.0,,,,,,90.0,51.0,9.5,13.0,0.0081606,209.63556636157,17.0,64.457235684322,,5,,-0.56,0.65,-0.02,,1.0,1.0,3.0,11.0,1.0,,3.0,2.0,3.0,,1.0,4.0,,,1.0,3.0,3.0,3.0,1.1537,1.2328,18.62018437102,82.760390708391,4.0,0.83,,1.0,1.0,,,2.0,2.0,,
14053827,home,Sparta Rotterdam,Tobias Lauritsen,,,tobias-lauritsen,T. Lauritsen,F,9,192.0,737,M,796943,EUR,872899200,F,9,9,False,18.0,9.0,,,0.0,6.0,10.0,3.0,8.0,2.0,1.0,,,,,,90.0,30.0,7.3,11.0,0.00310089,15.822966485839,3.0,1.7038193353267,,1,,-0.24,0.21,0.16,,3.0,7.0,4.0,13.0,,,2.0,1.0,1.0,,1.0,3.0,,,,1.0,1.0,,0.0817,,,,,-0.05,,,,,,1.0,,,
14053827,home,Sparta Rotterdam,Alwande Roaldsoy,,,roaldsoy-alwande,A. Roaldsøy,M,21,191.0,155,M,1101593,EUR,1086739200,M,21,21,True,5.0,1.0,,,0.0,1.0,3.0,,2.0,,2.0,,,,,,9.0,6.0,6.7,4.0,1.189e-05,6.7328188004728,1.0,-2.6378989025308,,0,,-0.03,0.01,0.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Julian Baas,,,julian-baas,J. Baas,M,16,184.0,147,M,1046143,EUR,1018915200,M,16,16,True,9.0,4.0,1.0,,0.0,1.0,1.0,3.0,8.0,1.0,1.0,,,,,,9.0,11.0,6.5,5.0,0.00240606,14.895207040837,3.0,12.380479394574,,0,,-0.19,0.09,0.16,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Shurandy Sambo,,,shurandy-sambo,S. Sambo,D,12,174.0,235,M,916926,EUR,998179200,D,12,12,True,2.0,2.0,,,0.0,2.0,2.0,,,,,,,,,,8.0,5.0,6.8,,6.505e-05,,,,,0,,0.02,,0.13,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Mike Kleijn,,,kleijn-mike,M. Kleijn,D,15,175.0,123,M,1193084,EUR,1107907200,D,15,15,True,3.0,3.0,,,1.0,,,3.0,3.0,,,,,,,,8.0,4.0,7.2,,0.38917,15.08590466859,3.0,-3.775656464376,,0,,0.35,0.12,0.13,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,
14053827,home,Sparta Rotterdam,Pascal Kuiper,Pascal Kuiper,,pascal-kuiper,P. Kuiper,G,30,194.0,38,M,1067956,EUR,1079481600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Filip Bednarek,,,filip-bednarek,F. Bednarek,G,20,187.0,248,M,139149,EUR,717465600,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Saïd Bakari,,,said-bakari,S. Bakari,D,22,176.0,127,M,896210,EUR,780192000,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Tijs Velthuis,,,tijs-velthuis,T. Velthuis,D,5,190.0,110,M,961674,EUR,1010793600,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Jonathan de Guzmán,,,jonathan-de-guzman,J. d. Guzmán,M,13,173.0,79,M,13028,EUR,558489600,M,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Sayfallah Ltaief,,,sayfallah-ltaief,S. Ltaief,M,47,180.0,1619,M,1032926,EUR,956361600,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178.0,203,M,99960,EUR,607651200,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053827,home,Sparta Rotterdam,Nökkvi Þórisson,,,nokkvi-thorisson,N. Þórisson,F,19,188.0,101,M,987077,EUR,934502400,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
