match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goalAssist,stat_shotOffTarget,captain,player_sofascoreId,stat_goals,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10389931,home,Toulouse,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186,170,M,96542,EUR,731203200,G,30,30,False,18.0,16.0,5.0,3.0,15.0,16.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,90.0,25.0,6.6,2.0,0.0,0.0,0.00010618,0,-0.3095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389931,home,Toulouse,Mikkel Desler,mikkel-desler,M. Desler,D,3,187,109,M,226958,EUR,793152000,D,3,3,False,62.0,49.0,5.0,3.0,24.0,32.0,26.0,32.0,2.0,10.0,2.0,7.0,,,90.0,88.0,7.6,17.0,0.0,0.0,0.129705,0,,2.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10389931,home,Toulouse,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186,600,M,991479,EUR,991094400,D,4,4,False,59.0,56.0,4.0,4.0,41.0,42.0,15.0,17.0,4.0,5.0,3.0,3.0,,,90.0,67.0,7.0,3.0,0.0,0.0,0.00514088,0,,,,4.0,,,3.0,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10389931,home,Toulouse,Rasmus Nicolaisen,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,57.0,47.0,6.0,3.0,35.0,36.0,12.0,21.0,6.0,9.0,5.0,6.0,,,90.0,76.0,7.2,12.0,0.1811,0.053,0.0100148,1,,,,2.0,,,1.0,1.0,,,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,3.0,,,,,,,,,,,
10389931,home,Toulouse,Gabriel Suazo,gabriel-suazo,G. Suazo,M,12,178,3981,M,818986,EUR,871084800,D,15,15,False,53.0,45.0,5.0,2.0,15.0,17.0,30.0,37.0,1.0,2.0,1.0,6.0,,,90.0,63.0,6.8,11.0,0.0,0.0,0.221407,0,,1.0,,4.0,1.0,,,,,1.0,2.0,,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,
10389931,home,Toulouse,Stijn Spierings,spierings-stijn,S. Spierings,M,6,189,224,M,788977,EUR,826588800,M,17,17,False,42.0,38.0,8.0,6.0,21.0,22.0,17.0,20.0,1.0,7.0,,4.0,,,74.0,56.0,6.3,8.0,0.0,0.0,0.0202715,0,,,,7.0,1.0,,,3.0,3.0,1.0,2.0,,,,3.0,3.0,,,1.0,,,,,,,,,,,,,,
10389931,home,Toulouse,Branco van den Boomen,branco-van-den-boomen,B. van den Boomen,M,8,190,1185,M,190883,EUR,806284800,M,8,8,False,59.0,56.0,11.0,9.0,17.0,17.0,42.0,51.0,,4.0,,4.0,,,90.0,78.0,7.6,12.0,0.0702,0.0106,0.368962,2,,9.0,3.0,6.0,2.0,1.0,,2.0,2.0,2.0,3.0,,2.0,,2.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,
10389931,home,Toulouse,Rafael Ratão,rafael-ratao,R. Ratão,F,18,182,3346,M,352838,EUR,817689600,M,21,21,False,29.0,21.0,2.0,2.0,9.0,15.0,13.0,18.0,2.0,8.0,,5.0,,,83.0,55.0,6.9,18.0,0.0599,0.0,0.177661,1,,4.0,1.0,9.0,3.0,2.0,,2.0,,5.0,2.0,1.0,1.0,,6.0,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,
10389931,home,Toulouse,Brecht Dejaegere,brecht-dejaegere,B. Dejaegere,M,19,174,153,M,122859,EUR,675475200,M,10,10,False,28.0,21.0,1.0,,11.0,12.0,10.0,17.0,,1.0,,1.0,,,65.0,35.0,6.3,10.0,0.0,0.0,0.0396295,0,,1.0,,4.0,1.0,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,True,,,,,,
10389931,home,Toulouse,Zakaria Aboukhlal,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,M,6,6,False,38.0,33.0,2.0,2.0,6.0,7.0,29.0,34.0,,6.0,,3.0,,,90.0,64.0,7.8,16.0,0.3813,0.2036,0.268055,2,,3.0,2.0,5.0,5.0,2.0,,3.0,1.0,4.0,1.0,1.0,2.0,,1.0,1.0,,,,,1.0,,,,,1.0,,zakariaaboukhlal,1.0,,,,
10389931,home,Toulouse,Thijs Dallinga,thijs-dallinga,T. Dallinga,F,24,190,2354,M,905381,EUR,965260800,F,27,27,False,17.0,9.0,,,2.0,2.0,7.0,15.0,1.0,1.0,1.0,1.0,,,90.0,24.0,6.6,10.0,0.3388,0.0,0.0103145,3,,,,1.0,,,,,,2.0,,,,1.0,,,,,,1.0,,,,,,3.0,,,,1.0,,,
10389931,home,Toulouse,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17753,M,1192318,EUR,1038441600,M,28,28,True,14.0,11.0,2.0,,6.0,6.0,5.0,8.0,,1.0,2.0,2.0,,,25.0,19.0,6.7,4.0,0.0,0.0,0.0177432,0,,,,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,fareschaibi28,,,,,
10389931,home,Toulouse,Vincent Sierro,vincent-sierro,V. Sierro,M,14,184,461,M,794412,EUR,813110400,M,13,13,True,9.0,8.0,2.0,1.0,2.0,2.0,6.0,7.0,,1.0,1.0,1.0,,,16.0,13.0,6.2,3.0,0.0,0.0,0.00261976,0,,,,5.0,1.0,,,1.0,1.0,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,
