match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonContest,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,captain,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot
11407412,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,19.0,19.0,1.0,1.0,19.0,19.0,3.0,1.0,90.0,20.0,6.5,0.0,0.0,6.251e-05,0,-0.1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407412,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,24.0,16.0,3.0,1.0,8.0,10.0,4.0,,90.0,47.0,6.8,0.0584,0.0618,0.00476972,1,,8.0,16.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,
11407412,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,50.0,40.0,12.0,8.0,26.0,30.0,3.0,,90.0,60.0,7.1,0.424,0.0,0.0082588,2,,14.0,20.0,,,,3.0,,5.0,,,,,10.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11407412,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,53.0,43.0,16.0,9.0,33.0,36.0,9.0,,90.0,64.0,7.4,0.1867,0.0,0.15736,1,,10.0,17.0,,2.0,3.0,9.0,,2.0,1.0,1.0,1.0,,10.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11407412,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,25.0,17.0,6.0,,11.0,13.0,7.0,,65.0,47.0,7.5,0.0,0.0,0.376351,0,,10.0,17.0,5.0,,,6.0,,2.0,2.0,4.0,3.0,2.0,11.0,,,,,,,1.0,,1.0,,3.0,4.0,1.0,1.0,,,,,,,,,
11407412,home,Lecce,Mohamed Kaba,,,mohamed-kaba,M. Kaba,M,21,185,693,M,1127590,EUR,1004140800,M,77,77,False,22.0,17.0,1.0,1.0,10.0,12.0,5.0,,90.0,36.0,6.7,0.0,0.0,0.00340446,0,,7.0,11.0,1.0,1.0,4.0,6.0,,1.0,,5.0,1.0,2.0,9.0,,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,
11407412,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,30.0,18.0,10.0,3.0,10.0,14.0,10.0,,90.0,40.0,6.7,0.0,0.0,0.00420107,0,,8.0,18.0,2.0,3.0,5.0,5.0,,2.0,3.0,2.0,2.0,,14.0,2.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,
11407412,home,Lecce,Hamza Rafia,,,hamza-rafia,H. Rafia,M,24,178,2318,M,857772,EUR,923011200,M,8,8,False,19.0,14.0,3.0,2.0,6.0,8.0,7.0,,63.0,27.0,6.7,0.0191,0.0,0.00994546,1,,8.0,11.0,,,6.0,3.0,,,,3.0,3.0,,7.0,,,1.0,,,1.0,,,,3.0,2.0,,2.0,,1.0,,,,,,,,
11407412,home,Lecce,Pontus Almqvist,,,pontus-almqvist,P. Almqvist,F,11,183,456,M,856065,EUR,931564800,F,7,7,False,14.0,9.0,,,5.0,5.0,3.0,,86.0,34.0,6.7,0.1674,0.1816,0.0385659,2,,5.0,10.0,1.0,1.0,9.0,8.0,1.0,,1.0,3.0,1.0,1.0,12.0,2.0,,1.0,,,2.0,,,3.0,,1.0,1.0,2.0,,,4.0,,,,,,,
11407412,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,14.0,9.0,,,3.0,4.0,1.0,,85.0,25.0,7.3,0.7965,0.7875,0.0170695,3,,6.0,10.0,,2.0,7.0,5.0,1.0,1.0,,,,5.0,11.0,4.0,,1.0,,,,,,1.0,5.0,1.0,,,,,1.0,1.0,1.0,,,,,
11407412,home,Lecce,Gabriel Strefezza,,,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,F,27,27,False,36.0,26.0,5.0,1.0,8.0,11.0,11.0,,90.0,66.0,7.9,0.0762,0.0801,0.124883,3,,20.0,31.0,6.0,,1.0,9.0,1.0,,3.0,5.0,4.0,3.0,18.0,,,2.0,,,,,,3.0,,1.0,2.0,1.0,1.0,,1.0,,,True,,,,
11407412,home,Lecce,Rémi Oudin,,,remi-oudin,R. Oudin,M,28,185,292,M,842709,EUR,848275200,M,10,10,True,6.0,4.0,2.0,1.0,2.0,3.0,1.0,,27.0,14.0,7.0,0.0,0.0,0.125421,0,,4.0,9.0,6.0,,1.0,1.0,,,,,,,6.0,,,,,,1.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,,
11407412,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,D,13,13,True,14.0,12.0,1.0,,8.0,9.0,2.0,,25.0,25.0,7.1,0.0,0.0,0.0102588,0,,4.0,5.0,,,,3.0,,2.0,,1.0,1.0,1.0,5.0,,,,,,,,,2.0,,1.0,,,,,,,,,Odogwu,,,
11407412,home,Lecce,Roberto Piccoli,,,roberto-piccoli,R. Piccoli,F,91,190,1557,M,958982,EUR,980553600,F,91,91,True,3.0,1.0,1.0,,,,,,9.0,3.0,6.4,0.0,0.0,0.00045139,0,,1.0,3.0,,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,
11407412,home,Lecce,Nicola Sansone,Nicola,Sansone,nicola-sansone,N. Sansone,F,,175,193,M,100580,EUR,684460800,F,11,11,True,2.0,1.0,1.0,,,,,,8.0,6.0,6.6,0.0,0.0,0.00070244,0,,1.0,2.0,,,,1.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
11407412,home,Lecce,Federico Brancolini,,,federico-brancolini,F. Brancolini,G,12,192,112,M,848420,EUR,995068800,G,21,21,True,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407412,home,Lecce,Jasper Samooja,,,samooja-jasper,J. Samooja,G,32,189,137,M,999192,EUR,1058745600,G,40,40,True,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407412,home,Lecce,Lorenzo Venuti,,,lorenzo-venuti,L. Venuti,D,18,176,101,M,357756,EUR,797644800,D,12,12,True,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407412,home,Lecce,Ahmed Touba,,,ahmed-touba,A. Touba,D,5,190,4985,M,856216,EUR,889747200,D,59,59,True,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toubaahmed59,,,
11407412,home,Lecce,Joan González,,,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,True,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407412,home,Lecce,Medon Berisha,Medon,Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,18,18,True,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407412,home,Lecce,Daniel Samek,Daniel,Samek,daniel-samek,D. Samek,M,10,184,119,M,1995537,EUR,1077148800,M,83,83,True,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407412,home,Lecce,Jeppe Corfitzen,,,corfitzen-jeppe,J. Corfitzen,F,,179,126,M,1387352,EUR,1104278400,F,24,24,True,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407412,away,Sassuolo,Andrea Consigli,,,andrea-consigli,A. Consigli,G,,189,262,M,38618,EUR,538704000,G,47,47,False,35.0,28.0,12.0,5.0,26.0,27.0,9.0,,90.0,41.0,7.1,0.0,0.0,0.00085446,0,0.111,2.0,8.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,3.0,3.0,
11407412,away,Sassuolo,Marcus Pedersen,,,marcus-pedersen,M. Pedersen,D,16,178,644,M,934409,EUR,963705600,D,3,3,False,28.0,22.0,2.0,,7.0,11.0,4.0,,90.0,60.0,6.7,0.0,0.0,0.136492,0,,15.0,20.0,3.0,,3.0,1.0,,2.0,1.0,,,2.0,16.0,,,,,,,1.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,
11407412,away,Sassuolo,Martin Erlić,,,martin-erlic,M. Erlić,D,6,192,1953,M,789234,EUR,885600000,D,5,5,False,57.0,44.0,10.0,5.0,29.0,33.0,8.0,,81.0,70.0,6.8,0.0,0.0,0.00523329,0,,15.0,25.0,1.0,3.0,3.0,5.0,,4.0,1.0,1.0,1.0,,14.0,2.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0
11407412,away,Sassuolo,Gian Marco Ferrari,,,gian-marco-ferrari,G. M. Ferrari,D,,189,224,M,170887,EUR,705888000,D,13,13,False,60.0,49.0,9.0,3.0,29.0,33.0,7.0,,90.0,66.0,6.6,0.0,0.0,0.00905023,0,,20.0,27.0,,1.0,2.0,3.0,,2.0,,,,,11.0,,,,,,,,,3.0,2.0,1.0,,,,,,,,True,,,,
11407412,away,Sassuolo,Matías Viña,,,matias-vina,M. Viña,D,18,180,7106,M,875295,EUR,879033600,D,17,17,False,30.0,24.0,2.0,1.0,10.0,11.0,6.0,,90.0,61.0,6.7,0.0,0.0,0.136124,0,,15.0,22.0,3.0,2.0,9.0,8.0,,1.0,1.0,3.0,1.0,1.0,14.0,1.0,,,,,,,,,3.0,1.0,1.0,8.0,4.0,,,,,,matiasv17,,,
11407412,away,Sassuolo,Daniel Boloca,,,boloca-daniel,D. Boloca,M,11,185,442,M,882592,EUR,914284800,M,24,24,False,76.0,74.0,4.0,4.0,39.0,40.0,9.0,,90.0,93.0,7.1,0.0,0.0,0.0327326,0,,35.0,36.0,,,5.0,4.0,,,3.0,3.0,2.0,3.0,9.0,,,,,,1.0,,,,1.0,1.0,,3.0,1.0,,1.0,,,,,,,
