match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_totalClearance,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_lastManTackle,stat_totalTackle,stat_fouls,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_wonTackle,stat_blockedScoringAttempt,stat_wasFouled,captain,stat_punches,stat_outfielderBlock,player_sofascoreId,stat_errorLeadToAShot
10382070,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,23.0,16.0,14.0,7.0,14.0,14.0,2.0,9.0,4.0,1.0,1.0,2.0,90.0,27.0,6.2,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,44.0,35.0,2.0,2.0,18.0,20.0,18.0,27.0,3.0,,,,90.0,61.0,6.8,12.0,0,,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,False,56.0,53.0,4.0,4.0,29.0,29.0,24.0,27.0,7.0,,,,55.0,62.0,6.5,5.0,0,,,,,,,1.0,,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,65.0,58.0,8.0,6.0,37.0,39.0,21.0,27.0,12.0,,,,90.0,76.0,7.4,8.0,2,,,,1.0,,,2.0,,1.0,3.0,6.0,6.0,,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
10382070,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,24,24,False,73.0,61.0,13.0,8.0,30.0,30.0,36.0,49.0,4.0,,,,90.0,90.0,7.9,13.0,3,,,1.0,6.0,5.0,2.0,2.0,,4.0,3.0,9.0,4.0,,,1.0,2.0,6.0,1.0,,,,1.0,1.0,,2.0,,1.0,,,,,,
10382070,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,False,36.0,33.0,2.0,2.0,18.0,19.0,15.0,21.0,,,,,90.0,71.0,5.9,19.0,1,,,,4.0,,,,1.0,,,13.0,1.0,2.0,,,1.0,,2.0,8.0,,,,1.0,1.0,2.0,,,1.0,,,,,
10382070,home,RKC Waalwijk,Iliass Bel Hassani,iliass-bel-hassani,I. Bel Hassani,M,,173,104,M,128799,EUR,716601600,M,11,11,False,25.0,15.0,4.0,1.0,3.0,3.0,13.0,29.0,4.0,,,,77.0,43.0,6.8,20.0,3,,,,7.0,1.0,,,3.0,2.0,,7.0,2.0,,,1.0,3.0,3.0,,2.0,1.0,,2.0,,,,1.0,1.0,,,,,,
10382070,home,RKC Waalwijk,Vurnon Anita,vurnon-anita,V. Anita,M,,166,66,M,15007,EUR,607651200,M,6,6,False,48.0,42.0,5.0,4.0,17.0,19.0,25.0,29.0,6.0,,,,83.0,54.0,7.5,7.0,2,,,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,
10382070,home,RKC Waalwijk,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,14,14,False,38.0,32.0,3.0,1.0,4.0,4.0,28.0,35.0,5.0,,,,83.0,54.0,7.5,11.0,3,,,,1.0,,1.0,1.0,2.0,4.0,,4.0,6.0,2.0,,1.0,,,2.0,3.0,3.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,
10382070,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195,192,M,36781,EUR,597110400,F,29,29,False,26.0,22.0,,,5.0,6.0,17.0,20.0,2.0,,,,90.0,36.0,7.9,7.0,3,,,,,,,,2.0,4.0,2.0,5.0,6.0,,,1.0,,3.0,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,,2.0,True,,,,
10382070,home,RKC Waalwijk,Florian Jozefzoon,florian-jozefzoon,F. Jozefzoon,M,,173,88,M,121777,EUR,666057600,F,10,10,False,8.0,5.0,,,1.0,1.0,5.0,8.0,1.0,,,,45.0,18.0,6.9,9.0,1,,,1.0,1.0,1.0,1.0,,3.0,1.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,
10382070,home,RKC Waalwijk,Julen Lobete,julen-lobete,J. Lobete,F,24,176,172,M,1006232,EUR,969235200,F,7,7,True,15.0,10.0,,,2.0,2.0,9.0,14.0,,,,,45.0,25.0,7.5,8.0,2,,,2.0,1.0,1.0,1.0,,,2.0,1.0,6.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,,1.0,1.0,,,,,,
10382070,home,RKC Waalwijk,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,M,22,22,True,18.0,16.0,,,10.0,10.0,6.0,11.0,4.0,,,,35.0,29.0,6.5,9.0,0,,,,3.0,,,,,,,4.0,2.0,,,,1.0,,,5.0,2.0,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,33,33,True,10.0,10.0,,,5.0,5.0,5.0,5.0,1.0,,,,13.0,12.0,6.7,1.0,1,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,
10382070,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,6,172,104,M,896215,EUR,942278400,M,35,35,True,5.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,,11.0,5.0,6.6,2.0,0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Sebbe Augustijns,sebbe-augustijns,S. Augustijns,M,,179,19,M,997507,EUR,936316800,M,26,26,True,5.0,5.0,,,2.0,2.0,3.0,3.0,,,,,11.0,8.0,6.8,,1,,,,,,,,,,1.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,
10382070,home,RKC Waalwijk,Mark Spenkelink,mark-spenkelink,M. Spenkelink,G,16,196,33,M,875466,EUR,854323200,G,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Joel Pereira,joel-pereira,J. Pereira,G,1,188,279,M,788135,EUR,835920000,G,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Hans Mulder,hans-mulder,H. Mulder,D,10,180,5,,18185,EUR,546480000,D,12,12,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Luuk Wouters,luuk-wouters,L. Wouters,D,15,190,33,M,1048222,EUR,928800000,D,34,34,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Lars Nieuwpoort,lars-nieuwpoort,L. Nieuwpoort,D,,189,9,,339893,EUR,783388800,D,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Zakaria Bakkali,zakaria-bakkali,Z. Bakkali,M,99,168,156,M,285941,EUR,822614400,F,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,home,RKC Waalwijk,Roy Kuijpers,roy-kuijpers,R. Kuijpers,F,17,175,50,M,1046728,EUR,948067200,F,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,away,Excelsior,Stijn van Gassel,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,30.0,19.0,17.0,6.0,15.0,17.0,4.0,13.0,9.0,,1.0,4.0,90.0,42.0,5.9,11.0,0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
10382070,away,Excelsior,Siebe Horemans,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,39.0,26.0,12.0,6.0,15.0,23.0,11.0,16.0,5.0,,,,90.0,65.0,6.1,16.0,0,,,,,,,2.0,,1.0,,5.0,6.0,1.0,,4.0,2.0,,2.0,1.0,1.0,,,,,3.0,1.0,,1.0,,,,,
10382070,away,Excelsior,Sven Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184,8,M,97412,EUR,734659200,D,16,16,False,17.0,14.0,2.0,,14.0,15.0,,2.0,1.0,,,,90.0,30.0,6.2,4.0,1,Sven,Nieuwpoort,,,,,3.0,1.0,,1.0,3.0,3.0,,,2.0,1.0,1.0,1.0,,,,1.0,,,1.0,2.0,,,,,2.0,,
10382070,away,Excelsior,Redouan El Yaakoubi,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,45.0,34.0,12.0,6.0,23.0,26.0,11.0,19.0,8.0,,,,90.0,58.0,7.6,11.0,2,,,,,,,4.0,,1.0,7.0,4.0,9.0,,,1.0,1.0,3.0,,,,,1.0,1.0,1.0,2.0,,,1.0,True,,3.0,,
10382070,away,Excelsior,Nathan Tjoe-A-On,tjoe-a-on-nathan,N. Tjoe-A-On,M,24,182,7235,M,992651,EUR,1008979200,D,28,28,False,45.0,37.0,6.0,1.0,26.0,30.0,13.0,18.0,7.0,,,,90.0,68.0,7.2,9.0,0,,,1.0,3.0,2.0,,4.0,,2.0,,,6.0,,,4.0,,,,,,,,,,4.0,4.0,,2.0,,,1.0,nathantjoeaon,
10382070,away,Excelsior,Adrian Fein,adrian-fein,A. Fein,M,29,187,138,M,855846,EUR,921715200,M,5,5,False,18.0,14.0,,,9.0,12.0,5.0,6.0,3.0,,,,67.0,21.0,6.5,5.0,0,Adrian,Fein,,,,,,1.0,,1.0,,3.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,
10382070,away,Excelsior,Yassin Ayoub,yassin-ayoub,Y. Ayoub,M,,175,165,M,151894,EUR,762912000,M,21,21,False,28.0,20.0,3.0,1.0,13.0,13.0,10.0,18.0,2.0,,,,67.0,36.0,6.9,9.0,0,,,,3.0,3.0,1.0,,1.0,3.0,,2.0,3.0,,,2.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,
10382070,away,Excelsior,Marouan Azarkan,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,M,10,10,False,1.0,1.0,,,1.0,1.0,,,,,,,6.0,3.0,,,0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
10382070,away,Excelsior,Kenzo Goudmijn,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,False,33.0,27.0,3.0,1.0,20.0,23.0,7.0,10.0,2.0,,,,90.0,51.0,6.8,8.0,1,,,,,,,1.0,2.0,,,1.0,10.0,,,2.0,,1.0,,4.0,4.0,,1.0,,,,1.0,,4.0,,,,,
10382070,away,Excelsior,Couhaib Driouech,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,M,14,14,False,21.0,19.0,1.0,,7.0,8.0,12.0,15.0,6.0,,,,90.0,36.0,5.7,10.0,1,,,,2.0,,,1.0,,1.0,,8.0,2.0,3.0,,1.0,,,3.0,2.0,,,,1.0,,1.0,,,1.0,,,,,
10382070,away,Excelsior,Mike van Duinen,mike-van-duinen,M. v. Duinen,F,29,183,39,M,150494,EUR,689385600,F,29,29,False,10.0,5.0,1.0,,2.0,3.0,3.0,7.0,3.0,,,,67.0,19.0,7.0,6.0,3,Mike,van Duinen,,,,,,1.0,,7.0,5.0,9.0,,,1.0,,4.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,
10382070,away,Excelsior,Julian Baas,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,True,14.0,11.0,3.0,2.0,5.0,7.0,7.0,9.0,3.0,,,,84.0,29.0,7.9,5.0,1,,,1.0,2.0,1.0,,2.0,,1.0,,3.0,4.0,,,3.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,
10382070,away,Excelsior,Joshua Eijgenraam,joshua-eijgenraam,J. Eijgenraam,M,20,180,30,M,1090204,EUR,1013990400,M,6,6,True,13.0,11.0,,,10.0,12.0,1.0,1.0,4.0,,,,23.0,23.0,6.3,4.0,1,,,,,,,,,,,4.0,3.0,2.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0
10382070,away,Excelsior,Raphaël Eyongo,raphael-eyongo,R. Eyongo,F,9,191,31,M,1168090,EUR,1053475200,F,19,19,True,5.0,2.0,,,1.0,2.0,1.0,3.0,1.0,,,,23.0,10.0,6.5,7.0,0,,,,,,,,4.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10382070,away,Excelsior,Lazaros Lamprou,lazaros-lamprou,L. Lamprou,M,7,177,177,M,823856,EUR,882403200,F,22,22,True,9.0,7.0,,,4.0,5.0,3.0,5.0,1.0,,,,23.0,15.0,6.5,5.0,0,Lazaros,Lamprou,,1.0,,,,1.0,,,1.0,2.0,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,
10382070,away,Excelsior,Norbert Alblas,norbert-alblas,N. Alblas,G,18,185,18,M,339845,EUR,787190400,G,18,18,True,,,,,,,,,,,,,,,,,0,Norbert,Alblas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,away,Excelsior,Maxime Awoudja,maxime-awoudja,M. Awoudja,D,6,188,29,M,886639,EUR,886377600,D,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,away,Excelsior,Serano Seymor,serano-seymor,S. Seymor,D,34,190,15,M,1091021,EUR,1010102400,D,34,34,True,,,,,,,,,,,,,,,,,0,Serano Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382070,away,Excelsior,Nathan Markelo,nathan-markelo,N. Markelo,M,24,182,73,M,920489,EUR,915667200,D,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
