match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_penaltyConceded,stat_keyPass,stat_accurateCross,stat_hitWoodwork,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_dispossessed,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_punches,stat_penaltyWon
12530858,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,30.0,22.0,17.0,9.0,0.0,18.0,22.0,4.0,8.0,2.0,2.0,1.0,9.0,2.0,2.0,2.0,3.0,90.0,42.0,7.1,8.0,0.00238454,0,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530858,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,D,53,53,False,,28.0,20.0,2.0,,0.0,5.0,9.0,15.0,20.0,1.0,7.0,3.0,1.0,,,,,75.0,56.0,7.0,13.0,0.0528239,1,,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,0.1688,0.5444,,,,,,,,,,,,,,,,,
12530858,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,53.0,43.0,10.0,5.0,0.0,26.0,29.0,17.0,24.0,1.0,5.0,4.0,6.0,,,,,90.0,75.0,6.7,14.0,0.166161,1,,,3.0,6.0,,1.0,,,2.0,3.0,2.0,1.0,,3.0,0.0737,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12530858,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,49.0,41.0,7.0,5.0,0.0,24.0,27.0,18.0,23.0,4.0,5.0,2.0,1.0,,,,,90.0,61.0,6.9,9.0,0.0388015,1,,1.0,2.0,4.0,,,,,3.0,,,1.0,1.0,2.0,0.1265,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,
12530858,home,Galatasaray,Ismail Jakobs,ismail-jakobs,I. Jakobs,D,4,184,7106,M,ismaijakobs,897291,EUR,934848000,D,4,4,False,,19.0,17.0,1.0,,0.0,8.0,8.0,9.0,11.0,1.0,1.0,,,,,,,45.0,20.0,6.5,2.0,0.00412363,0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530858,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,40.0,36.0,5.0,2.0,1.0,16.0,18.0,22.0,24.0,1.0,2.0,3.0,2.0,,,,,90.0,50.0,6.9,5.0,0.110525,0,,2.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,
12530858,home,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178,11687,M,gabrielsara,913593,EUR,930355200,M,20,20,False,,38.0,35.0,2.0,2.0,0.0,17.0,17.0,18.0,24.0,,,1.0,3.0,,,,,90.0,45.0,6.4,6.0,0.0173693,1,,3.0,3.0,5.0,1.0,,,,,,,,,1.0,0.0159,,,,,,,,,,,1.0,,,,,,,
12530858,home,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8501,M,rolandsallai,355088,EUR,864259200,M,7,7,False,,24.0,22.0,,,0.0,8.0,8.0,15.0,19.0,,3.0,2.0,5.0,,,,,90.0,43.0,7.4,7.0,0.714591,3,,3.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.3637,0.0114,,2.0,,,3.0,1.0,1.0,,,,1.0,,,,,,
12530858,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,33.0,24.0,5.0,3.0,0.0,3.0,3.0,23.0,40.0,,1.0,,3.0,,,,,75.0,47.0,7.2,18.0,0.379924,0,,10.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,3.0,2.0,,,,,,,,,,,
12530858,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9047,M,yunusakgun17,857738,EUR,962928000,M,11,11,False,,34.0,28.0,1.0,,0.0,5.0,6.0,25.0,31.0,,1.0,,7.0,,,,,88.0,52.0,7.1,15.0,0.0980145,1,,3.0,,3.0,,3.0,,1.0,,,,4.0,,,0.0161,0.0264,1.0,,,,2.0,2.0,,,,,,1.0,,,,,
12530858,home,Galatasaray,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,229308,M,Osimhen9,822471,EUR,914889600,F,45,45,False,,15.0,10.0,,,0.0,1.0,1.0,9.0,14.0,7.0,8.0,1.0,4.0,,,,,82.0,33.0,9.3,10.0,0.0372205,9,,,3.0,6.0,,1.0,,3.0,,,,3.0,1.0,1.0,1.0928,1.3136,,6.0,,,2.0,,,,,,1.0,1.0,2.0,,,,
12530858,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,True,,11.0,7.0,2.0,,0.0,6.0,8.0,1.0,3.0,2.0,5.0,,,,,,,45.0,15.0,5.9,4.0,0.00013987,0,,,,2.0,1.0,,,,1.0,,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,
12530858,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186,2127,M,,992912,EUR,885686400,M,18,18,True,,3.0,1.0,,,0.0,,,1.0,3.0,,,,,,,,,15.0,5.0,6.3,3.0,0.00482377,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
12530858,home,Galatasaray,Michy Batshuayi,michy-batshuayi,M. Batshuayi,F,22,185,6844,M,mbatshuayi,147745,EUR,749520000,F,44,44,True,,6.0,2.0,,,0.0,,,2.0,6.0,1.0,1.0,,1.0,,,,,15.0,12.0,7.2,7.0,0.00602044,1,,,2.0,4.0,,,,1.0,,,,,,1.0,0.3015,0.3078,,,,,,,,,,,,1.0,1.0,,,,
12530858,home,Galatasaray,Hakim Ziyech,hakim-ziyech,H. Ziyech,M,30,181,61036,M,HZiyech,249437,EUR,732499200,M,22,22,True,,6.0,4.0,,,1.0,,,4.0,6.0,,,,,,,,,8.0,8.0,7.1,2.0,0.23647,1,,,,,,,,,,,,,,,0.033,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,
12530858,home,Galatasaray,Elias Jelert,elias-jelert,E. Jelert,D,38,178,2410,M,,1126433,EUR,1055376000,D,24,24,True,,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,11.0,1.0,6.3,,0.00061661,0,,,,,,,,,,,,,,,,,,,,,,,,Elias,Jelert,,,,,,,,
12530858,home,Galatasaray,Günay Güvenç,gunay-guvenc,G. Güvenç,G,19,187,2987,M,,103457,EUR,677808000,G,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530858,home,Galatasaray,Metehan Baltacı,metehan-baltaci,M. Baltacı,D,3,189,2121,M,,997155,EUR,1036281600,D,90,90,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530858,home,Galatasaray,Eyüp Aydın,eyup-aydin,E. Aydın,M,5,181,1623,M,,1130115,EUR,1091404800,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530858,home,Galatasaray,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2104,M,,142619,EUR,741657600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530858,home,Galatasaray,Efe Akman,efe-akman,E. Akman,M,8,175,1340,M,,1215206,EUR,1142812800,M,83,83,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530858,away,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,,190179,EUR,806803200,G,1,1,False,,27.0,16.0,18.0,7.0,0.0,10.0,10.0,6.0,17.0,1.0,1.0,2.0,6.0,,1.0,,4.0,90.0,39.0,6.4,13.0,0.00078563,0,-0.7965,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,
12530858,away,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,,140735,EUR,684028800,D,18,18,False,True,20.0,13.0,3.0,,0.0,4.0,6.0,9.0,19.0,,4.0,3.0,3.0,,,,,79.0,41.0,6.8,14.0,0.015988,1,,5.0,1.0,3.0,,1.0,,1.0,,3.0,1.0,,,1.0,0.0338,0.0613,1.0,,1.0,,,,,,,,,1.0,,,,,
