match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_interceptionWon,stat_goalAssist,stat_totalCross,stat_dispossessed,stat_bigChanceCreated,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11396237,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,34.0,27.0,12.0,7.0,25.0,29.0,2.0,5.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,45.0,5.5,7.0,0.00059733,0,-1.3454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396237,home,VfB Stuttgart,Josha Vagnoman,,,josha-vagnoman,J. Vagnoman,D,4,186,549,M,906278,EUR,976492800,D,4,4,False,29.0,24.0,1.0,1.0,17.0,18.0,7.0,11.0,3.0,1.0,4.0,,1.0,,,,,,,88.0,40.0,6.2,5.0,0.00445246,1,,2.0,1.0,1.0,1.0,1.0,2.0,0.0174,,,,,,,,,,,,,,,,,,,,,,,
11396237,home,VfB Stuttgart,Waldemar Anton,,,waldemar-anton,W. Anton,D,3,189,2193,M,799046,EUR,837820800,D,2,2,False,97.0,87.0,10.0,5.0,59.0,65.0,28.0,32.0,8.0,4.0,5.0,,4.0,3.0,,,,,,90.0,113.0,7.0,11.0,0.0176053,2,,3.0,,,1.0,2.0,,0.1411,True,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11396237,home,VfB Stuttgart,Hiroki Itō,,,hiroki-ito,H. Itō,D,21,188,6725,M,873106,EUR,926467200,D,21,21,False,109.0,103.0,5.0,3.0,73.0,76.0,30.0,33.0,4.0,5.0,6.0,,2.0,2.0,,,,,,88.0,118.0,6.5,7.0,0.0186169,0,,4.0,,,,,,,,2.0,2.0,2.0,,,1.0,,hiroki_ito38,1.0,,,,,,,,,,,,,
11396237,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,106.0,95.0,6.0,4.0,47.0,49.0,48.0,59.0,6.0,1.0,4.0,,3.0,3.0,,,,,,90.0,137.0,7.8,18.0,0.462112,2,,3.0,2.0,1.0,2.0,1.0,,0.0594,,1.0,1.0,,,,2.0,2.0,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,
11396237,home,VfB Stuttgart,Mahmoud Dahoud,,,mahmoud-dahoud,M. Dahoud,M,18,177,1901,M,341589,EUR,820454400,M,5,5,False,63.0,60.0,1.0,1.0,34.0,36.0,26.0,27.0,2.0,,9.0,,2.0,,,,,,,67.0,69.0,6.7,5.0,0.0184881,0,,4.0,,,,,,,,3.0,,1.0,,,2.0,,,,,,,,,,,,,,,,
11396237,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,121.0,112.0,6.0,4.0,52.0,55.0,62.0,70.0,3.0,,10.0,,,,,,,,,90.0,136.0,9.1,11.0,0.176234,1,,,,,,2.0,,0.4554,,,1.0,,,,,3.0,,2.0,1.0,4.0,,1.0,2.0,1.0,1.0,0.6887,,,,,
11396237,home,VfB Stuttgart,Enzo Millot,,,millot-enzo,E. Millot,M,10,175,4915,M,957889,EUR,1026864000,M,8,8,False,40.0,38.0,,,16.0,17.0,22.0,23.0,2.0,,1.0,,,,,,,,,67.0,50.0,6.6,7.0,0.0416609,1,,4.0,4.0,2.0,,,,0.0564,,,,,1.0,,1.0,2.0,,,,,2.0,,,,,,,,,,
11396237,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,27,27,False,39.0,35.0,,,10.0,10.0,26.0,36.0,5.0,,2.0,,2.0,1.0,,,,,,72.0,66.0,6.5,18.0,0.0960067,1,,6.0,8.0,3.0,,,1.0,0.261,,,,,,,3.0,1.0,,,,7.0,,,1.0,1.0,,0.0696,1.0,,,,
11396237,home,VfB Stuttgart,Serhou Guirassy,,,serhou-guirassy,S. Guirassy,F,9,187,50480,M,328027,EUR,826588800,F,9,9,False,39.0,28.0,,,8.0,9.0,20.0,30.0,6.0,,,,,,,,,,,90.0,57.0,7.6,18.0,0.370984,4,,8.0,6.0,3.0,1.0,2.0,,1.1951,,2.0,1.0,,1.0,,1.0,1.0,guirassy19off,,,,3.0,1.0,,2.0,1.0,1.6684,1.0,1.0,,,
