match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13981427,home,Cagliari,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,1,1,False,34.0,17.0,25.0,8.0,0.0,11.0,14.0,6.0,20.0,1.0,2.0,1.0,3.0,1.0,9.0,1.0,4.0,3.0,6.0,1.0,90.0,53.0,7.9,18.0,0.00064154,0.2656,0,1.0298,0.04,0.01,0.26,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981427,home,Cagliari,Gabriele Zappa,,,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,30.0,26.0,1.0,1.0,0.0,21.0,23.0,5.0,7.0,1.0,1.0,4.0,4.0,4.0,1.0,,,,,,55.0,49.0,6.8,6.0,0.00645061,,0,,0.13,-0.17,0.13,,True,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
13981427,home,Cagliari,Yerry Mina,,,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,50.0,48.0,1.0,1.0,0.0,40.0,41.0,8.0,9.0,,2.0,2.0,3.0,8.0,5.0,1.0,,,,,90.0,66.0,7.6,3.0,0.00271254,,1,,0.1,0.1,0.21,,,1.0,,,,,1.0,yerrymina,1.0,1.0,1.0,1.0,1.0,0.5674,0.8147,0.32,,,,,,,,,,,,,
13981427,home,Cagliari,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,6,6,False,39.0,36.0,3.0,,0.0,34.0,35.0,2.0,4.0,1.0,,1.0,3.0,4.0,1.0,2.0,,,,,90.0,48.0,7.1,3.0,0.00182409,,0,,0.05,0.02,0.26,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13981427,home,Cagliari,Adam Obert,,,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,D,33,33,False,50.0,43.0,4.0,2.0,0.0,29.0,31.0,14.0,19.0,,3.0,4.0,3.0,6.0,2.0,,,,,,90.0,71.0,7.7,9.0,0.287689,,0,,0.44,0.01,0.5,,,,,,,,3.0,,,,2.0,4.0,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,
13981427,home,Cagliari,Michel Adopo,,,michel-ndary-adopo,M. N. Adopo,M,8,187,534,M,928777,EUR,963964800,M,8,8,False,35.0,30.0,4.0,3.0,0.0,19.0,21.0,11.0,14.0,,2.0,6.0,4.0,2.0,2.0,,,,,,90.0,50.0,6.6,10.0,0.0214829,,1,,0.2,0.05,-0.03,,,3.0,1.0,1.0,,2.0,2.0,,1.0,,,1.0,1.0,0.1167,0.1597,-0.41,,,1.0,,1.0,1.0,1.0,1.0,,,,,
13981427,home,Cagliari,Matteo Prati,,,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,False,33.0,30.0,4.0,3.0,0.0,24.0,26.0,6.0,7.0,,,1.0,1.0,2.0,3.0,,,,,,90.0,40.0,7.0,4.0,0.0106353,,1,,0.02,0.04,0.29,,,,,1.0,,1.0,,,,,2.0,,,0.0168,,-0.05,,,1.0,,,,,,1.0,,,,
13981427,home,Cagliari,Michael Folorunsho,,,michael-folorunsho,M. Folorunsho,M,90,190,1521,M,869795,EUR,886809600,M,90,90,False,23.0,14.0,2.0,1.0,0.0,12.0,14.0,2.0,9.0,3.0,,9.0,6.0,1.0,4.0,4.0,,,,,88.0,41.0,6.4,15.0,0.00136911,,3,,0.0,-0.54,-0.05,,,1.0,,2.0,2.0,,1.0,,,,,,,0.0943,,-0.25,2.0,,2.0,,,2.0,,,1.0,2.0,1.0,,
13981427,home,Cagliari,Gianluca Gaetano,,,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,902019,EUR,957484800,M,10,10,False,27.0,20.0,4.0,2.0,0.0,12.0,14.0,8.0,13.0,,2.0,7.0,4.0,1.0,2.0,2.0,,,,,54.0,44.0,6.4,16.0,0.0171325,,2,,-0.04,-0.51,0.15,,,1.0,,,,,1.0,,,,,,,0.0788,,-0.19,4.0,1.0,,,1.0,5.0,,,1.0,1.0,,,
13981427,home,Cagliari,Sebastiano Esposito,,,sebastiano-esposito,S. Esposito,F,94,186,4178,M,965008,EUR,1025568000,M,94,94,False,35.0,27.0,2.0,1.0,0.0,12.0,16.0,15.0,19.0,1.0,,3.0,8.0,,5.0,3.0,,,,,74.0,55.0,7.3,13.0,0.0499757,,1,,0.33,0.07,0.16,,,2.0,2.0,3.0,3.0,1.0,1.0,,,,1.0,2.0,,0.0151,,-0.07,3.0,,,,3.0,1.0,,,1.0,,1.0,,
