match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_goals,stat_penaltyWon,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_hitWoodwork,stat_ownGoals
12499338,home,Fiorentina,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,43,43,False,24.0,17.0,13.0,6.0,0.0,13.0,14.0,4.0,10.0,1.0,11.0,1.0,4.0,90.0,35.0,7.0,8.0,0.00258692,0,-0.2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499338,home,Fiorentina,Dodô,,,dodo,Dodô,D,2,166,3348,M,,822518,EUR,911260800,D,2,2,False,35.0,31.0,4.0,4.0,0.0,15.0,18.0,18.0,19.0,4.0,6.0,,,90.0,52.0,7.7,6.0,0.300464,1,,2.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0326,1.0,,,,,,,,,,,,,,,,,,,,
12499338,home,Fiorentina,Pietro Comuzzo,Pietro Comuzzo,,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,,1210848,EUR,1108857600,D,15,15,False,18.0,16.0,2.0,1.0,0.0,13.0,15.0,3.0,3.0,3.0,2.0,,,89.0,32.0,7.2,2.0,0.00082067,0,,,,1.0,4.0,,,,,,2.0,,,,,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
12499338,home,Fiorentina,Luca Ranieri,,,luca-ranieri,L. Ranieri,D,6,187,1115,M,,893998,EUR,924825600,D,6,6,False,25.0,24.0,1.0,,0.0,20.0,20.0,4.0,6.0,3.0,2.0,,,90.0,35.0,6.7,3.0,0.00318922,1,,1.0,,6.0,3.0,2.0,1.0,,,,,,,0.0136,2.0,2.0,2.0,1.0,,2.0,True,1.0,1.0,,,,,,,,,,,,
12499338,home,Fiorentina,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,D,21,21,False,28.0,22.0,4.0,3.0,0.0,16.0,19.0,6.0,9.0,2.0,1.0,,,90.0,40.0,7.2,6.0,0.00451987,2,,,,1.0,4.0,,,,,,,,,0.1326,1.0,1.0,1.0,3.0,2.0,,,1.0,1.0,1.0,0.2101,,,,,,,,,,
12499338,home,Fiorentina,Danilo Cataldi,,,danilo-cataldi,D. Cataldi,M,32,180,952,M,,317301,EUR,776131200,M,32,32,False,25.0,21.0,2.0,,0.0,10.0,11.0,11.0,14.0,3.0,4.0,,,56.0,37.0,6.7,7.0,0.00649697,1,,,,2.0,3.0,,2.0,,,,,1.0,,0.2867,,,,3.0,2.0,,,,,1.0,0.3061,,,,,,,,,,
12499338,home,Fiorentina,Yacine Adli,,,yacine-adli,Y. Adli,M,29,187,3790,M,adliyacine,859024,EUR,964828800,M,29,29,False,42.0,38.0,5.0,4.0,1.0,10.0,13.0,30.0,33.0,1.0,6.0,,,74.0,51.0,7.9,6.0,0.124991,0,,4.0,2.0,1.0,4.0,1.0,,,1.0,,,,2.0,,5.0,,,2.0,2.0,,,,,,,,,,,,,,,,
12499338,home,Fiorentina,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,23,23,False,35.0,32.0,2.0,1.0,0.0,15.0,15.0,17.0,20.0,1.0,3.0,,,90.0,44.0,7.2,4.0,0.114509,2,,,,2.0,4.0,,2.0,2.0,,1.0,,,2.0,0.0303,3.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,
12499338,home,Fiorentina,Lucas Beltrán,,,lucas-beltran,L. Beltrán,M,15,177,3780,M,beltranlucass,962029,EUR,985824000,M,9,9,False,24.0,21.0,1.0,1.0,1.0,9.0,9.0,14.0,17.0,,,,,67.0,34.0,8.0,6.0,0.285252,1,,2.0,2.0,5.0,4.0,,,,1.0,,1.0,3.0,1.0,0.7884,2.0,1.0,,2.0,,3.0,,2.0,,1.0,0.815,,1.0,,,,,,,,
12499338,home,Fiorentina,Edoardo Bove,,,edoardo-bove,E. Bove,M,15,181,2073,M,,986352,EUR,1021507200,M,4,4,False,14.0,14.0,,,1.0,7.0,7.0,7.0,8.0,2.0,3.0,,,66.0,26.0,8.6,4.0,0.42434,2,,1.0,,5.0,4.0,1.0,3.0,1.0,1.0,1.0,,,1.0,0.2708,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,0.7003,,1.0,1.0,,,,,,,
