match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_shotValueNormalized,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_challengeLost,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_fouls,stat_penaltyWon,stat_penaltyMiss,stat_totalOffside,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
14073457,home,Plymouth Argyle,Luca Ashby-Hammond,luca-ashby-hammond,L. Ashby-Hammond,G,21,185.0,22,M,934208,EUR,985478400.0,G,21,21,False,29.0,22.0,11.0,4.0,0.0,18.0,19.0,4.0,10.0,1.0,7.0,1.0,2.0,2.0,2.0,90.0,35.0,7.0,7.0,0.462,0,0.04,0.06,-0.18,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073457,home,Plymouth Argyle,Kornél Szűcs,kornel-szucs,K. Szűcs,D,6,190.0,471,M,1008297,EUR,1001289600.0,D,6,6,False,33.0,25.0,4.0,,0.0,7.0,8.0,18.0,25.0,,2.0,,,,,65.0,52.0,6.9,10.0,,5,0.4,0.48,-0.28,,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,-0.64,,,,,,,,,,,,,,,,,,
14073457,home,Plymouth Argyle,Brendan Sarpong-Wiredu,brendan-sarpong-wiredu,B. Sarpong-Wiredu,D,4,191.0,102,M,945791,EUR,941932800.0,D,4,4,False,85.0,79.0,3.0,1.0,0.0,41.0,41.0,38.0,44.0,3.0,3.0,,,,,90.0,96.0,7.6,7.0,,1,0.31,0.26,-0.26,,,,,,,4.0,,,,,,1.0,,,,,0.38,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,
14073457,home,Plymouth Argyle,Victor Pálsson,victor-palsson,V. Pálsson,D,26,186.0,193,M,87507,EUR,672969600.0,D,44,44,False,121.0,110.0,13.0,10.0,1.0,57.0,61.0,53.0,60.0,2.0,4.0,,,,,90.0,128.0,7.6,11.0,,0,0.34,0.2,-0.25,,,,,4.0,,5.0,,,1.0,,,,,1.0,1.0,1.0,0.02,,1.0,,,True,,,,,,,,,,,,,
14073457,home,Plymouth Argyle,Ayman Benarous,ayman-benarous,A. Benarous,M,14,181.0,368,M,1130346,EUR,1056672000.0,D,14,14,False,57.0,50.0,3.0,1.0,1.0,18.0,19.0,32.0,38.0,2.0,4.0,,,,,90.0,100.0,7.8,18.0,,3,0.59,0.28,-0.3,,4.0,2.0,,1.0,6.0,12.0,9.0,4.0,1.0,,2.0,1.0,,5.0,4.0,2.0,0.01,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,
14073457,home,Plymouth Argyle,Bradley Ibrahim,ibrahim-bradley,B. Ibrahim,M,23,178.0,177,M,1175204,EUR,1098316800.0,M,23,23,False,39.0,33.0,3.0,2.0,0.0,7.0,8.0,26.0,31.0,,5.0,,,,,57.0,52.0,6.7,9.0,,2,0.37,0.05,-0.15,,3.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,,1.0,,,,,3.0,-0.13,,,,,,1.0,Bradley Ibrahim,,2.0,1.0,1.0,,,,,,,
14073457,home,Plymouth Argyle,Malachi Boateng,malachi-boateng,M. Boateng,M,19,182.0,122,M,1020669,EUR,1025827200.0,M,19,19,False,83.0,75.0,5.0,4.0,0.0,28.0,29.0,47.0,54.0,,2.0,,,,,90.0,99.0,7.5,9.0,,0,0.41,0.14,-0.08,,2.0,2.0,1.0,3.0,3.0,9.0,,,,,,,,4.0,2.0,4.0,,,2.0,1.0,2.0,,,,,,,2.0,,,,,,,
14073457,home,Plymouth Argyle,Tegan Finn,tegan-finn,T. Finn,M,39,180.0,59,M,1956142,EUR,1205712000.0,M,39,39,False,22.0,19.0,,,0.0,2.0,3.0,17.0,19.0,,,,,,,65.0,43.0,7.2,13.0,,2,0.05,0.28,-0.15,,8.0,1.0,,,2.0,7.0,2.0,2.0,,,,1.0,,1.0,1.0,1.0,-0.33,,1.0,1.0,4.0,,1.0,Tegan Finn,,1.0,1.0,,1.0,,,,,,
14073457,home,Plymouth Argyle,Jamie Paterson,jamie-paterson,J. Paterson,M,7,175.0,105,M,123717,EUR,693187200.0,M,7,7,False,44.0,41.0,4.0,3.0,0.0,10.0,10.0,31.0,34.0,,2.0,,,,,88.0,81.0,5.7,16.0,,5,0.21,0.35,-0.18,,7.0,1.0,,,3.0,6.0,4.0,3.0,,2.0,2.0,2.0,,2.0,1.0,1.0,-0.86,,2.0,2.0,1.0,,,,,2.0,1.0,,,1.0,,,,,
14073457,home,Plymouth Argyle,Joseph Hatch,joseph-hatch,J. Hatch,F,38,,37,M,1424639,EUR,1157587200.0,M,38,38,False,11.0,7.0,1.0,,0.0,1.0,3.0,6.0,8.0,,1.0,,,,,57.0,23.0,6.3,10.0,,2,-0.11,0.36,-0.16,,1.0,,,3.0,7.0,4.0,1.0,,,1.0,2.0,,,,,1.0,-0.59,,,,1.0,,1.0,,,3.0,,2.0,,,,,,,
