match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_dispossessed,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_accurateCross,stat_totalContest,stat_wonContest,stat_goalAssist,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,player_firstName,player_lastName,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_hitWoodwork,stat_penaltyConceded
10388497,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,29.0,19.0,20.0,11.0,9.0,10.0,10.0,19.0,1.0,1.0,2.0,9.0,1.0,2.0,2.0,90.0,37.0,6.7,11.0,0.0,0.0,0.0029416,0,-0.1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388497,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,34.0,28.0,4.0,2.0,23.0,25.0,5.0,11.0,4.0,11.0,3.0,4.0,,,,90.0,51.0,7.7,9.0,0.1432,0.0,0.00242841,1,,2.0,1.0,1.0,1.0,3.0,7.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388497,home,SV Werder Bremen,Niklas Stark,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,False,31.0,27.0,6.0,5.0,17.0,19.0,10.0,12.0,4.0,6.0,5.0,7.0,,,,90.0,50.0,7.1,6.0,0.0,0.0,0.0606407,0,,,2.0,5.0,,5.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10388497,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,46.0,35.0,15.0,8.0,22.0,25.0,13.0,21.0,1.0,1.0,3.0,9.0,,,,90.0,55.0,6.4,12.0,0.2143,0.0636,0.00825615,1,,,1.0,5.0,,,,,1.0,,,,3.0,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,
10388497,home,SV Werder Bremen,Christian Groß,christian-gross,C. Groß,D,,182,27,M,40323,EUR,602899200,M,36,36,False,27.0,20.0,3.0,2.0,10.0,13.0,11.0,15.0,1.0,6.0,2.0,5.0,,,,90.0,41.0,7.0,8.0,0.0,0.0,0.0875502,0,,1.0,2.0,6.0,,1.0,4.0,1.0,1.0,,,,2.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10388497,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,32.0,22.0,7.0,5.0,10.0,13.0,12.0,19.0,2.0,8.0,2.0,6.0,,,,90.0,62.0,7.5,19.0,0.1076,0.0,0.599404,1,,,2.0,4.0,1.0,2.0,2.0,1.0,4.0,,,4.0,,3.0,,,,,,2.0,,1.0,,,,,,,,,,,
10388497,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,33.0,26.0,2.0,1.0,12.0,12.0,15.0,23.0,4.0,8.0,2.0,4.0,,,,80.0,46.0,7.5,9.0,0.0782,0.0709,0.106549,1,,2.0,2.0,3.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
10388497,home,SV Werder Bremen,Niklas Schmidt,niklas-schmidt,N. Schmidt,M,31,183,151,M,795002,EUR,888710400,M,22,22,False,27.0,21.0,5.0,3.0,8.0,9.0,13.0,18.0,,1.0,1.0,2.0,,,,62.0,36.0,6.2,10.0,0.0256,0.0,0.141451,1,,,2.0,11.0,1.0,1.0,1.0,1.0,,,4.0,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,
10388497,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,M,3,3,False,28.0,20.0,4.0,2.0,12.0,16.0,9.0,16.0,,2.0,2.0,5.0,,,,71.0,52.0,6.6,15.0,0.0,0.0,0.0902973,0,,4.0,1.0,4.0,,,,,2.0,,,1.0,2.0,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,
10388497,home,SV Werder Bremen,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,132645,EUR,729216000,F,11,11,False,33.0,17.0,6.0,3.0,1.0,4.0,16.0,29.0,11.0,16.0,3.0,4.0,,,,90.0,54.0,8.8,24.0,1.4039,1.2403,0.0631636,5,,,2.0,6.0,1.0,,,,6.0,,2.0,4.0,2.0,,,,3.0,,,1.0,1.0,,niclas.fuellkrug24,1.0,2.0,,,,,,,,
