match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_wasFouled,stat_expectedGoals,player_firstName,stat_totalContest,stat_wonContest,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated
12117099,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,20.0,10.0,16.0,6.0,0.0,4.0,4.0,6.0,16.0,1.0,1.0,9.0,3.0,1.0,4.0,90.0,31.0,7.8,10.0,0.0006037,0,0.9533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117099,home,Palmeiras,Marcos Rocha,marcos-rocha,M. Rocha,D,14,176,2464,M,,82576,EUR,597801600,D,2,2,False,37.0,30.0,8.0,7.0,0.0,10.0,12.0,20.0,27.0,,7.0,8.0,,,,90.0,67.0,7.4,18.0,0.044668,0,,True,2.0,9.0,6.0,1.0,1.0,7.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,
12117099,home,Palmeiras,Vitor Reis,reis-vitor,V. Reis,D,12,186,12928,M,vitorreiss_06,1485300,EUR,1137024000,D,44,44,False,22.0,20.0,1.0,1.0,0.0,12.0,14.0,8.0,8.0,3.0,6.0,1.0,,,,90.0,30.0,7.7,2.0,0.00463596,1,,,,5.0,1.0,,1.0,2.0,1.0,,2.0,2.0,1.0,1.0,3.0,1.0,0.2004,,,,,,,,,,,,
12117099,home,Palmeiras,Kaiky Naves,kaiky-naves,K. Naves,D,4,186,1828,M,,1167068,EUR,1020816000,D,34,34,False,27.0,23.0,2.0,1.0,0.0,14.0,15.0,9.0,12.0,1.0,7.0,2.0,,,,90.0,45.0,7.5,7.0,0.00981492,0,,,,2.0,,1.0,1.0,5.0,2.0,2.0,,2.0,,,3.0,,,Kaiky Naves,1.0,1.0,,,,,,,,,
12117099,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,35.0,30.0,5.0,2.0,0.0,9.0,9.0,21.0,31.0,1.0,2.0,4.0,,,,90.0,54.0,6.8,12.0,0.0319536,2,,,5.0,3.0,1.0,,,,,1.0,1.0,,,,2.0,1.0,0.1472,,1.0,,,1.0,1.0,,,,,,
12117099,home,Palmeiras,Fabinho,fabinho,Fabinho,M,5,178,1291,M,,1117513,EUR,1018310400,M,35,35,False,31.0,27.0,2.0,1.0,0.0,10.0,11.0,17.0,20.0,1.0,6.0,4.0,,,,87.0,43.0,7.7,5.0,0.034431,3,,,,5.0,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0829,,2.0,2.0,,1.0,1.0,1.0,,,,,
12117099,home,Palmeiras,Zé Rafael,ze-rafael,Z. Rafael,M,6,175,2603,M,,329069,EUR,740188800,M,8,8,False,23.0,18.0,1.0,,0.0,7.0,10.0,12.0,14.0,1.0,4.0,9.0,,,,45.0,36.0,6.6,10.0,0.0750119,1,,,1.0,9.0,1.0,,,2.0,1.0,1.0,2.0,2.0,1.0,,,,0.0376,,3.0,1.0,,,,2.0,1.0,2.0,,,
12117099,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,M,41,41,False,17.0,15.0,,,0.0,6.0,6.0,9.0,12.0,3.0,8.0,1.0,,,,80.0,42.0,6.5,13.0,0.0117676,4,,,1.0,13.0,2.0,,,2.0,1.0,2.0,4.0,1.0,3.0,,1.0,,0.2114,Estêvão,7.0,3.0,,,1.0,2.0,,2.0,1.0,,
12117099,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,25.0,19.0,4.0,,2.0,10.0,10.0,11.0,20.0,,4.0,4.0,,,,63.0,38.0,7.6,9.0,0.259749,3,,,5.0,3.0,,,,,,,2.0,1.0,2.0,,,2.0,0.138,,2.0,2.0,,,1.0,5.0,2.0,,,,
12117099,home,Palmeiras,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,,974556,EUR,970185600,M,25,25,False,26.0,20.0,3.0,3.0,0.0,7.0,7.0,14.0,24.0,,5.0,1.0,,,,80.0,45.0,7.4,13.0,0.0935683,2,,,5.0,3.0,,,1.0,3.0,1.0,2.0,2.0,,1.0,,,1.0,0.0776,,1.0,1.0,,1.0,,3.0,1.0,1.0,,,
12117099,home,Palmeiras,José López,jose-lopez,J. López,F,42,188,16738,M,,1094179,EUR,976060800,F,42,42,False,18.0,6.0,1.0,,0.0,3.0,6.0,3.0,14.0,3.0,7.0,3.0,,,,90.0,43.0,6.2,23.0,0.00682125,2,,,2.0,10.0,2.0,,,,,2.0,1.0,1.0,1.0,,,4.0,0.0967,José López,3.0,,,,1.0,2.0,,3.0,1.0,1.0,
12117099,home,Palmeiras,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,,1167069,EUR,1031529600,M,40,40,True,14.0,10.0,2.0,1.0,0.0,2.0,3.0,8.0,11.0,1.0,2.0,4.0,,,,45.0,26.0,6.5,7.0,0.0166915,2,,,,5.0,2.0,,,1.0,,3.0,,3.0,,,2.0,,0.0301,Jhon Jhon,,,,,2.0,,,,,,
12117099,home,Palmeiras,Vanderlan,vanderlan,Vanderlan,D,6,183,1727,M,,1067640,EUR,1031356800,D,6,6,True,,,,,0.0,,,,1.0,,,,,,,10.0,2.0,6.5,1.0,,0,,,1.0,,,,,,,,,,,,1.0,,,Vanderlan,,,,,,,,,,,
12117099,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,True,2.0,2.0,1.0,1.0,0.0,2.0,2.0,,1.0,,,1.0,,,,10.0,6.0,6.7,1.0,1.788e-05,0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12117099,home,Palmeiras,Gustavo García,gustavo-garcia,G. García,D,2,175,676,M,,1002443,EUR,1010102400,D,32,32,True,,,,,0.0,,,,,,,,,,,11.0,2.0,6.6,,,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,
12117099,home,Palmeiras,Mateus Oliveira,mateus-oliveira,M. Oliveira,G,1,199,1031,M,,1066689,EUR,1020297600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Mateus Oliveira,,,,,,,,,,,
12117099,home,Palmeiras,Marcelo Lomba,marcelo-lomba,M. Lomba,G,14,187,2235,M,,34141,EUR,535248000,G,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117099,home,Palmeiras,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,,931591,EUR,894844800,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117099,home,Palmeiras,Patrick,patrick-silva,Patrick,M,20,187,803,M,,1485290,EUR,1079654400,M,65,65,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
