match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,player_firstName,player_lastName,captain,stat_aerialLost,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_goals,player_sofascoreId
12117124,home,Grêmio,Agustín Marchesín,agustin-marchesin,A. Marchesín,G,1,188,1568,M,47339,EUR,574473600,G,1,1,False,23.0,12.0,15.0,5.0,0.0,10.0,11.0,2.0,12.0,1.0,1.0,12.0,3.0,1.0,4.0,90.0,37.0,6.9,11.0,0.00083038,0,-0.9283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117124,home,Grêmio,João Pedro,joao-pedro,J. Pedro,D,18,179,1116,M,605528,EUR,848016000,D,18,18,False,44.0,35.0,3.0,,0.0,15.0,16.0,20.0,31.0,1.0,4.0,4.0,,,,90.0,76.0,6.8,17.0,0.0162965,1,,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0361,,,,,,,,,,,,,,,,,
12117124,home,Grêmio,Gustavo Martins,gustavo-martins,G. Martins,D,53,191,1207,M,1105796,EUR,1029024000,D,53,53,False,25.0,21.0,6.0,4.0,0.0,12.0,12.0,9.0,13.0,,1.0,4.0,,,,45.0,30.0,6.6,4.0,0.0208658,0,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,Gustavo Martins,,,,,,,,,,,,,,,,
12117124,home,Grêmio,Walter Kannemann,walter-kannemann,W. Kannemann,D,4,183,2119,M,249647,EUR,668908800,D,4,4,False,25.0,19.0,7.0,3.0,0.0,11.0,13.0,8.0,12.0,2.0,6.0,2.0,,,,57.0,31.0,5.9,7.0,0.00548578,0,,,2.0,,,2.0,2.0,,,,,1.0,,,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,
12117124,home,Grêmio,Reinaldo,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,68.0,59.0,10.0,5.0,0.0,22.0,24.0,38.0,50.0,,5.0,6.0,,,,90.0,96.0,7.1,18.0,0.11117,2,,6.0,4.0,,,2.0,1.0,,1.0,,,4.0,2.0,0.0514,,,,2.0,1.0,,1.0,1.0,1.0,1.0,0.0145,1.0,,,,,
12117124,home,Grêmio,Mathias Villasanti,mathias-villasanti,M. Villasanti,M,20,178,2843,M,1139775,EUR,854064000,M,20,20,False,50.0,44.0,1.0,1.0,0.0,26.0,30.0,18.0,21.0,1.0,10.0,6.0,,,,90.0,68.0,7.6,9.0,0.0140914,0,,1.0,2.0,,,3.0,3.0,,,2.0,1.0,6.0,4.0,,,,,2.0,2.0,,1.0,,,,,,,,,,
12117124,home,Grêmio,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,17,17,False,42.0,41.0,3.0,3.0,0.0,23.0,23.0,18.0,19.0,1.0,5.0,5.0,,,,90.0,52.0,6.8,4.0,0.00672014,0,,,3.0,2.0,,,,,,,3.0,3.0,1.0,,,,,,3.0,1.0,1.0,,,,,,,,,,
12117124,home,Grêmio,Cristian Pavón,cristian-pavon,C. Pavón,M,7,169,2406,M,358956,EUR,822182400,M,21,21,False,20.0,16.0,1.0,1.0,0.0,2.0,4.0,14.0,16.0,2.0,9.0,3.0,,,,45.0,29.0,7.2,4.0,0.0479996,0,,,2.0,1.0,,4.0,4.0,,,,,3.0,3.0,,,,,,,,1.0,,,,,,,,,,
12117124,home,Grêmio,Edenilson,edenilson,Edenilson,M,8,175,1388,M,221636,EUR,629942400,M,15,15,False,16.0,13.0,,,0.0,4.0,4.0,9.0,12.0,1.0,2.0,2.0,,,,45.0,21.0,6.3,6.0,0.00487165,1,,,1.0,,1.0,,,,,,,1.0,1.0,0.6071,,,,,1.0,,,,1.0,,0.7843,,1.0,,,,
12117124,home,Grêmio,Gustavo Nunes,gustavo-nunes,Gustavo Nunes,M,18,173,2173,M,1514747,EUR,1132444800,M,39,39,False,21.0,15.0,,,0.0,4.0,4.0,11.0,17.0,,5.0,2.0,,,,59.0,42.0,6.3,17.0,0.0323979,1,,,8.0,,3.0,3.0,1.0,1.0,,,,2.0,,0.0742,Gustavo Nunes,,,2.0,6.0,2.0,1.0,,,,,,,,,,
12117124,home,Grêmio,Franco Cristaldo,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,558820,EUR,840067200,F,10,10,False,24.0,20.0,3.0,3.0,0.0,5.0,5.0,15.0,21.0,1.0,3.0,4.0,,,,45.0,33.0,7.4,7.0,0.414317,1,,2.0,2.0,,1.0,1.0,1.0,,,,,,,0.0326,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,
12117124,home,Grêmio,Pepê,pepe,Pepê,M,6,183,730,M,946945,EUR,884044800,M,23,23,True,34.0,29.0,5.0,3.0,0.0,16.0,16.0,13.0,19.0,,4.0,,,,,45.0,47.0,7.0,7.0,0.0259312,0,,1.0,1.0,,,1.0,,,,,2.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,
12117124,home,Grêmio,Du Queiroz,du-queiroz,D. Queiroz,M,37,172,752,M,1128129,EUR,947203200,M,37,37,True,39.0,34.0,5.0,3.0,0.0,13.0,15.0,21.0,25.0,,2.0,,,,,45.0,46.0,6.9,7.0,0.0235064,0,,1.0,1.0,,,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,
12117124,home,Grêmio,Nathan Fernandes,nathan-fernandes,N. Fernandes,F,16,178,1314,M,1494695,EUR,1108512000,F,32,32,True,16.0,13.0,,,0.0,6.0,6.0,7.0,10.0,,4.0,2.0,,,,45.0,28.0,6.3,8.0,0.0110683,1,,,5.0,2.0,,5.0,2.0,1.0,,,1.0,,,0.1414,,,,,2.0,2.0,,,,,,,1.0,,1.0,,
