match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_challengeLost,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_errorLeadToAShot
14288923,home,Vitória SC,Juan Castillo,Juan Castillo,,juan-castillo,J. Castillo,G,25,191,379,M,1175004,EUR,1042416000,G,25,25,False,25.0,18.0,16.0,9.0,0.0,14.0,15.0,4.0,10.0,1.0,1.0,6.0,1.0,2.0,3.0,90.0,33.0,7.0,8.0,0.00104945,8.9460528165427,2.0,3.99,3.78,0.226,0,-0.4619,0.03,-0.03,-0.05,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288923,home,Vitória SC,Miguel Maga,Miguel Maga,,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,33.0,27.0,4.0,2.0,0.0,14.0,14.0,13.0,19.0,3.0,,3.0,,,,67.0,48.0,6.8,10.0,0.0184062,62.515273003702,9.0,18.27,7.455,,0,,0.24,-0.03,0.14,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14288923,home,Vitória SC,Miguel Nóbrega,,,miguel-nobrega,M. Nóbrega,D,3,186,137,M,1066233,EUR,955929600,D,3,3,False,44.0,36.0,5.0,3.0,0.0,28.0,33.0,8.0,11.0,1.0,,3.0,,,,90.0,60.0,6.8,9.0,0.00380258,62.496888113735,9.0,13.125,6.51,,0,,-0.03,0.1,-0.11,,,3.0,,7.0,2.0,2.0,1.0,1.0,1.0,7.2188278826967,1.0,,,,,,,,,,,,,,,,,,,,,,
14288923,home,Vitória SC,Rodrigo Abascal,,,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,46.0,40.0,11.0,9.0,0.0,27.0,30.0,13.0,16.0,1.0,,2.0,,,,90.0,54.0,8.1,10.0,0.0384344,56.654001341327,10.0,29.19,11.865,,1,,0.35,0.09,-0.17,,2.0,,,,,,,,,,,1.0,1.0,1.0,0.1445,0.1384,0.51,,,,,,,,,,,,,,,,
14288923,home,Vitória SC,João Mendes,,,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,42.0,34.0,6.0,4.0,0.0,16.0,19.0,18.0,23.0,6.0,2.0,7.0,,,,90.0,61.0,6.6,10.0,0.0259738,61.646264813969,8.0,54.705,16.59,,0,,0.25,0.07,-0.21,,,4.0,1.0,3.0,,,2.0,2.0,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14288923,home,Vitória SC,Beni Mukendi,,,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,False,48.0,46.0,1.0,,0.0,23.0,24.0,23.0,24.0,3.0,,3.0,,,,90.0,66.0,7.4,4.0,0.0178364,123.54814585707,14.0,33.6,20.79,,0,,0.1,0.26,-0.03,,1.0,10.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,24.513511457969,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,
14288923,home,Vitória SC,Gonçalo Nogueira,Gonçalo Nogueira,,nogueira-goncalo,G. Nogueira,M,30,180,113,M,1161004,EUR,1072569600,M,30,30,False,34.0,29.0,3.0,1.0,0.0,16.0,18.0,13.0,16.0,10.0,2.0,1.0,,,,90.0,51.0,7.6,9.0,0.238813,146.17353706619,17.0,53.655,16.8,,0,,0.38,0.03,-0.03,,,14.0,1.0,1.0,1.0,4.0,3.0,5.0,,16.803440123975,1.0,3.0,,,,,,1.0,,5.0,2.0,1.0,2.0,,,,,,,,,,
14288923,home,Vitória SC,Telmo Arcanjo,,,telmo-arcanjo,T. Arcanjo,M,18,180,559,M,1035280,EUR,993081600,M,18,18,False,24.0,18.0,4.0,1.0,0.0,10.0,11.0,8.0,13.0,2.0,2.0,3.0,,,,60.0,35.0,6.7,12.0,0.00915656,144.40267937508,13.0,1.785,38.85,,0,,-0.03,-0.15,0.13,,4.0,4.0,1.0,,,2.0,,,,53.515487789206,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
14288923,home,Vitória SC,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,19.0,13.0,,,0.0,4.0,5.0,9.0,14.0,7.0,3.0,,,,,45.0,29.0,6.4,11.0,0.0363895,46.181291792928,7.0,-4.41,8.82,,0,,-0.06,-0.11,0.16,,,4.0,1.0,1.0,,2.0,3.0,,,,,,,,,,,,,2.0,,1.0,,True,,,,,,,,,
14288923,home,Vitória SC,Noah Saviolo,Noah Saviolo,,noah-saviolo,N. Saviolo,F,48,181,167,M,1153328,EUR,1078617600,M,48,48,False,31.0,26.0,,,1.0,3.0,3.0,23.0,28.0,5.0,,3.0,,,,89.0,44.0,9.1,12.0,0.258764,267.10482820341,21.0,185.43,24.465,,3,,0.64,0.56,-0.04,,3.0,3.0,2.0,,,1.0,2.0,,,193.72614694188,11.0,1.0,2.0,1.0,0.1855,0.0904,0.52,1.0,1.0,1.0,1.0,2.0,5.0,,1.0,1.0,2.0,,,,,,
