match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_goals,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,captain,stat_wonContest,stat_hitWoodwork,stat_blockedScoringAttempt,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
10388475,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,40.0,20.0,33.0,13.0,9.0,12.0,11.0,28.0,2.0,8.0,1.0,1.0,1.0,1.0,90.0,48.0,6.5,20.0,0.0,0.0,0.0042585,0,-0.5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388475,home,VfL Bochum 1848,Saidy Janko,saidy-janko,S. Janko,D,17,178,272,M,348362,EUR,814320000,D,23,23,False,23.0,16.0,1.0,,9.0,10.0,7.0,13.0,1.0,6.0,,,,,90.0,52.0,6.8,16.0,0.0,0.0,0.00762206,0,,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10388475,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,33.0,22.0,7.0,2.0,14.0,21.0,8.0,12.0,4.0,7.0,,,,,90.0,47.0,6.9,11.0,0.0,0.0,0.0024804,0,,3.0,9.0,,,,2.0,2.0,,,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10388475,home,VfL Bochum 1848,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,29.0,19.0,9.0,4.0,16.0,19.0,3.0,10.0,6.0,4.0,,,,,90.0,46.0,8.0,11.0,0.6685,0.825,0.00281876,1,,4.0,7.0,,1.0,3.0,,3.0,3.0,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388475,home,VfL Bochum 1848,Danilo Soares,danilo-soares,Danilo Soares,M,3,170,111,M,121551,EUR,688694400,D,3,3,False,41.0,29.0,3.0,,15.0,17.0,14.0,25.0,4.0,12.0,,,,,90.0,76.0,7.1,20.0,0.0,0.0,0.00856219,0,,4.0,9.0,,,,,5.0,5.0,2.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,
10388475,home,VfL Bochum 1848,Philipp Förster,philipp-forster,P. Förster,M,11,189,109,M,268791,EUR,791856000,M,10,10,False,19.0,14.0,,,8.0,11.0,9.0,11.0,,4.0,,,,,59.0,28.0,7.7,8.0,0.0652,0.0,0.661688,1,,4.0,1.0,1.0,2.0,,,1.0,,1.0,,,,1.0,,,,,3.0,,2.0,3.0,2.0,1.0,2.0,,,,,,,,
10388475,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,38.0,27.0,3.0,2.0,17.0,19.0,10.0,20.0,6.0,8.0,,,,,90.0,59.0,7.1,14.0,0.0149,0.0,0.0230204,1,,5.0,9.0,,1.0,,1.0,3.0,3.0,,1.0,4.0,1.0,3.0,,,,,1.0,2.0,,,,1.0,,True,1.0,,,,,,
10388475,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,53.0,38.0,8.0,2.0,17.0,21.0,21.0,33.0,,4.0,,,,,81.0,69.0,6.4,20.0,0.216,0.0,0.0210896,2,,10.0,6.0,3.0,3.0,,,3.0,3.0,,2.0,1.0,2.0,2.0,,,,,1.0,,,,,2.0,1.0,,,1.0,,,,,
10388475,home,VfL Bochum 1848,Simon Zoller,simon-zoller,S. Zoller,F,27,179,102,M,88471,EUR,677894400,F,9,9,False,14.0,9.0,2.0,,7.0,8.0,2.0,6.0,1.0,6.0,,,,,72.0,27.0,6.6,8.0,0.0,0.0,0.00734309,0,,4.0,3.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388475,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,20.0,11.0,1.0,1.0,2.0,5.0,9.0,15.0,,3.0,,,,,80.0,35.0,8.6,13.0,0.549,1.1404,0.00878134,4,,8.0,7.0,,1.0,,,1.0,,3.0,7.0,5.0,1.0,,2.0,2.0,,,,,,,,1.0,,,,,1.0,,,,
