match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyWon,stat_goals,stat_goalAssist,stat_bigChanceCreated,captain,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceMissed,stat_totalOffside
10389911,home,AS Monaco,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2042,M,584722,EUR,844041600,G,16,16,False,28.0,20.0,18.0,10.0,15.0,19.0,5.0,9.0,9.0,2.0,90.0,37.0,5.7,8.0,0.0,0.0,0.0016505,0,-1.5215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389911,home,AS Monaco,Axel Disasi,,,axel-disasi,A. Disasi,D,4,190,9725,M,827243,EUR,889574400,D,6,6,False,42.0,35.0,5.0,2.0,12.0,12.0,24.0,34.0,5.0,,90.0,64.0,6.3,14.0,0.1124,0.0866,0.0310234,1,,axel_disasi,4.0,1.0,2.0,7.0,6.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10389911,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,33.0,31.0,1.0,1.0,20.0,20.0,11.0,13.0,5.0,,90.0,43.0,6.7,3.0,0.0,0.0,0.00443052,0,,,,,3.0,4.0,4.0,,,1.0,,,1.0,,,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
10389911,home,AS Monaco,Benoît Badiashile,,,benoit-badiashile,B. Badiashile,D,5,194,10555,M,904827,EUR,985564800,D,5,5,False,45.0,38.0,3.0,1.0,26.0,29.0,12.0,16.0,6.0,,90.0,50.0,6.1,7.0,0.0,0.0,0.00717202,0,,badiashile,,,2.0,2.0,2.0,1.0,,,,,,,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,
10389911,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,47.0,36.0,8.0,3.0,24.0,30.0,12.0,23.0,9.0,,90.0,62.0,6.4,19.0,0.0,0.0,0.0212898,0,,,6.0,,1.0,,2.0,,,,,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10389911,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,42.0,38.0,4.0,3.0,15.0,16.0,23.0,26.0,10.0,,90.0,57.0,6.7,9.0,0.1552,0.0,0.053242,2,,YFofana19_,,,,4.0,4.0,,1.0,2.0,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,
10389911,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,42.0,40.0,6.0,6.0,21.0,22.0,19.0,20.0,8.0,,90.0,56.0,7.1,5.0,0.0988,0.0,0.0256517,2,,camara_mohamed6,,,,4.0,6.0,,,,,,4.0,2.0,4.0,,,,2.0,,3.0,3.0,2.0,,,,,,,,,,,,,,,
10389911,home,AS Monaco,Krépin Diatta,,,krepin-diatta,K. Diatta,M,27,173,13115,M,873534,EUR,919900800,M,27,27,False,28.0,23.0,,,4.0,5.0,21.0,27.0,3.0,,89.0,39.0,7.1,8.0,0.0,0.0,0.410266,0,,krepindiatta,4.0,2.0,4.0,3.0,7.0,,1.0,,,,1.0,2.0,2.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
10389911,home,AS Monaco,Kevin Volland,Kevin,Volland,kevin-volland,K. Volland,F,31,179,1036,M,117373,EUR,712454400,M,31,31,False,26.0,14.0,1.0,1.0,5.0,5.0,9.0,21.0,3.0,,89.0,33.0,7.2,13.0,0.7567,0.6146,0.0270905,4,,,,,2.0,6.0,2.0,,,,,3.0,,,4.0,2.0,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,
10389911,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,17,17,False,32.0,20.0,4.0,,4.0,7.0,16.0,31.0,3.0,,90.0,48.0,7.2,21.0,0.0516,0.0139,0.256396,1,,alex_golovin17,6.0,,,3.0,1.0,,1.0,,,1.0,1.0,,,2.0,,,1.0,4.0,,1.0,,,,,1.0,1.0,,,,,,,,,,
