match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_accurateLongBalls,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_lastManTackle,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_dispossessed,captain,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_goalAssist,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10385444,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,13.0,5.0,8.0,5.0,5.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,90.0,19.0,7.3,8.0,0.0,0.0,1.645e-05,0,0.7395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385444,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,,139227,EUR,783216000,D,4,4,False,34.0,27.0,4.0,20.0,21.0,13.0,6.0,7.0,9.0,8.0,,,,,90.0,46.0,7.2,7.0,0.0553,0.0,0.001435,1,,,,7.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10385444,home,West Ham United,Angelo Ogbonna,angelo-ogbonna,A. Ogbonna,D,,191,389,M,,21164,EUR,580348800,D,21,21,False,33.0,30.0,2.0,26.0,27.0,6.0,1.0,2.0,15.0,2.0,,,,,90.0,50.0,7.4,3.0,0.0,0.0,0.00232144,0,,,,4.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10385444,home,West Ham United,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,nayefaguard,877102,EUR,828144000,D,27,27,False,49.0,42.0,9.0,24.0,27.0,22.0,4.0,10.0,10.0,8.0,,,,,90.0,71.0,7.8,8.0,0.4127,0.0,0.0148317,1,,,,18.0,2.0,2.0,,,,,4.0,,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10385444,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,,138024,EUR,714441600,M,5,5,False,27.0,22.0,1.0,9.0,9.0,21.0,1.0,3.0,3.0,5.0,,,,,90.0,45.0,7.1,11.0,0.0,0.0,0.0127903,0,,,,14.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,,,,,,,3.0,1.0,,,,,,,,,,,,
10385444,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,Paqueta,839981,EUR,872640000,M,11,11,False,30.0,27.0,3.0,12.0,12.0,18.0,,1.0,3.0,3.0,,,,,72.0,42.0,6.9,4.0,0.0218,0.0,0.299441,1,,,,15.0,2.0,4.0,1.0,,,1.0,3.0,2.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
10385444,home,West Ham United,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,59.0,48.0,4.0,26.0,28.0,32.0,3.0,5.0,3.0,11.0,,,,,90.0,74.0,7.2,14.0,0.1356,0.0,0.0210613,1,,,,22.0,1.0,5.0,,1.0,,2.0,2.0,3.0,1.0,,3.0,1.0,,1.0,,,1.0,,,True,1.0,,,,,,,,,
10385444,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,M,33,33,False,34.0,28.0,2.0,14.0,16.0,23.0,,,1.0,2.0,,,,,81.0,54.0,7.0,12.0,0.0478,0.0767,0.125425,1,,,,16.0,,3.0,,,,1.0,,2.0,,,1.0,,,,,1.0,5.0,2.0,,,2.0,1.0,1.0,1.0,,,,,,
10385444,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,F,20,20,False,12.0,9.0,,2.0,2.0,12.0,1.0,6.0,1.0,4.0,,,,,90.0,39.0,8.5,15.0,1.4661,1.7126,0.240548,4,,,,8.0,3.0,11.0,2.0,,2.0,2.0,,1.0,2.0,,2.0,1.0,,,,5.0,2.0,1.0,4.0,,1.0,1.0,2.0,,1.0,2.0,,,,
10385444,home,West Ham United,Saïd Benrahma,said-benrahma,S. Benrahma,F,10,172,11234,M,said_benrahma11,354808,EUR,808012800,F,22,22,False,23.0,20.0,1.0,6.0,7.0,19.0,1.0,2.0,2.0,5.0,,,,,82.0,42.0,6.3,15.0,0.0504,0.1504,0.081199,1,,,,15.0,1.0,10.0,,,,,1.0,,,,8.0,1.0,,,,3.0,3.0,1.0,,,2.0,2.0,1.0,,,,1.0,,,
