match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_totalCross,stat_challengeLost,stat_shotOffTarget,captain,stat_totalContest,stat_wonContest,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_clearanceOffLine
10385574,home,Arsenal,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,1,1,False,18.0,8.0,13.0,3.0,7.0,7.0,1.0,11.0,1.0,1.0,9.0,1.0,2.0,2.0,90.0,30.0,6.6,10.0,0.0,0.0,0.00016356,0,-0.8156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385574,home,Arsenal,Ben White,,,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,58.0,54.0,2.0,,26.0,28.0,28.0,30.0,,1.0,3.0,1.0,,,65.0,67.0,6.9,7.0,0.0,0.0,0.283663,0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10385574,home,Arsenal,William Saliba,,,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,12,12,False,62.0,55.0,4.0,3.0,43.0,47.0,12.0,15.0,,1.0,11.0,,,,90.0,72.0,6.6,10.0,0.0,0.0,0.0327712,0,,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10385574,home,Arsenal,Gabriel Magalhães,,,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,45.0,43.0,5.0,4.0,23.0,24.0,20.0,21.0,2.0,3.0,4.0,,,,90.0,57.0,7.0,3.0,0.3138,0.1337,0.00906343,4,,,,,,1.0,1.0,4.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
10385574,home,Arsenal,Kieran Tierney,,,kieran-tierney,K. Tierney,D,63,178,4739,M,kierantierney1,366592,EUR,865468800,D,3,3,False,46.0,34.0,10.0,5.0,12.0,16.0,22.0,35.0,,2.0,4.0,,,,90.0,67.0,6.8,18.0,0.1998,0.2055,0.0390968,2,,,,,2.0,3.0,,,2.0,,1.0,,1.0,,5.0,1.0,1.0,,,,,,,,,,,,,
10385574,home,Arsenal,Martin Ødegaard,,,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,48.0,40.0,3.0,2.0,15.0,16.0,25.0,34.0,,4.0,7.0,2.0,,,81.0,68.0,7.3,15.0,0.4592,0.7236,0.224104,3,,,3.0,3.0,,4.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,,True,1.0,1.0,,,,,,,,,,
10385574,home,Arsenal,Albert Sambi Lokonga,,,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,,901892,EUR,940550400,M,23,23,False,54.0,50.0,6.0,5.0,23.0,24.0,27.0,30.0,2.0,5.0,4.0,2.0,,,90.0,64.0,7.2,4.0,0.0,0.0,0.0274096,0,,,,,1.0,1.0,,1.0,,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,
10385574,home,Arsenal,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15717,M,Granit_Xhaka,117777,EUR,717552000,M,34,34,False,59.0,49.0,3.0,3.0,21.0,25.0,28.0,37.0,1.0,2.0,5.0,,,,90.0,72.0,6.8,15.0,0.0,0.0,0.0371399,0,,,1.0,2.0,1.0,4.0,,2.0,1.0,1.0,,,,1.0,3.0,1.0,,,1.0,,,,,,,,,,,
10385574,home,Arsenal,Bukayo Saka,,,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,28.0,26.0,1.0,1.0,10.0,10.0,18.0,24.0,1.0,7.0,3.0,1.0,,,88.0,53.0,7.2,13.0,0.4524,0.0,0.343406,3,,,6.0,3.0,,3.0,1.0,,,,,2.0,,,6.0,2.0,1.0,,5.0,5.0,1.0,2.0,1.0,,,,,,,
10385574,home,Arsenal,Gabriel Jesus,,,gabriel-jesus,G. Jesus,F,9,175,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,19.0,14.0,,,3.0,3.0,11.0,16.0,3.0,8.0,1.0,4.0,,,88.0,42.0,7.0,14.0,0.8963,0.8078,0.0880398,4,,,2.0,1.0,5.0,14.0,2.0,,,3.0,3.0,,,,,,1.0,,5.0,1.0,,,1.0,1.0,,,,,,
10385574,home,Arsenal,Gabriel Martinelli,,,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,36.0,30.0,3.0,2.0,5.0,5.0,26.0,35.0,,6.0,2.0,2.0,,,90.0,62.0,8.0,15.0,0.1964,0.3363,0.397202,5,,1.0,2.0,2.0,,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,,2.0,,4.0,3.0,,1.0,,1.0,1.0,,,,,
10385574,home,Arsenal,Takehiro Tomiyasu,,,tomiyasu-takehiro,T. Tomiyasu,D,32,188,10753,M,tomiyasu_t,804434,EUR,910224000,D,18,18,True,18.0,13.0,1.0,,6.0,7.0,7.0,11.0,,3.0,3.0,1.0,,,25.0,25.0,6.8,6.0,0.0,0.0,0.0180655,0,,,,1.0,,1.0,,,2.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,
10385574,home,Arsenal,Emile Smith Rowe,,,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,esr,867445,EUR,964742400,M,10,10,True,7.0,6.0,,,1.0,2.0,5.0,5.0,,,1.0,,,,9.0,9.0,6.7,1.0,0.0,0.0,0.0267378,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10385574,home,Arsenal,Rob Holding,,,rob-holding,R. Holding,D,6,189,1055,M,,793228,EUR,811555200,D,16,16,True,2.0,2.0,,,2.0,2.0,,,1.0,2.0,1.0,,,,8.0,3.0,6.7,,0.0,0.0,2.49e-06,0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10385574,home,Arsenal,Edward Nketiah,,,edward-nketiah,E. Nketiah,F,9,175,6443,M,EN9,858194,EUR,928022400,F,14,14,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,1.0,1.0,,,,8.0,8.0,6.6,1.0,0.0493,0.0,0.00085556,1,,,,,,2.0,,,,1.0,,,,,,,1.0,,2.0,1.0,,,,,,,,,,
10385574,home,Arsenal,Matt Turner,,,matt-turner,M. Turner,G,30,190,1518,M,,833943,EUR,772416000,G,30,30,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385574,home,Arsenal,Matthew Smith,,,matthew-smith,M. Smith,M,17,175,147,M,,991582,EUR,970704000,M,72,72,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385574,home,Arsenal,Fábio Vieira,,,fabio-vieira,F. Vieira,M,20,170,6618,M,fabiodfvieira,904835,EUR,959644800,M,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
