match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,captain,player_sofascoreId,stat_blockedScoringAttempt,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_lastManTackle,stat_hitWoodwork
10382120,home,FC Emmen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188.0,97,M,242313,EUR,771465600,G,32,32,False,32.0,23.0,14.0,5.0,21.0,22.0,2.0,10.0,1.0,11.0,1.0,2.0,3.0,1.0,90.0,41.0,6.7,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382120,home,FC Emmen,Mohamed Bouchouari,mohamed-bouchouari,M. Bouchouari,D,170.0,778,M,965329,EUR,974246400,D,34,34,False,36.0,22.0,4.0,3.0,10.0,16.0,13.0,27.0,3.0,10.0,,,,,90.0,86.0,6.8,27.0,1,,,34,7.0,1.0,1.0,8.0,8.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,
10382120,home,FC Emmen,Keziah Veendorp,keziah-veendorp,K. Veendorp,D,183.0,41,M,361778,EUR,856137600,D,2,2,False,64.0,48.0,6.0,1.0,29.0,34.0,19.0,31.0,3.0,5.0,,,,,90.0,80.0,7.2,18.0,0,,,,1.0,,3.0,3.0,7.0,,,1.0,1.0,,,2.0,1.0,1.0,,,1.0,4.0,1.0,2.0,,,,,,,,,,
10382120,home,FC Emmen,Jeroen Veldmate,jeroen-veldmate,J. Veldmate,D,187.0,9,,28111,EUR,594950400,D,4,4,False,58.0,50.0,12.0,8.0,33.0,37.0,19.0,23.0,8.0,5.0,,,,,90.0,73.0,7.2,8.0,2,,,,2.0,2.0,2.0,2.0,3.0,,,,,,2.0,,,,,1.0,1.0,3.0,,,True,,,,,,,,,
10382120,home,FC Emmen,Julius Dirksen,julius-dirksen,J. Dirksen,D,185.0,74,M,1001943,EUR,1044144000,D,24,24,False,40.0,30.0,6.0,1.0,13.0,20.0,17.0,22.0,3.0,8.0,,,,,90.0,67.0,7.2,16.0,1,,,26,2.0,,1.0,3.0,6.0,,,,,,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,
10382120,home,FC Emmen,Lucas Bernadou,bernadou-lucas,L. Bernadou,M,178.0,53,M,997187,EUR,969753600,M,8,8,False,3.0,2.0,,,2.0,3.0,,,,1.0,,,,,5.0,4.0,,1.0,0,,,6,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10382120,home,FC Emmen,Jari Vlak,jari-vlak,J. Vlak,M,191.0,123,M,932652,EUR,903139200,M,20,20,False,47.0,31.0,5.0,2.0,18.0,23.0,13.0,26.0,1.0,10.0,,,,,90.0,64.0,6.6,23.0,0,,,8,2.0,,3.0,10.0,10.0,4.0,2.0,1.0,1.0,,,3.0,1.0,2.0,,1.0,,6.0,1.0,1.0,,,,,,,,,,
10382120,home,FC Emmen,Ole Romeny,ole-romeny,O. Romeny,F,185.0,13950,M,921948,EUR,961459200,M,77,77,False,21.0,17.0,1.0,1.0,10.0,12.0,7.0,9.0,1.0,5.0,,,,,87.0,30.0,6.3,9.0,1,,,11,,,3.0,8.0,4.0,1.0,2.0,2.0,1.0,,,1.0,1.0,2.0,,1.0,,2.0,,,,oleromeny,1.0,,,,,,,
10382120,home,FC Emmen,Rui Mendes,rui-mendes,R. Mendes,F,180.0,126,M,940979,EUR,942192000,M,7,7,False,26.0,17.0,1.0,,3.0,4.0,14.0,23.0,,4.0,,,,,90.0,43.0,6.5,19.0,2,,,27,1.0,,,8.0,3.0,,1.0,6.0,1.0,,2.0,1.0,1.0,3.0,,2.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,
10382120,home,FC Emmen,Ahmed El Messaoudi,ahmed-el-messaoudi,A. E. Messaoudi,M,182.0,170,M,369798,EUR,807408000,M,23,23,False,19.0,15.0,1.0,1.0,5.0,6.0,10.0,13.0,2.0,2.0,,,,,74.0,42.0,7.5,8.0,5,,,10,,,,4.0,9.0,1.0,1.0,4.0,2.0,,2.0,,,1.0,3.0,,2.0,4.0,,,,,1.0,,,1.0,2.0,1.0,,
10382120,home,FC Emmen,Mark Diemers,mark-diemers,M. Diemers,M,175.0,198,M,252123,EUR,750297600,F,10,10,False,42.0,32.0,6.0,3.0,8.0,11.0,27.0,41.0,1.0,5.0,,,,,90.0,72.0,7.6,24.0,4,,,10,10.0,3.0,,6.0,5.0,1.0,1.0,4.0,1.0,,2.0,2.0,2.0,3.0,2.0,1.0,4.0,,,,,,,,,,2.0,,,
10382120,home,FC Emmen,Michaël Heylen,michael-heylen,M. Heylen,D,187.0,30,M,311954,EUR,757555200,D,13,13,True,50.0,40.0,15.0,9.0,25.0,28.0,15.0,22.0,1.0,6.0,,,,,85.0,53.0,6.9,10.0,0,,,,,,,,4.0,,,,,,,2.0,2.0,,,,1.0,2.0,,,,,,,,,,,,
10382120,home,FC Emmen,Richairo Živković,richairo-zivkovic,R. Živković,F,186.0,197,M,295137,EUR,841881600,F,9,9,True,5.0,4.0,,,3.0,3.0,1.0,2.0,,1.0,,,,,16.0,8.0,6.6,2.0,1,,,30,,,1.0,1.0,2.0,,,,,,,,,1.0,,,,2.0,,,,,1.0,,,,,,,
10382120,home,FC Emmen,Jasin Assehnoun,jasin-assehnoun,J. Assehnoun,M,175.0,80,M,943188,EUR,914630400,M,11,11,True,3.0,2.0,,,2.0,2.0,,2.0,,,,,,,11.0,6.0,6.5,3.0,1,,,78,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
10382120,home,FC Emmen,Eric Oelschlägel,eric-oelschlagel,E. Oelschlägel,G,193.0,62,M,253515,EUR,811555200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382120,home,FC Emmen,Kyan van Dorp,kyan-van-dorp,K. v. Dorp,G,187.0,14,M,905384,EUR,958521600,G,16,16,True,,,,,,,,,,,,,,,,,,,0,Kyan,van Dorp,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382120,home,FC Emmen,Arnaud Luzayadio,luzayadio-arnaud,A. Luzayadio,D,176.0,19,,872888,EUR,932342400,D,29,29,True,,,,,,,,,,,,,,,,,,,0,Arnaud,Luzayadio,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382120,home,FC Emmen,Azzeddine Toufiqui,toufiqui-azzeddine,A. Toufiqui,M,175.0,52,,914710,EUR,924998400,M,27,27,True,,,,,,,,,,,,,,,,,,,0,Azzeddine,Toufiqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382120,home,FC Emmen,Fernando Pacheco,fernando-pacheco,F. Pacheco,F,175.0,307,M,874987,EUR,930355200,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382120,home,FC Emmen,Ben Scholte,ben-scholte,B. Scholte,F,185.0,21,M,1048127,EUR,997401600,M,19,19,True,,,,,,,,,,,,,,,,,,,0,Ben Scholte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382120,away,FC Volendam,Filip Stanković,filip-stankovic,F. Stanković,G,185.0,1035,M,986355,EUR,1014595200,G,1,1,False,36.0,15.0,32.0,11.0,7.0,9.0,8.0,27.0,1.0,8.0,,1.0,3.0,1.0,90.0,45.0,6.9,23.0,0,,,1,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10382120,away,FC Volendam,Brian Plat,brian-plat,B. Plat,D,191.0,60,M,980673,EUR,954892800,D,3,3,False,15.0,14.0,,,6.0,6.0,8.0,9.0,,5.0,,,,,45.0,27.0,6.4,5.0,0,,,4,,,1.0,5.0,3.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,,1.0,,,,1.0,,,,,,,,,,
10382120,away,FC Volendam,Xavier Mbuyamba,xavier-mbuyamba,X. Mbuyamba,D,195.0,632,M,974020,EUR,1009756800,D,31,31,False,53.0,39.0,7.0,1.0,24.0,27.0,15.0,26.0,8.0,5.0,,,,,90.0,70.0,7.1,15.0,0,,,3,,,2.0,3.0,7.0,,,1.0,,,,3.0,1.0,,1.0,,,3.0,1.0,1.0,,,,,,,,,,
