match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_interceptionWon,captain,stat_outfielderBlock,player_firstName,stat_unsuccessfulTouch,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,player_sofascoreId,stat_blockedScoringAttempt,stat_dispossessed,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_hitWoodwork,player_lastName,stat_punches,stat_clearanceOffLine,stat_totalOffside,stat_bigChanceMissed
12436888,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,False,44.0,39.0,16.0,12.0,0.0,38.0,40.0,1.0,4.0,1.0,1.0,12.0,1.0,2.0,1.0,2.0,1.0,1.0,90.0,56.0,7.1,5.0,0.00030364,0,-0.5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436888,home,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184,1147,M,219572,EUR,695433600,D,34,34,False,40.0,36.0,3.0,3.0,0.0,24.0,26.0,13.0,15.0,6.0,2.0,3.0,2.0,,,,,,90.0,65.0,7.0,6.0,0.454618,0,,1.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12436888,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,False,86.0,76.0,5.0,1.0,0.0,58.0,63.0,18.0,23.0,6.0,2.0,11.0,,,,,,,90.0,100.0,7.1,10.0,0.0178207,0,,,,1.0,1.0,3.0,,4.0,2.0,2.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
12436888,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,77.0,74.0,7.0,5.0,0.0,59.0,60.0,15.0,17.0,1.0,2.0,4.0,,,,,,,90.0,86.0,7.0,4.0,0.00989333,0,,,,1.0,1.0,2.0,,,,,1.0,1.0,,1.0,True,1.0,,,,,,,,,,,,,,,,,
12436888,home,Brighton & Hove Albion,Jack Hinshelwood,jack-hinshelwood,J. Hinshelwood,D,13,182,1561,M,1142315,EUR,1113177600,D,41,41,False,43.0,35.0,4.0,3.0,0.0,22.0,23.0,13.0,20.0,2.0,,2.0,1.0,,,,,,90.0,54.0,6.9,10.0,0.193082,0,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,Jack Hinshelwood,1.0,,,,,,,,,,,,,,,
12436888,home,Brighton & Hove Albion,James Milner,james-milner,J. Milner,M,20,175,3367,M,791,EUR,505180800,M,6,6,False,30.0,22.0,,,0.0,10.0,10.0,13.0,21.0,3.0,2.0,2.0,1.0,,,,,,73.0,42.0,7.3,8.0,0.0441258,2,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.1639,,,,,,,,,,,,
12436888,home,Brighton & Hove Albion,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,11,11,False,54.0,48.0,6.0,4.0,0.0,24.0,26.0,24.0,29.0,6.0,1.0,5.0,2.0,,,,,,89.0,66.0,7.1,8.0,0.0402965,1,,1.0,,,,4.0,1.0,3.0,3.0,2.0,,2.0,1.0,,,,,,,,0.0793,billygilmour,1.0,,,,,,,,,,
12436888,home,Brighton & Hove Albion,Yankuba Minteh,minteh-yankuba,Y. Minteh,M,11,180,7051,M,1400106,EUR,1090454400,M,17,17,False,24.0,11.0,,,0.0,3.0,4.0,10.0,23.0,5.0,,4.0,,,,,,,89.0,49.0,6.9,22.0,0.235425,2,,3.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,,,,3.0,1.0,,0.0754,minteh01,1.0,,,,,,,,,,
12436888,home,Brighton & Hove Albion,João Pedro,joao-pedro,J. Pedro,F,20,182,97251,M,975079,EUR,1001462400,M,9,9,False,23.0,18.0,2.0,2.0,0.0,2.0,2.0,17.0,22.0,5.0,,3.0,1.0,,,,,,90.0,45.0,7.2,18.0,0.116537,3,,1.0,1.0,,1.0,10.0,1.0,2.0,2.0,,1.0,5.0,1.0,,,,,3.0,1.0,2.0,0.5301,joaopedro,,5.0,1.0,1.4675,,,,,,,
12436888,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,15.0,13.0,,,1.0,3.0,4.0,10.0,12.0,3.0,,,2.0,,,,,,89.0,24.0,6.9,4.0,0.575733,0,,1.0,,,1.0,5.0,3.0,,,1.0,1.0,2.0,1.0,,,,,,,,,KaoruM,,,,,1.0,,,,,,
