match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_aerialLost,stat_wonTackle,stat_totalCross,player_lastName,stat_penaltyConceded,stat_totalOffside,player_sofascoreId,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_goals,stat_penaltyWon,stat_bigChanceMissed,stat_blockedScoringAttempt
12624980,home,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,30.0,9.0,24.0,4.0,0.0,6.0,11.0,3.0,19.0,1.0,14.0,2.0,6.0,1.0,6.0,1.0,1.0,90.0,45.0,7.6,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624980,home,Al-Fayha,Mohammed Al Dowaish,mohammed-al-dowaish,M. A. Dowaish,D,47,,12,M,1542652,EUR,1085702400,D,47,47,False,26.0,16.0,2.0,1.0,0.0,8.0,11.0,8.0,15.0,2.0,3.0,,,,,,,80.0,55.0,6.5,16.0,0,Mohammed Al Dowaish,1.0,5.0,5.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12624980,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,27.0,20.0,5.0,2.0,0.0,15.0,15.0,5.0,12.0,4.0,8.0,,,,,,,80.0,38.0,7.1,7.0,0,,,1.0,3.0,,,,2.0,,1.0,,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12624980,home,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,33.0,28.0,9.0,4.0,0.0,21.0,22.0,7.0,11.0,9.0,1.0,,,,,,,90.0,46.0,6.7,7.0,0,,2.0,2.0,2.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
12624980,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,43.0,40.0,3.0,3.0,0.0,32.0,32.0,8.0,11.0,3.0,3.0,,,,,,,90.0,55.0,6.9,5.0,0,,,5.0,4.0,1.0,2.0,1.0,2.0,,1.0,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
12624980,home,Al-Fayha,Vinicius Rangel,rangel-vinicius,V. Rangel,D,2,177.0,64,M,1170706,EUR,1083283200,D,3,3,False,32.0,27.0,3.0,,0.0,13.0,16.0,14.0,18.0,2.0,2.0,,,,,,,90.0,49.0,6.3,10.0,0,,,4.0,5.0,1.0,2.0,1.0,,1.0,3.0,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,
12624980,home,Al-Fayha,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178.0,253,M,116604,EUR,724723200,M,13,13,False,36.0,29.0,6.0,4.0,0.0,16.0,17.0,13.0,21.0,,6.0,,,,,,,89.0,47.0,6.5,12.0,0,,,4.0,4.0,,2.0,1.0,,2.0,2.0,2.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,
12624980,home,Al-Fayha,Rakan Kaabi,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200,M,66,66,False,36.0,30.0,6.0,3.0,0.0,20.0,21.0,10.0,16.0,1.0,6.0,,,,,,,90.0,53.0,6.9,7.0,0,Rakan Kaabi,,3.0,9.0,,,,2.0,,2.0,1.0,,2.0,,7.0,,4.0,1.0,,1.0,,,,,,,,,,,
12624980,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,29,29,False,31.0,22.0,1.0,1.0,0.0,10.0,12.0,12.0,19.0,,9.0,,,,,,,73.0,49.0,6.7,15.0,0,,,7.0,10.0,2.0,2.0,1.0,,2.0,5.0,1.0,,2.0,,4.0,1.0,2.0,,,,,,,,,,,,,,
12624980,home,Al-Fayha,Renzo López,renzo-lopez,R. López,F,31,190.0,440,M,926513,EUR,766454400,F,9,9,False,14.0,8.0,1.0,1.0,0.0,5.0,6.0,3.0,9.0,,,,,,,,,90.0,22.0,6.4,10.0,0,,4.0,14.0,5.0,,,,,3.0,1.0,2.0,,1.0,,,11.0,,1.0,,,1.0,,,,,,,,,,
12624980,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,F,10,10,False,18.0,12.0,3.0,1.0,0.0,3.0,3.0,9.0,15.0,,1.0,,,,,,,90.0,35.0,5.9,16.0,0,,,13.0,3.0,3.0,3.0,,,4.0,2.0,6.0,,,,1.0,1.0,,,,,,fashionjr10,,,,,,,,,
12624980,home,Al-Fayha,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,True,5.0,5.0,,,0.0,3.0,3.0,2.0,2.0,1.0,1.0,,,,,,,17.0,9.0,6.5,1.0,0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12624980,home,Al-Fayha,Faris Abdi,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000,D,25,25,True,15.0,15.0,1.0,1.0,0.0,9.0,9.0,6.0,6.0,1.0,2.0,,,,,,,10.0,18.0,6.8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
