match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_totalContest,stat_outfielderBlock,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_dispossessed,stat_lastManTackle,stat_wonTackle,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_errorLeadToAGoal,captain,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_totalCross,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_clearanceOffLine,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_accurateCross,stat_hitWoodwork,stat_penaltyMiss
12764498,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2256,M,1084846,EUR,956361600,G,1,1,False,30.0,18.0,19.0,7.0,0.0,12.0,12.0,6.0,18.0,1.0,2.0,6.0,1.0,2.0,3.0,1.0,4.0,1.0,90.0,43.0,7.4,12.0,0.00195558,0,-0.3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Zeno Debast,zeno-debast,Z. Debast,D,6,191,3316,M,1126512,EUR,1066867200,D,6,6,False,32.0,29.0,5.0,2.0,0.0,27.0,28.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,90.0,38.0,6.5,4.0,0.00050953,0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4998,M,1394342,EUR,1070496000,D,26,26,False,21.0,20.0,,,0.0,20.0,21.0,,,2.0,5.0,3.0,,,,,,,90.0,32.0,6.4,1.0,0.00023015,1,,Ousmane,Diomande,3.0,,1.0,ousdiomande,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0555,,,,,,,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1358,M,797648,EUR,793065600,D,2,2,False,31.0,26.0,5.0,2.0,0.0,23.0,27.0,3.0,4.0,3.0,1.0,3.0,,,,,,,75.0,45.0,7.1,7.0,0.00094018,0,,,,1.0,,2.0,,,1.0,,,,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Geovany Quenda,geovany-quenda,G. Quenda,M,7,172,12866,M,1403165,EUR,1177891200,M,57,57,False,20.0,13.0,3.0,2.0,1.0,7.0,9.0,6.0,11.0,5.0,,4.0,2.0,,,,,,85.0,30.0,7.3,8.0,0.212955,1,,Geovany,Quenda,2.0,1.0,,GeoQuenda07,,1.0,1.0,,1.0,2.0,,,0.0486,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3110,M,926560,EUR,800064000,M,5,5,False,12.0,11.0,1.0,,0.0,9.0,9.0,2.0,3.0,5.0,4.0,1.0,1.0,,,,,,75.0,23.0,6.1,2.0,0.0004882,0,,Hidemasa,Morita,3.0,,,,1.0,3.0,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4430,M,859917,EUR,930268800,M,42,42,False,16.0,14.0,1.0,,0.0,10.0,11.0,4.0,5.0,2.0,,2.0,1.0,,,,,,90.0,24.0,6.7,3.0,0.0721026,0,,Morten,Hjulmand,2.0,,,,2.0,,,,1.0,1.0,,,,,,1.0,,,,,True,1.0,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Maximiliano Araújo,maximiliano-araujo,M. Araújo,M,20,179,3568,M,929193,EUR,950572800,M,20,20,False,16.0,12.0,1.0,,0.0,11.0,12.0,1.0,4.0,3.0,1.0,4.0,,,,,,,75.0,33.0,7.1,6.0,0.0010169,1,,Maximiliano,Araújo,9.0,1.0,2.0,,1.0,,5.0,,1.0,3.0,,1.0,0.3309,1.0,,2.0,,,,,,,1.0,1.0,0.1321,,,,,,,,,,,,
12764498,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11957,M,830431,EUR,946425600,F,17,17,False,9.0,8.0,,,0.0,1.0,2.0,7.0,7.0,3.0,1.0,4.0,1.0,,,,,,88.0,22.0,6.9,7.0,0.00628725,1,,Francisco,Trincão,4.0,2.0,,trincao,,,,,,2.0,,1.0,0.0254,1.0,,2.0,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,
12764498,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8291,M,895764,EUR,898992000,F,8,8,False,15.0,15.0,1.0,1.0,1.0,7.0,7.0,8.0,9.0,7.0,2.0,2.0,1.0,,,,,,90.0,31.0,8.3,5.0,0.198801,0,,,,3.0,2.0,1.0,pedroogoncalves28,,1.0,,,1.0,3.0,,1.0,,2.0,,2.0,3.0,,4.0,,,1.0,,,,,1.0,2.0,1.0,,,,,,,,
12764498,home,Sporting CP,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,197644,M,804508,EUR,896918400,F,9,9,False,12.0,7.0,,,0.0,2.0,3.0,5.0,9.0,,1.0,1.0,,,,,,,90.0,27.0,9.1,12.0,0.0117786,5,,,,4.0,1.0,1.0,VGyökeres,1.0,,,,,,,2.0,2.4089,,,,,,,,,6.0,5.0,3.0,2.4397,,,,,2.0,1.0,,,,,,
12764498,home,Sporting CP,Jeremiah St. Juste,jeremiah-st-juste,J. St. Juste,D,8,185,1168,M,787640,EUR,845683200,D,3,3,True,6.0,5.0,1.0,,0.0,5.0,6.0,,,1.0,,1.0,1.0,,,,,,15.0,8.0,6.6,1.0,2.683e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Daniel Bragança,daniel-braganca,D. Bragança,M,23,178,1430,M,861979,EUR,927763200,M,23,23,True,3.0,1.0,1.0,,0.0,,,1.0,3.0,,,,,,,,,,15.0,5.0,6.6,2.0,0.0004974,0,,Daniel,Bragança,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Geny Catamo,geny-catamo,G. Catamo,M,10,172,11085,M,1001140,EUR,980467200,M,21,21,True,3.0,2.0,,,0.0,,1.0,2.0,2.0,2.0,,,1.0,,,,,,15.0,8.0,7.2,2.0,0.129563,0,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
12764498,home,Sporting CP,Eduardo Quaresma,eduardo-quaresma,E. Quaresma,D,72,185,2177,M,989841,EUR,1015027200,D,72,72,True,,,,,0.0,,,,,3.0,,,,,,,,,11.0,7.0,6.7,2.0,,0,,Eduardo,Quaresma,4.0,,,,,,3.0,,,3.0,,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Conrad Harder,harder-conrad,C. Harder,F,11,186,4729,M,1494826,EUR,1112832000,F,19,19,True,2.0,1.0,,,0.0,1.0,2.0,,,2.0,,,,,,,,,2.0,3.0,,1.0,3.53e-06,0,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Vladan Kovačević,vladan-kovacevic,V. Kovačević,G,1,191,1481,M,857997,EUR,892252800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Diogo Pinto,diogo-pinto,D. Pinto,G,1,194,516,M,1142575,EUR,1087516800,G,51,51,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,675,M,97000,EUR,737510400,D,47,47,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,Iván Fresneda,ivan-fresneda,I. Fresneda,D,22,183,1958,M,1167818,EUR,1096243200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764498,home,Sporting CP,João Simões,joao-simoes,J. Simões,M,52,178,1499,M,1410209,EUR,1168041600,M,52,52,True,,,,,,,,,,,,,,,,,,,,,,,,0,,João Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
