match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_aerialLost,stat_fouls,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_goalAssist,stat_goals
10407093,home,KAS Eupen,Lennart Moser,lennart-moser,L. Moser,G,99,196.0,55,M,886064,EUR,944438400.0,G,1,1,False,27.0,15.0,17.0,5.0,10.0,13.0,5.0,14.0,2.0,11.0,1.0,2.0,2.0,90.0,37.0,6.8,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407093,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191.0,44,M,921951,EUR,966556800.0,D,2,2,False,27.0,19.0,4.0,1.0,7.0,7.0,14.0,25.0,6.0,6.0,,,,90.0,56.0,7.3,13.0,1,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,
10407093,home,KAS Eupen,Rune Paeshuyse,rune-paeshuyse,R. Paeshuyse,D,28,187.0,34,M,1020435,EUR,1017273600.0,D,28,28,False,33.0,25.0,3.0,3.0,21.0,24.0,4.0,9.0,2.0,5.0,,,,90.0,46.0,7.1,8.0,0,,,,3.0,,,3.0,,3.0,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
10407093,home,KAS Eupen,Boris Lambert,lambert-boris,B. Lambert,M,35,187.0,94,M,936240,EUR,955324800.0,D,35,35,False,51.0,40.0,11.0,3.0,29.0,32.0,11.0,19.0,5.0,6.0,,,,90.0,65.0,6.5,11.0,1,,,4.0,6.0,,,5.0,,2.0,1.0,1.0,,,4.0,,,2.0,1.0,,,,,,,,,,,
10407093,home,KAS Eupen,Jason Davidson,jason-davidson,J. Davidson,D,2,180.0,75,M,105350,EUR,678153600.0,D,3,3,False,41.0,34.0,4.0,2.0,9.0,11.0,26.0,33.0,1.0,7.0,,,,88.0,58.0,6.9,12.0,3,3.0,1.0,1.0,3.0,1.0,1.0,,,1.0,,,,,,2.0,2.0,,,2.0,,,,,,,,,,
10407093,home,KAS Eupen,Stef Peeters,stef-peeters,S. Peeters,M,8,188.0,81,M,201988,EUR,697593600.0,M,8,8,False,53.0,40.0,7.0,5.0,10.0,11.0,31.0,46.0,3.0,6.0,1.0,,,90.0,66.0,7.3,19.0,2,4.0,1.0,1.0,5.0,1.0,1.0,2.0,,,,,,,1.0,3.0,4.0,1.0,1.0,,True,1.0,2.0,2.0,,,,,,
10407093,home,KAS Eupen,James Jeggo,james-jeggo,J. Jeggo,M,,179.0,44,M,184791,EUR,697852800.0,M,4,4,False,34.0,25.0,3.0,2.0,16.0,20.0,9.0,14.0,6.0,4.0,,,,88.0,45.0,6.8,9.0,0,,,2.0,5.0,,,1.0,,3.0,4.0,2.0,,,3.0,,,2.0,,,,,,,,,,,,
10407093,home,KAS Eupen,Isaac Christie-Davies,isaac-christie-davies,I. Christie-Davies,M,15,188.0,42,M,838613,EUR,877132800.0,M,23,23,False,43.0,35.0,3.0,1.0,8.0,11.0,27.0,33.0,4.0,7.0,,,,88.0,55.0,7.2,12.0,1,1.0,,1.0,2.0,,,1.0,1.0,1.0,3.0,3.0,,,,2.0,3.0,,,1.0,,,,2.0,,,,,,
10407093,home,KAS Eupen,Regan Charles-Cook,regan-charles-cook,R. Charles-Cook,F,77,175.0,62,M,803116,EUR,857174400.0,F,10,10,False,18.0,15.0,1.0,,2.0,2.0,13.0,17.0,4.0,1.0,1.0,,,74.0,30.0,6.6,8.0,1,1.0,,,3.0,2.0,,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,2.0,,2.0,2.0,,,,,
10407093,home,KAS Eupen,Konan N'Dri,ndri-konan,K. N'Dri,F,11,174.0,429,M,978327,EUR,972604800.0,F,11,11,False,17.0,11.0,,,2.0,2.0,9.0,15.0,2.0,2.0,1.0,,,60.0,31.0,6.1,13.0,4,,,,9.0,1.0,1.0,,,,1.0,,,,2.0,4.0,,1.0,1.0,2.0,,,,5.0,1.0,1.0,2.0,,,
