match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_sofascoreId,stat_challengeLost,stat_shotOffTarget,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_wasFouled,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_penaltyWon,stat_totalOffside,captain,stat_goals,stat_bigChanceMissed,player_firstName,player_lastName,stat_penaltyFaced,stat_punches,stat_errorLeadToAShot,stat_outfielderBlock,stat_penaltyConceded
10408588,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,25.0,21.0,13.0,9.0,17.0,19.0,4.0,6.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,90.0,32.0,6.8,4.0,0.0,0.0,0.00575267,0,0.8609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408588,home,Real Sociedad,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,18,18,False,39.0,36.0,1.0,1.0,16.0,16.0,21.0,25.0,1.0,3.0,1.0,6.0,,,,,90.0,58.0,6.9,9.0,0.0586,0.0,0.202324,1,,2.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408588,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,881,M,838159,EUR,859680000,D,5,5,False,27.0,25.0,1.0,1.0,16.0,17.0,9.0,10.0,,3.0,2.0,2.0,,,,,63.0,31.0,6.1,3.0,0.0,0.0,0.00201649,0,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
10408588,home,Real Sociedad,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,787751,EUR,847670400,D,24,24,False,48.0,41.0,5.0,1.0,27.0,29.0,14.0,19.0,3.0,7.0,3.0,6.0,,,,,90.0,56.0,6.2,9.0,0.0545,0.0,0.011566,1,,,,4.0,5.0,1.0,,1.0,1.0,1.0,2.0,,lenormand_r,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10408588,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,419,M,966441,EUR,871689600,D,12,12,False,33.0,29.0,3.0,2.0,14.0,14.0,15.0,21.0,1.0,3.0,1.0,6.0,,,,,90.0,56.0,6.7,13.0,0.0826,0.0443,0.0190776,2,,2.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10408588,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,M,14,14,False,36.0,31.0,,,6.0,6.0,28.0,38.0,,4.0,,3.0,,,,,90.0,58.0,8.8,13.0,0.162,0.2363,0.981018,4,,8.0,3.0,,7.0,,,,1.0,1.0,1.0,6.0,KuboTake,2.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,,,,,,,,,,
10408588,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,3,3,False,47.0,41.0,2.0,1.0,21.0,22.0,20.0,25.0,2.0,5.0,,2.0,,,,,90.0,55.0,6.7,8.0,0.0,0.0,0.137447,0,,,,,2.0,,,2.0,2.0,,,1.0,martin_zubimendi,1.0,,,,,,,2.0,,,,,,,,,,,,,,
10408588,home,Real Sociedad,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,8,8,False,43.0,32.0,3.0,,12.0,14.0,20.0,31.0,1.0,9.0,,7.0,,,,,90.0,55.0,6.3,16.0,0.0,0.0,0.104427,0,,2.0,,3.0,5.0,2.0,,1.0,1.0,1.0,3.0,2.0,mikelmerino,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
10408588,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,M,10,10,False,18.0,14.0,2.0,2.0,3.0,3.0,14.0,23.0,,4.0,,3.0,,,,,63.0,31.0,7.0,10.0,0.7884,0.9919,0.153631,1,,8.0,3.0,,1.0,,,,,,5.0,2.0,mikel10oyar,,,,1.0,,1.0,,1.0,,,,,True,1.0,,,,,,,,
10408588,home,Real Sociedad,David Silva,david-silva,D. Silva,M,,170,2751,,11781,EUR,505526400,F,21,21,False,46.0,38.0,2.0,1.0,11.0,13.0,27.0,34.0,,4.0,,9.0,,,,,90.0,59.0,7.6,11.0,1.0102,1.5457,0.146308,4,,1.0,,,2.0,,,2.0,,,3.0,1.0,,1.0,1.0,2.0,3.0,,2.0,,,,,,,,1.0,1.0,,,,,,,
