match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_lastManTackle,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
14035840,home,KRC Genk,Tobias Okiki Lawal,,,tobias-okiki-lawal,T. O. Lawal,G,26,195.0,270,M,990025,EUR,960336000,G,26,26,False,16.0,14.0,2.0,0.0,14.0,15.0,1.0,9.0,3.0,4.0,90.0,27.0,6.9,2.0,7.664e-05,0.3035,0,0.0085999999999999,0.05,0.02,0.14,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035840,home,KRC Genk,Zakaria El Ouahdi,,,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172.0,3909,M,1134470,EUR,1009756800,D,77,77,False,35.0,32.0,3.0,0.0,19.0,20.0,15.0,2.0,,,90.0,57.0,7.9,7.0,0.0888646,,4,,0.22,0.13,-0.12,,z.elouahdi,1.0,13.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.4268,0.9572,1.0,0.5,,,,,,,,,,,,,,,
14035840,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185.0,237,M,935309,EUR,952992000,D,3,3,False,106.0,101.0,3.0,0.0,51.0,53.0,53.0,3.0,,,90.0,128.0,7.4,8.0,0.0184197,,0,,0.19,0.22,0.57,,,2.0,50.0,,2.0,,2.0,4.0,,,,,,,8.0,4.0,1.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,
14035840,home,KRC Genk,Matte Smets,,,smets-matte,M. Smets,D,6,184.0,963,M,1392905,EUR,1073174400,D,6,6,False,122.0,116.0,10.0,0.0,60.0,63.0,59.0,4.0,,,90.0,135.0,7.7,6.0,0.025859,,0,,0.29,0.38,-0.06,,,7.0,56.0,,,1.0,,7.0,,,,,,,6.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,
14035840,home,KRC Genk,Joris Kayembe,,,joris-kayembe-ditu,J. Kayembe,D,18,180.0,4977,M,354046,EUR,776304000,D,18,18,False,74.0,70.0,1.0,0.0,29.0,30.0,44.0,3.0,,,83.0,87.0,6.5,7.0,0.0987756,,1,,0.07,0.15,-0.22,,joriskayembe23,,41.0,3.0,,,4.0,1.0,,,,,,,1.0,,,,1.0,0.0359,,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,
14035840,home,KRC Genk,Nikolas Sattlberger,,,sattlberger-nikolas,N. Sattlberger,M,24,191.0,235,M,1086072,EUR,1074384000,M,24,24,False,38.0,36.0,,1.0,19.0,20.0,18.0,2.0,,,72.0,46.0,6.8,3.0,0.129848,,0,,0.25,0.11,0.15,,,,17.0,,2.0,1.0,6.0,3.0,1.0,,,,,,1.0,2.0,2.0,,,,,1.0,,,,,,,,1.0,3.0,1.0,,,,,,
14035840,home,KRC Genk,Bryan Heynen,,,heynen-bryan,B. Heynen,M,8,181.0,436,M,801025,EUR,855187200,M,8,8,False,111.0,103.0,6.0,0.0,40.0,42.0,69.0,7.0,,,90.0,124.0,7.0,11.0,0.0513732,,1,,0.31,0.11,-0.01,,,4.0,63.0,1.0,2.0,1.0,9.0,6.0,2.0,1.0,,,,,1.0,3.0,2.0,,1.0,0.0638,,1.0,0.03,,,,1.0,1.0,1.0,2.0,4.0,,True,,,,,
14035840,home,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179.0,987,M,1099462,EUR,1012780800,M,7,7,False,59.0,48.0,2.0,0.0,13.0,16.0,43.0,2.0,,,90.0,80.0,7.4,24.0,0.400474,,0,,0.64,0.28,-0.11,,,2.0,35.0,10.0,1.0,,2.0,2.0,2.0,2.0,,,,,,,,2.0,,,,2.0,,,,,1.0,,,,,,,,,,,
14035840,home,KRC Genk,Konstantinos Karetsas,,,konstantinos-karetsas,K. Karetsas,M,20,171.0,6599,M,1468744,EUR,1195430400,M,20,20,False,47.0,39.0,4.0,0.0,13.0,13.0,34.0,2.0,,,87.0,67.0,6.9,19.0,0.176309,,0,,0.21,0.14,-0.04,,,4.0,26.0,7.0,,,3.0,3.0,1.0,,,,,,,,,3.0,3.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,
14035840,home,KRC Genk,Noah Adedeji-Sternberg,Noah Adedeji-Sternberg,,noah-adedeji-sternberg,N. Adedeji-Sternberg,M,32,182.0,619,M,1512197,EUR,1119139200,M,32,32,False,41.0,34.0,1.0,0.0,7.0,7.0,34.0,1.0,,,72.0,56.0,6.3,15.0,0.171403,,3,,-0.08,0.56,-0.16,,,,27.0,,,,7.0,2.0,5.0,1.0,3.0,,,,,,,3.0,1.0,0.2503,,2.0,-0.62,,,,2.0,1.0,,,,1.0,,,,,,
