match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_wasFouled,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_goals,stat_goalAssist
11406912,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,True,38.0,28.0,20.0,10.0,21.0,23.0,7.0,15.0,12.0,1.0,2.0,90.0,48.0,6.5,10.0,0.0030126,0,-1.2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406912,home,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184,149,M,158235,EUR,723081600,D,26,26,False,,46.0,40.0,4.0,1.0,29.0,31.0,11.0,15.0,5.0,,,75.0,49.0,6.3,7.0,0.00167676,0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406912,home,Torino,Matteo Lovato,lovato-matteo,M. Lovato,D,20,188,274,M,982601,EUR,950486400,D,6,6,False,,60.0,58.0,3.0,1.0,42.0,42.0,16.0,18.0,8.0,,,90.0,67.0,6.7,2.0,0.00629781,0,,,,4.0,5.0,,1.0,2.0,5.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
11406912,home,Torino,Adam Masina,adam-masina,A. Masina,D,,189,5428,M,259995,EUR,757468800,D,5,5,False,,56.0,46.0,4.0,1.0,28.0,31.0,18.0,25.0,1.0,,,85.0,65.0,6.6,10.0,0.0109293,1,,,,2.0,3.0,4.0,2.0,3.0,3.0,,,,1.0,1.0,1.0,0.0127,,,,,,,,,,,,,,,,,,
11406912,home,Torino,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2480,M,826185,EUR,958521600,M,19,19,False,,42.0,35.0,2.0,1.0,17.0,19.0,22.0,33.0,7.0,,,90.0,77.0,7.6,16.0,0.234016,1,,,,2.0,4.0,,,2.0,10.0,,,,,,1.0,0.023,10.0,4.0,1.0,9.0,8.0,1.0,4.0,,,,,,,,,,,
11406912,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,False,,48.0,36.0,6.0,2.0,17.0,21.0,19.0,28.0,7.0,,,75.0,51.0,6.2,14.0,0.00917706,0,,,,,3.0,,1.0,1.0,1.0,,,,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
11406912,home,Torino,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185,1776,M,877371,EUR,984787200,M,8,8,False,,33.0,28.0,1.0,1.0,16.0,18.0,15.0,19.0,5.0,,,55.0,45.0,7.2,8.0,0.1091,1,,,,1.0,2.0,1.0,,1.0,3.0,,,,1.0,,,0.0586,4.0,3.0,,,,2.0,4.0,1.0,2.0,,,,,,,,,
11406912,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,M,20,20,False,,39.0,36.0,4.0,3.0,14.0,14.0,25.0,34.0,5.0,,,90.0,65.0,7.1,12.0,0.330694,1,,,,,1.0,3.0,,,1.0,,,,,,1.0,0.0801,9.0,3.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,
11406912,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,16,16,False,,42.0,38.0,2.0,1.0,8.0,8.0,32.0,38.0,8.0,,,90.0,61.0,8.0,9.0,0.287576,4,,,,1.0,4.0,,,,6.0,,2.0,1.0,2.0,1.0,2.0,0.2294,4.0,2.0,1.0,4.0,4.0,2.0,5.0,1.0,,niksivlasic_,1.0,0.209,,,,,,
11406912,home,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,99,181,3538,M,333261,EUR,825897600,F,9,9,False,,21.0,18.0,1.0,1.0,6.0,6.0,12.0,15.0,4.0,,,90.0,34.0,7.2,4.0,0.045706,5,,,,4.0,6.0,1.0,,6.0,8.0,,,,1.0,,2.0,0.5268,,,1.0,1.0,1.0,,2.0,2.0,1.0,,1.0,0.2508,1.0,1.0,,,,
11406912,home,Torino,Duván Zapata,duvan-zapata,D. Zapata,F,91,189,6003,M,38162,EUR,670464000,F,91,91,False,,20.0,15.0,,,5.0,5.0,10.0,17.0,,,,90.0,51.0,7.5,19.0,0.188986,6,,,,3.0,11.0,,,6.0,14.0,,3.0,1.0,2.0,1.0,4.0,0.3392,2.0,,1.0,6.0,2.0,7.0,2.0,1.0,3.0,duvanzapata91,1.0,0.0649,,,1.0,,,
11406912,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,True,,22.0,22.0,1.0,1.0,11.0,11.0,11.0,13.0,1.0,,,35.0,28.0,6.7,3.0,0.0135711,2,,,,1.0,2.0,,,,,,,,,,1.0,0.1793,2.0,,,1.0,,,,,,,1.0,0.1136,,,,,,
11406912,home,Torino,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,True,,26.0,25.0,5.0,5.0,8.0,8.0,17.0,18.0,1.0,,,15.0,28.0,7.1,1.0,0.0265705,0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11406912,home,Torino,Gvidas Gineitis,gineitis-gvidas,G. Gineitis,M,66,191,1446,M,1030829,EUR,1081987200,M,66,66,True,,11.0,10.0,1.0,1.0,2.0,2.0,9.0,10.0,1.0,,,15.0,14.0,6.7,1.0,0.0167257,1,,,,1.0,1.0,,,,,1.0,,,,,,0.0237,1.0,1.0,,,,,,1.0,,,,,,,,,,
