match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_challengeLost,stat_aerialLost,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_wasFouled,stat_goalAssist,stat_penaltyWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,player_firstName,player_lastName,stat_hitWoodwork,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded
11396439,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,22.0,22.0,7.0,7.0,22.0,22.0,1.0,1.0,6.0,2.0,1.0,1.0,90.0,30.0,6.9,0.0,0.0,0.00014698,0,0.2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396439,home,Bayer 04 Leverkusen,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9920,M,973437,EUR,978566400,D,6,6,False,,84.0,77.0,5.0,3.0,37.0,37.0,1.0,3.0,13.0,,,,90.0,101.0,7.9,0.052,0.0,0.252659,1,,odilonkossounou,40.0,47.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,10.0,3.0,,,,,,,,,,,,,,,,,,
11396439,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,76.0,72.0,5.0,3.0,46.0,46.0,2.0,3.0,4.0,,,,90.0,82.0,6.6,0.0,0.0,0.0244038,0,,jonatah,26.0,30.0,2.0,,1.0,1.0,,,4.0,1.0,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,
11396439,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,110.0,105.0,5.0,5.0,46.0,49.0,3.0,6.0,9.0,,,,90.0,121.0,7.0,0.0,0.0,0.0891813,0,,edmondtapsoba,59.0,61.0,6.0,2.0,1.0,,,,1.0,,3.0,2.0,1.0,1.0,9.0,,,2.0,,,,,,,,,,,,,,,,
11396439,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,M,30,30,False,,37.0,33.0,2.0,1.0,7.0,8.0,,7.0,6.0,,,,79.0,72.0,7.7,0.1305,0.1713,0.123653,2,,jeremie_frimpong,27.0,35.0,4.0,1.0,6.0,4.0,1.0,1.0,,,,,2.0,1.0,14.0,2.0,,,6.0,1.0,1.0,3.0,,,,,,,,,,,,
11396439,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,False,,108.0,99.0,5.0,4.0,28.0,29.0,1.0,5.0,8.0,,,,71.0,116.0,8.9,0.0,0.0,0.519657,0,,exepalaciosok,71.0,79.0,5.0,1.0,1.0,1.0,2.0,,2.0,1.0,3.0,3.0,,4.0,10.0,3.0,,,,,,,2.0,,,,,,,,,,,
11396439,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,124.0,117.0,5.0,5.0,58.0,59.0,3.0,4.0,5.0,,,,90.0,127.0,7.6,0.0,0.0,0.0793746,0,,Granit_Xhaka,59.0,65.0,1.0,,,,1.0,,,,,,1.0,1.0,8.0,2.0,,,,,,1.0,,,,,,,,,,,,
11396439,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,,58.0,54.0,3.0,3.0,20.0,20.0,,4.0,2.0,,,,85.0,76.0,8.3,0.1965,0.0181,0.127681,1,,grimaldo35,35.0,43.0,1.0,,,,1.0,,1.0,,2.0,1.0,1.0,,9.0,2.0,,1.0,5.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,
11396439,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,F,7,7,False,,64.0,56.0,1.0,1.0,16.0,17.0,,,3.0,,,,90.0,81.0,7.7,0.7522,0.662,0.193465,4,,,40.0,51.0,1.0,,,,2.0,1.0,,,,,3.0,,15.0,2.0,,1.0,4.0,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,
11396439,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,,54.0,49.0,1.0,1.0,4.0,4.0,,4.0,3.0,,,,71.0,72.0,7.6,0.2788,0.0547,0.127962,3,,FWirtz,45.0,50.0,4.0,2.0,2.0,2.0,1.0,,,,2.0,1.0,4.0,,12.0,3.0,1.0,1.0,,,1.0,,,,1.0,2.0,,,,,,,,
