match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_aerialLost,stat_shotOffTarget,stat_hitWoodwork,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,stat_goals,stat_goalAssist
10407379,home,KAS Eupen,Lennart Moser,lennart-moser,L. Moser,G,99,196,55,M,886064,EUR,944438400,G,1,1,False,27.0,13.0,21.0,8.0,9.0,12.0,4.0,15.0,1.0,8.0,1.0,3.0,1.0,90.0,36.0,6.9,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407379,home,KAS Eupen,Loic Bessile,loic-bessile,L. Bessile,D,29,183,84,M,826213,EUR,919382400,D,5,5,False,9.0,8.0,1.0,1.0,5.0,5.0,3.0,4.0,1.0,1.0,,,,28.0,12.0,6.6,1.0,0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10407379,home,KAS Eupen,Oleksandr Filin,oleksandr-filin,O. Filin,D,25,179,38,M,788155,EUR,835660800,D,4,4,False,31.0,20.0,10.0,4.0,13.0,18.0,7.0,13.0,3.0,9.0,,,,90.0,38.0,6.7,11.0,0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10407379,home,KAS Eupen,Jason Davidson,jason-davidson,J. Davidson,D,2,180,74,M,105350,EUR,678153600,D,3,3,False,42.0,27.0,9.0,3.0,12.0,21.0,15.0,22.0,1.0,7.0,,,,90.0,69.0,6.6,20.0,0,2.0,4.0,1.0,2.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10407379,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191,45,M,921951,EUR,966556800,M,2,2,False,21.0,17.0,6.0,3.0,9.0,11.0,9.0,12.0,3.0,6.0,,,,84.0,41.0,7.2,7.0,0,1.0,3.0,,3.0,3.0,,1.0,1.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,
10407379,home,KAS Eupen,Boris Lambert,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,M,35,35,False,38.0,27.0,9.0,5.0,10.0,15.0,17.0,23.0,,5.0,,,,90.0,59.0,7.3,15.0,1,6.0,11.0,3.0,2.0,2.0,7.0,,5.0,,,,,,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,
10407379,home,KAS Eupen,Gary Magnee,magnee-gary,G. Magnee,M,15,173,149,M,990265,EUR,939686400,M,15,15,False,33.0,19.0,5.0,2.0,10.0,12.0,9.0,21.0,1.0,9.0,,,,90.0,51.0,6.3,19.0,2,10.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,,3.0,2.0,1.0,4.0,,1.0,2.0,,,,3.0,,,,,,,,
10407379,home,KAS Eupen,Regan Charles-Cook,regan-charles-cook,R. Charles-Cook,F,77,175,63,M,803116,EUR,857174400,M,10,10,False,28.0,21.0,2.0,1.0,14.0,17.0,7.0,12.0,1.0,3.0,,,,90.0,38.0,6.4,11.0,0,5.0,3.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,,,2.0,,,2.0,1.0,1.0,2.0,,,,,,,
10407379,home,KAS Eupen,Stef Peeters,stef-peeters,S. Peeters,M,8,188,82,M,201988,EUR,697593600,F,8,8,False,34.0,24.0,4.0,3.0,13.0,16.0,13.0,25.0,1.0,4.0,,,,90.0,52.0,6.5,18.0,1,8.0,,3.0,,,,,,,,7.0,1.0,,,2.0,2.0,,,,,1.0,2.0,,True,1.0,,,,,
10407379,home,KAS Eupen,Konan N'Dri,ndri-konan,K. N'Dri,F,11,174,435,M,978327,EUR,972604800,F,11,11,False,16.0,9.0,,,4.0,6.0,5.0,10.0,,5.0,,,,84.0,34.0,6.3,17.0,1,9.0,4.0,3.0,3.0,2.0,,,1.0,,,,4.0,1.0,6.0,2.0,,1.0,,,,2.0,,4.0,,1.0,,,,,
10407379,home,KAS Eupen,Djeidi Gassama,djeidi-gassama,D. Gassama,F,23,178,891,M,1142674,EUR,1063152000,F,25,25,False,9.0,7.0,1.0,1.0,2.0,3.0,5.0,6.0,,2.0,,,,74.0,25.0,6.4,11.0,2,7.0,2.0,,,,1.0,,1.0,,,,2.0,,4.0,3.0,,,,,1.0,1.0,2.0,1.0,,1.0,1.0,,,,
10407379,home,KAS Eupen,Rune Paeshuyse,rune-paeshuyse,R. Paeshuyse,D,28,187,35,M,1020435,EUR,1017273600,D,28,28,True,28.0,19.0,6.0,1.0,14.0,19.0,5.0,9.0,,2.0,,,,62.0,30.0,6.2,10.0,0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10407379,home,KAS Eupen,Smail Prevljak,smail-prevljak,S. Prevljak,F,9,187,589,M,580658,EUR,800064000,F,9,9,True,3.0,3.0,,,,,3.0,3.0,,3.0,,,,16.0,7.0,6.7,3.0,1,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
10407379,home,KAS Eupen,Ibrahim Diakité,ibrahim-diakite,I. Diakité,D,2,178,2182,M,1168646,EUR,1067558400,D,27,27,True,4.0,3.0,,,1.0,2.0,2.0,2.0,,1.0,,,,11.0,6.0,6.5,1.0,0,1.0,,,,,,,,Ibrahim Diakité,,,,,,,,1.0,,,,,,,,,,,,,
10407379,home,KAS Eupen,Davo,davo,Davo,M,37,178,82,M,912046,EUR,787708800,M,13,13,True,6.0,5.0,,,,1.0,5.0,5.0,,1.0,,,,11.0,9.0,6.6,1.0,1,,2.0,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,1.0,,,
10407379,home,KAS Eupen,Abdul Manaf Nurudeen,abdul-manaf-nurudeen,A. M. Nurudeen,G,33,190,505,M,886219,EUR,918432000,G,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407379,home,KAS Eupen,Brandon Baiye,baiye-brandon,B. Baiye,M,6,177,82,M,861975,EUR,977875200,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407379,home,KAS Eupen,Isaac Christie-Davies,isaac-christie-davies,I. Christie-Davies,M,34,188,41,M,838613,EUR,877132800,M,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407379,away,RSC Anderlecht,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4218,M,994363,EUR,1029628800,G,16,16,False,41.0,31.0,16.0,7.0,29.0,34.0,2.0,7.0,,9.0,1.0,1.0,,90.0,49.0,7.2,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10407379,away,RSC Anderlecht,Zeno Debast,zeno-debast,Z. Debast,D,6,191,3329,M,1126512,EUR,1066867200,D,56,56,False,68.0,54.0,16.0,8.0,40.0,44.0,14.0,25.0,1.0,10.0,,,,90.0,81.0,7.0,18.0,0,5.0,5.0,1.0,2.0,2.0,,,3.0,,,1.0,3.0,2.0,1.0,3.0,,,,,1.0,,,,,,,,,,
10407379,away,RSC Anderlecht,Jan Vertonghen,jan-vertonghen,J. Vertonghen,D,,189,1673,M,16921,EUR,546220800,D,14,14,False,69.0,63.0,13.0,10.0,48.0,49.0,15.0,20.0,4.0,4.0,,,,90.0,79.0,7.5,6.0,1,2.0,3.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,,,True,,,,,,
10407379,away,RSC Anderlecht,Moussa Ndiaye,moussa-ndiaye,M. Ndiaye,D,16,181,1546,M,982315,EUR,1024358400,D,5,5,False,46.0,41.0,3.0,2.0,24.0,26.0,17.0,21.0,3.0,6.0,,,,87.0,79.0,7.0,17.0,1,6.0,9.0,1.0,3.0,2.0,,1.0,,,,1.0,6.0,4.0,3.0,,,1.0,1.0,,2.0,,2.0,,,,,,,,
10407379,away,RSC Anderlecht,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3627,M,839493,EUR,823996800,M,62,62,False,40.0,25.0,10.0,3.0,9.0,14.0,16.0,27.0,3.0,9.0,,,,90.0,63.0,6.8,21.0,1,2.0,3.0,,1.0,,2.0,,1.0,,,1.0,,,3.0,1.0,,2.0,,,,,,,,1.0,,,,,
10407379,away,RSC Anderlecht,Amadou Diawara,amadou-diawara,A. Diawara,M,24,183,1862,M,788895,EUR,869097600,M,21,21,False,49.0,39.0,6.0,2.0,19.0,24.0,20.0,25.0,,8.0,,,,90.0,56.0,6.8,11.0,0,2.0,3.0,2.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,
10407379,away,RSC Anderlecht,Majeed Ashimeru,majeed-ashimeru,M. Ashimeru,M,18,182,1285,M,901149,EUR,876441600,M,18,18,False,50.0,45.0,3.0,3.0,20.0,21.0,25.0,29.0,,11.0,,,,77.0,73.0,8.4,7.0,1,3.0,14.0,,7.0,6.0,,1.0,1.0,,,,3.0,3.0,1.0,1.0,,1.0,1.0,,4.0,2.0,1.0,,,,,,,,
10407379,away,RSC Anderlecht,Francis Amuzu,amuzu-francis,F. Amuzu,M,9,170,1932,M,901889,EUR,935366400,M,7,7,False,31.0,28.0,,,6.0,7.0,22.0,29.0,,3.0,,,,90.0,50.0,6.9,12.0,4,3.0,3.0,,,,,,,,,5.0,3.0,1.0,1.0,,,,2.0,,2.0,1.0,1.0,,,1.0,1.0,,,,
10407379,away,RSC Anderlecht,Anders Dreyer,anders-dreyer,A. Dreyer,F,10,174,2337,M,809280,EUR,894067200,F,36,36,False,36.0,24.0,3.0,1.0,8.0,10.0,16.0,30.0,1.0,5.0,,,,90.0,50.0,6.6,21.0,2,4.0,2.0,1.0,,,,,,,,4.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,
10407379,away,RSC Anderlecht,Benito Raman,benito-raman,B. Raman,F,14,172,396,M,94300,EUR,784166400,F,9,9,False,11.0,8.0,,,2.0,4.0,7.0,9.0,,1.0,,,,77.0,22.0,7.2,6.0,2,4.0,,,,,,,1.0,,,2.0,2.0,,,,1.0,2.0,,,,,,2.0,,,2.0,,,1.0,
10407379,away,RSC Anderlecht,Lior Refaelov,lior-refaelov,L. Refaelov,M,,176,246,M,18911,EUR,514857600,F,11,11,False,20.0,14.0,4.0,1.0,1.0,2.0,13.0,21.0,,2.0,,,,37.0,32.0,7.0,11.0,0,1.0,4.0,,,,,,,,,3.0,1.0,1.0,2.0,2.0,,,,,3.0,1.0,,,,,,,,,
10407379,away,RSC Anderlecht,Kristian Arnstad,kristian-arnstad,K. Arnstad,M,10,171,574,M,984989,EUR,1062892800,M,61,61,True,18.0,13.0,2.0,,1.0,1.0,13.0,19.0,2.0,2.0,,,,53.0,32.0,7.4,8.0,1,1.0,3.0,,2.0,,,,,,,2.0,,,2.0,,1.0,1.0,,,1.0,2.0,,,,,1.0,,,,1.0
10407379,away,RSC Anderlecht,Marco Kana,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,D,55,55,True,4.0,1.0,1.0,,,,1.0,4.0,,,,,,13.0,4.0,6.5,3.0,0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10407379,away,RSC Anderlecht,Mario Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177,3682,M,1101702,EUR,1096416000,M,29,29,True,4.0,,1.0,,,2.0,,2.0,1.0,2.0,,,,13.0,8.0,6.2,5.0,0,3.0,1.0,1.0,,,1.0,,,Mathieu,Stroeykens,,,,,,,1.0,,,,,1.0,,,,,,,,
10407379,away,RSC Anderlecht,Hannes Delcroix,hannes-delcroix,H. Delcroix,D,3,185,5276,M,826169,EUR,920160000,D,3,3,True,,,,,,,,,1.0,,,,,8.0,1.0,6.6,,0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10407379,away,RSC Anderlecht,Hendrik Van Crombrugge,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,195,M,110777,EUR,736128000,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407379,away,RSC Anderlecht,Theo Leoni,theo-leoni,T. Leoni,M,6,174,569,M,867251,EUR,956275200,M,71,71,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407379,away,RSC Anderlecht,Nilson Angulo,nilson-angulo,N. Angulo,F,10,182,4530,M,1116571,EUR,1055980800,F,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,Nilson Angulo,,,,,,,,,,,,,,,,,,,,,
