match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_penaltyWon,stat_totalOffside,stat_goals,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot
12436503,home,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,26,26,False,13.0,4.0,11.0,2.0,0.0,2.0,3.0,2.0,10.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,90.0,19.0,7.2,9.0,0.00050385,0,0.3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436503,home,Nottingham Forest,Ola Aina,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,D,34,34,False,34.0,28.0,3.0,2.0,0.0,16.0,18.0,12.0,16.0,,7.0,3.0,5.0,,,,,90.0,63.0,7.9,12.0,0.00965506,0,,1.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
12436503,home,Nottingham Forest,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,31,31,False,31.0,25.0,8.0,5.0,0.0,15.0,16.0,10.0,15.0,1.0,4.0,3.0,2.0,,,,,90.0,40.0,7.3,6.0,0.0100249,1,,2.0,2.0,,,,,1.0,3.0,2.0,,milenkovicn_4,1.0,0.0379,,,,,,,,,,,,,,,,,,,,,,
12436503,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,5,5,False,44.0,32.0,11.0,3.0,0.0,21.0,22.0,11.0,22.0,1.0,4.0,7.0,3.0,,,,,90.0,61.0,7.6,12.0,0.00246239,1,,1.0,1.0,,,,1.0,,3.0,2.0,,murillosantiago40,,0.2213,Murillo,,1.0,1.0,1.0,0.1659,,,,,,,,,,,,,,,,
12436503,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,7,7,False,27.0,23.0,2.0,1.0,0.0,9.0,9.0,16.0,23.0,1.0,5.0,1.0,1.0,,,,,77.0,45.0,7.2,10.0,0.111572,1,,,2.0,,1.0,,,,3.0,1.0,1.0,,1.0,0.0316,,,,,,,5.0,2.0,1.0,1.0,,,,,,,,,,,,
12436503,home,Nottingham Forest,Elliot Anderson,elliot-anderson,E. Anderson,M,8,179,7705,M,994546,EUR,1036540800,M,8,8,False,33.0,30.0,,,0.0,8.0,8.0,27.0,34.0,1.0,9.0,,3.0,,,,,71.0,57.0,7.9,12.0,0.187619,0,,,4.0,2.0,2.0,,,1.0,3.0,2.0,4.0,,,,,,,,,,9.0,5.0,,3.0,1.0,4.0,1.0,,,,,,,,,
12436503,home,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,881,M,846252,EUR,880070400,M,22,22,False,31.0,25.0,,,0.0,12.0,14.0,13.0,17.0,3.0,7.0,1.0,4.0,,,,,90.0,47.0,7.3,7.0,0.00530876,2,,,3.0,1.0,1.0,,,2.0,2.0,2.0,2.0,,1.0,0.1745,,,,,,,,,1.0,,1.0,,1.0,True,1.0,,,,,,,
12436503,home,Nottingham Forest,Jota Silva,jota-silva,J. Silva,F,26,179,2828,M,1011895,EUR,933465600,M,20,20,False,12.0,6.0,1.0,1.0,0.0,3.0,3.0,3.0,11.0,4.0,8.0,2.0,5.0,,,,,78.0,29.0,7.6,13.0,0.536824,1,,1.0,5.0,2.0,1.0,,,1.0,,,3.0,,1.0,0.0787,,,,,,,2.0,,1.0,1.0,1.0,3.0,1.0,,,1.0,1.0,,,,,
12436503,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,M,10,10,False,32.0,27.0,2.0,2.0,0.0,3.0,4.0,24.0,28.0,1.0,3.0,2.0,3.0,,,,,78.0,48.0,7.4,12.0,0.193152,3,,,5.0,,3.0,,,,,,,Morgangibbs27,1.0,0.1203,,,,2.0,,0.1983,,,3.0,1.0,2.0,2.0,1.0,,,,,,,,,
12436503,home,Nottingham Forest,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9224,M,867442,EUR,973555200,M,14,14,False,24.0,22.0,,,0.0,5.0,5.0,17.0,23.0,,2.0,,3.0,,,,,88.0,38.0,6.9,10.0,0.0283808,2,,,4.0,,5.0,,,,,,,Calteck10,,0.226,,,,1.0,,0.1982,4.0,,,2.0,2.0,,1.0,,1.0,,,2.0,,,,
