match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,player_firstName,player_lastName,stat_totalContest,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_dispossessed,stat_fouls,stat_totalCross,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_errorLeadToAShot,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_accurateCross,stat_bigChanceCreated,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_lastManTackle,stat_hitWoodwork,stat_goals,stat_totalOffside
14109690,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196,107,M,934201,EUR,966988800,G,71,71,False,27.0,17.0,10.0,0.0,17.0,24.0,3.0,1.0,9.0,6.0,8.0,1.0,90.0,44.0,6.9,10.0,5.647e-05,1.2505,0,-0.8634,-0.07,0.01,-0.38,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109690,home,Gaziantep FK,Luis Pérez,luis-perez,L. Pérez,D,2,173,259,M,843180,EUR,791856000,D,2,2,False,27.0,22.0,2.0,0.0,15.0,19.0,8.0,2.0,1.0,,,,45.0,41.0,6.3,5.0,0.00968936,,0,,0.01,0.02,-0.33,,1.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109690,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187,127,M,904228,EUR,908409600,D,4,4,False,43.0,36.0,5.0,0.0,32.0,36.0,7.0,4.0,3.0,,,,77.0,55.0,6.4,10.0,0.00421319,,0,,0.02,-0.24,-0.28,,2.0,4.0,1.0,2.0,4.0,1.0,,,2.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14109690,home,Gaziantep FK,Myenty Abena,myenty-abena,M. Abena,D,14,191,242,M,555422,EUR,787190400,D,14,14,False,43.0,39.0,2.0,0.0,34.0,36.0,7.0,8.0,1.0,,,,86.0,59.0,6.1,6.0,0.00216137,,0,,0.03,0.01,-0.39,,,5.0,3.0,3.0,5.0,,1.0,2.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14109690,home,Gaziantep FK,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,77,169,248,M,234232,EUR,762825600,D,77,77,False,60.0,52.0,8.0,0.0,32.0,35.0,25.0,4.0,4.0,,,,90.0,82.0,6.2,12.0,0.00731106,,1,,0.08,0.03,-0.81,,3.0,20.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,0.0383,0.0746,1.0,0.01,,,,,,,,,,,,
14109690,home,Gaziantep FK,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,6,178,97,M,828872,EUR,824601600,M,6,6,False,33.0,31.0,1.0,0.0,22.0,23.0,10.0,2.0,4.0,,,,82.0,46.0,6.3,5.0,0.00224181,,0,,-0.07,0.01,-0.16,,1.0,9.0,,7.0,2.0,3.0,,1.0,2.0,,,,,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
14109690,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,66.0,60.0,10.0,0.0,35.0,38.0,28.0,,5.0,,,,90.0,83.0,6.8,14.0,0.115698,,0,,0.1,0.05,-0.27,,9.0,25.0,,4.0,4.0,,,,,4.0,,,2.0,,2.0,1.0,1.0,,4.0,,,,,,1.0,,True,1.0,1.0,,,,,,,,,
14109690,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,10,10,False,31.0,22.0,3.0,0.0,12.0,15.0,16.0,,7.0,,,,77.0,46.0,6.3,16.0,0.0766086,,0,,-0.05,0.17,-0.11,,2.0,10.0,,8.0,5.0,,,,,3.0,,,6.0,,2.0,2.0,,2.0,2.0,,,,,,3.0,,,1.0,,2.0,,,,,,,,
14109690,home,Gaziantep FK,Drissa Camara,drissa-camara,D. Camara,M,3,179,601,M,958167,EUR,1013990400,M,3,3,False,33.0,24.0,2.0,0.0,8.0,10.0,23.0,,4.0,,,,90.0,64.0,6.3,23.0,0.0455698,,3,,-0.01,0.28,-0.27,,1.0,16.0,1.0,12.0,9.0,,,,2.0,3.0,,,7.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,,,0.0712,0.0711,,-0.13,,,,3.0,1.0,,,,,,,
14109690,home,Gaziantep FK,Christophe Lungoyi,christophe-lungoyi,C. Lungoyi,F,11,180,197,M,883355,EUR,962668800,M,11,11,False,12.0,9.0,,0.0,4.0,5.0,7.0,,2.0,,,,67.0,30.0,5.5,16.0,0.0211706,,2,,-0.05,0.22,-0.26,,,5.0,,12.0,1.0,1.0,,,,1.0,,,2.0,,4.0,1.0,6.0,3.0,1.0,1.0,,,0.0968,0.0326,,-0.29,,,,,,1.0,,,,,,
