match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_fouls,stat_accurateCross,stat_totalContest,stat_wonContest,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,captain,player_sofascoreId,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAShot,stat_bigChanceMissed
13473411,home,Santos,Gabriel Brazão,,,gabriel-brazao,G. Brazão,G,77,191,3074,M,905448,EUR,970704000,G,77,77,False,27.0,21.0,12.0,7.0,0.0,16.0,18.0,5.0,9.0,3.0,8.0,2.0,6.0,2.0,90.0,39.0,8.3,6.0,0.00089788,0,0.5955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473411,home,Santos,Aderlan,,,aderlan,Aderlan,D,13,180,379,M,584432,EUR,650937600,D,13,13,False,31.0,23.0,5.0,2.0,0.0,12.0,16.0,11.0,15.0,,2.0,,,,64.0,44.0,6.7,11.0,0.0460601,1,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0114,,,,,,,,,,,,,,,,,,,,
13473411,home,Santos,Zé Ivaldo,,,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,844602,EUR,856483200,D,2,2,False,68.0,60.0,8.0,5.0,0.0,42.0,45.0,18.0,23.0,5.0,8.0,,,,90.0,83.0,7.4,9.0,0.00880999,2,,1.0,,3.0,7.0,1.0,2.0,,3.0,0.0825,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
13473411,home,Santos,Luan Peres,,,luan-peres,L. Peres,D,14,190,1198,M,842098,EUR,774576000,D,14,14,False,55.0,44.0,6.0,1.0,0.0,26.0,28.0,18.0,27.0,2.0,2.0,,,,90.0,60.0,6.7,12.0,0.00802847,0,,1.0,2.0,3.0,3.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
13473411,home,Santos,Gonzalo Escobar,,,gonzalo-escobar,G. Escobar,D,31,171,1242,M,840500,EUR,858470400,D,31,31,False,41.0,34.0,5.0,2.0,0.0,17.0,19.0,17.0,22.0,,3.0,,,,90.0,64.0,6.9,11.0,0.087958,0,,2.0,1.0,6.0,5.0,,,2.0,1.0,,1.0,,,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,
13473411,home,Santos,Benjamín Rollheiser,,,benjamin-rollheiser,B. Rollheiser,M,32,175,4255,M,922454,EUR,953856000,M,32,32,False,52.0,43.0,4.0,2.0,0.0,14.0,15.0,29.0,37.0,,4.0,,,,90.0,76.0,7.6,18.0,0.134532,6,,8.0,1.0,3.0,6.0,2.0,,,2.0,0.2711,1.0,,4.0,,3.0,4.0,3.0,,2.0,3.0,1.0,,,,,,,,,
13473411,home,Santos,Gabriel Bontempo,,,gabriel-bontempo,G. Bontempo,M,49,181,1665,M,1656036,EUR,1105833600,M,49,49,False,36.0,33.0,1.0,,0.0,13.0,15.0,20.0,21.0,,4.0,,,,77.0,47.0,6.8,8.0,0.0291621,0,,1.0,2.0,5.0,4.0,,,1.0,,,1.0,1.0,,,,2.0,2.0,,1.0,,2.0,,,,,,,,,
13473411,home,Santos,Tomás Rincón,,,tomas-rincon,T. Rincón,M,8,175,2716,M,46798,EUR,569030400,M,8,8,False,78.0,64.0,5.0,1.0,0.0,35.0,38.0,29.0,40.0,2.0,5.0,,,,89.0,94.0,7.0,18.0,0.0354965,1,,1.0,2.0,5.0,7.0,1.0,,,4.0,0.0114,3.0,,,3.0,,,,,3.0,,,True,,,,,,,,
13473411,home,Santos,Yeferson Soteldo,,,yeferson-soteldo,Y. Soteldo,M,7,160,11184,M,789960,EUR,867628800,M,7,7,False,34.0,26.0,1.0,,0.0,9.0,9.0,17.0,25.0,,3.0,,,,90.0,60.0,7.5,20.0,0.30074,1,,11.0,,1.0,8.0,,1.0,,3.0,0.03,1.0,,1.0,,2.0,4.0,4.0,,1.0,2.0,1.0,,yefersonsoteldo1006,,,,,,,
13473411,home,Santos,Thaciano,,,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,F,16,16,False,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,1.0,,,,,64.0,11.0,6.8,1.0,0.00581912,0,,,2.0,2.0,4.0,,,2.0,1.0,,1.0,,,,,,,2.0,,,,,,4.0,,,,,,
