match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_possessionLostCtrl,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_totalContest,stat_totalCross,stat_accurateCross,stat_wonContest,stat_shotOffTarget,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_lastManTackle
11453085,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,16.0,16.0,2.0,2.0,16.0,16.0,1.0,4.0,2.0,90.0,23.0,7.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453085,home,Al-Ahli,Bassam Al-Hurayji,Mohammed Bassam Alhurayji,,bassam-al-hurayji,B. Al-Hurayji,D,66,175,126,M,,1085357,EUR,954288000,D,6,6,False,25.0,21.0,3.0,1.0,11.0,13.0,,3.0,,45.0,32.0,6.5,0,10.0,12.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,
11453085,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185,2314,M,,888949,EUR,911779200,D,3,3,False,63.0,56.0,8.0,4.0,39.0,41.0,1.0,6.0,,90.0,74.0,7.3,0,17.0,22.0,3.0,4.0,,1.0,2.0,2.0,,10.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,
11453085,home,Al-Ahli,Abdulbaset Hindi,,,abdulbaset-hindi,A. Hindi,D,37,181,80,M,,949218,EUR,854841600,D,37,37,False,60.0,53.0,7.0,4.0,33.0,38.0,2.0,5.0,,90.0,67.0,7.1,0,20.0,22.0,2.0,2.0,,,1.0,1.0,,8.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,
11453085,home,Al-Ahli,Abdullah Al-Amar,,,abdullah-al-amar,A. Al-Amar,D,,177,110,M,,817911,EUR,762480000,D,15,15,False,25.0,22.0,1.0,,10.0,10.0,,7.0,,79.0,40.0,7.4,0,12.0,19.0,1.0,3.0,,,3.0,3.0,1.0,8.0,,,2.0,1.0,2.0,,4.0,,,,,,,,,,,,
11453085,home,Al-Ahli,Mohammed Al-Majhad,,,mohammed-al-majhad,M. Al-Majhad,M,29,177,80,M,,893260,EUR,900547200,M,29,29,False,38.0,32.0,5.0,2.0,16.0,18.0,,7.0,,61.0,43.0,6.6,1,17.0,21.0,2.0,3.0,1.0,,2.0,,1.0,6.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11453085,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,76.0,67.0,12.0,10.0,33.0,34.0,2.0,12.0,,90.0,91.0,8.2,2,34.0,43.0,7.0,2.0,1.0,,1.0,1.0,2.0,13.0,2.0,,2.0,1.0,3.0,3.0,1.0,,1.0,,True,1.0,1.0,2.0,,,,,
11453085,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,54.0,48.0,5.0,5.0,15.0,15.0,,5.0,,90.0,76.0,7.7,4,34.0,43.0,4.0,3.0,,4.0,,,,15.0,,,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,,1.0,,,1.0,1.0,,,
11453085,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184,5191,M,,1010505,EUR,1022457600,M,24,24,False,23.0,20.0,1.0,1.0,3.0,3.0,,4.0,,90.0,38.0,7.4,3,19.0,24.0,2.0,3.0,,,1.0,1.0,1.0,8.0,,,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,,1.0,,,1.0,,,,
11453085,home,Al-Ahli,Allan Saint-Maximin,,,allan-saint-maximin,A. Saint-Maximin,F,9,173,12636,M,st_maximin,347010,EUR,858124800,M,97,97,False,23.0,18.0,,,6.0,7.0,1.0,4.0,,62.0,38.0,6.8,1,12.0,18.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,10.0,,2.0,1.0,1.0,1.0,3.0,2.0,,2.0,,,,1.0,,,,,,
11453085,home,Al-Ahli,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181,1082,M,,893307,EUR,958262400,F,20,20,False,16.0,12.0,,,3.0,4.0,1.0,,,87.0,29.0,7.2,2,10.0,13.0,2.0,4.0,,1.0,1.0,1.0,,7.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,
