match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,player_lastName,stat_clearanceOffLine,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,captain,stat_hitWoodwork,player_sofascoreId,stat_goodHighClaim,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_totalOffside
14131953,home,Famalicão,Lazar Carević,lazar-carevic,L. Carević,G,25,195,237,M,886204,EUR,921542400,G,25,25,False,37.0,27.0,13.0,3.0,0.0,27.0,31.0,6.0,1.0,3.0,1.0,1.0,4.0,4.0,90.0,43.0,7.3,10.0,0.00011896,0.3172,0,0.0349,0.01,0.01,-0.24,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131953,home,Famalicão,Rodrigo Pinheiro,pinheiro-rodrigo,R. Pinheiro,D,17,181,262,M,991924,EUR,1030492800,D,17,17,False,31.0,25.0,1.0,,0.0,6.0,10.0,21.0,5.0,4.0,,,,,90.0,53.0,6.4,13.0,0.0221544,,0,,0.15,0.03,-0.03,,19.0,4.0,1.0,1.0,6.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
14131953,home,Famalicão,Ibrahima Ba,ibrahima-ba,I. Ba,D,55,190,178,M,1595506,EUR,1117065600,D,55,55,False,51.0,41.0,17.0,7.0,0.0,28.0,31.0,20.0,4.0,9.0,,1.0,,,90.0,62.0,6.8,10.0,0.0613829,,1,,0.31,0.07,-0.1,,13.0,,4.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,,2.0,Ibrahima Ba,1.0,1.0,1.0,1.0,0.0142,-0.04,,,,,,,,,,,,,,,,
14131953,home,Famalicão,Léo Realpe,leonardo-realpe,L. Realpe,D,3,186,467,M,977676,EUR,983145600,D,3,3,False,52.0,46.0,7.0,4.0,0.0,34.0,37.0,15.0,3.0,4.0,,,,,90.0,63.0,7.1,6.0,0.00491114,,0,,0.17,0.07,0.24,,12.0,,1.0,2.0,2.0,,5.0,3.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
14131953,home,Famalicão,Pedro Bondo,pedro-bondo,P. Bondo,D,28,178,481,M,1102988,EUR,1100563200,D,28,28,False,30.0,26.0,5.0,3.0,0.0,14.0,17.0,13.0,5.0,5.0,,3.0,,,68.0,47.0,8.2,5.0,0.00922266,,0,,0.09,0.04,0.88,,12.0,,,,1.0,,1.0,1.0,2.0,1.0,,1.0,Pedro,,,,2.0,,,Bondo Francisco,1.0,,,,,,,,,,,,,,
14131953,home,Famalicão,Tom Van De Looi,tom-van-de-looi,T. V. D. Looi,M,6,186,105,M,836676,EUR,930873600,M,6,6,False,36.0,29.0,3.0,1.0,0.0,15.0,18.0,18.0,2.0,4.0,,,,,90.0,46.0,6.8,10.0,0.0507769,,1,,0.26,0.03,0.19,,14.0,1.0,1.0,,3.0,,3.0,,1.0,,1.0,1.0,,1.0,1.0,,,0.0123,0.0,,,1.0,1.0,1.0,,,,,,,,,,,
14131953,home,Famalicão,Mathias De Amorim,de-amorim-mathias,M. D. Amorim,M,14,178,237,M,1511656,EUR,1102636800,M,14,14,False,30.0,22.0,4.0,1.0,0.0,14.0,18.0,12.0,5.0,9.0,,,,,79.0,43.0,6.4,13.0,0.00373736,,0,,-0.05,0.08,-0.03,,8.0,,,1.0,4.0,,,2.0,3.0,1.0,1.0,,,4.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
14131953,home,Famalicão,Gil Dias,gil-dias,Gil,M,23,186,342,M,583838,EUR,843868800,M,23,23,False,22.0,13.0,1.0,1.0,0.0,3.0,4.0,18.0,4.0,4.0,,1.0,,,68.0,37.0,6.5,14.0,0.0478227,,1,,0.06,0.15,-0.15,,10.0,2.0,2.0,,6.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,,1.0,1.0,,,0.0136,0.0,,,,1.0,2.0,,,,,,,,,,,
14131953,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,26.0,21.0,,,0.0,6.0,8.0,18.0,4.0,3.0,1.0,2.0,,,90.0,41.0,6.2,8.0,0.0165646,,1,,-0.13,-0.36,-0.17,,15.0,,,1.0,6.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,,1.0,,,,0.0268,-0.03,,,,1.0,,True,,,,,,,,,,
14131953,home,Famalicão,Sorriso,sorriso,Sorriso,M,7,175,556,M,1105595,EUR,982886400,M,7,7,False,20.0,17.0,1.0,1.0,0.0,8.0,8.0,12.0,3.0,3.0,,,,,90.0,41.0,6.3,17.0,0.0293976,,2,,-0.23,0.41,-0.02,,9.0,2.0,1.0,1.0,6.0,,1.0,1.0,2.0,2.0,8.0,3.0,Sorriso,2.0,,,,0.0668,-0.45,,,1.0,2.0,,,,,,,,,,,,
