match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotOffTarget,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_hitWoodwork,stat_goodHighClaim,stat_goals,stat_lastManTackle,stat_penaltyWon
14288798,home,CF Estrela Amadora,Renan Ribeiro,renan-ribeiro,R. Ribeiro,G,40,193,154,M,82598,EUR,638150400,G,40,40,False,17.0,13.0,7.0,3.0,0.0,11.0,11.0,2.0,6.0,5.0,1.0,3.0,1.0,3.0,90.0,26.0,6.8,5.0,0.00035117,56.406790402931,10.0,22.157534624098,0.0,0.4998,0,-0.3399,0.01,0.01,-0.18,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288798,home,CF Estrela Amadora,Jefferson Encada,encada-jefferson,J. Encada,D,17,188,310,M,851283,EUR,892771200,D,17,17,False,46.0,42.0,3.0,2.0,0.0,12.0,14.0,30.0,32.0,1.0,,,,,73.0,74.0,6.9,9.0,0.382285,107.02575620464,15.0,46.811410898608,0.0,,0,,0.52,0.05,-0.55,,6.0,2.0,1.0,4.0,6.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14288798,home,CF Estrela Amadora,Luan Patrick,luan-patrick,Luan Patrick,D,30,190,250,M,1002565,EUR,1011484800,D,30,30,False,96.0,88.0,18.0,14.0,0.0,45.0,48.0,43.0,48.0,6.0,1.0,,,,90.0,110.0,7.5,9.0,0.0375064,409.09926863924,42.0,316.86393136566,5.0,,0,,0.31,0.28,-0.15,,,,1.0,3.0,6.0,,,,4.0,2.0,2.0,,1.0,2.0,,,,3.0,2.0,4.0,1.0,22.143726873372,110.75812181902,,,,,,,,,,,,,,,,,
14288798,home,CF Estrela Amadora,Stefan Leković,stefan-lekovic,S. Leković,D,4,194,876,M,1146225,EUR,1073606400,D,4,4,False,69.0,62.0,7.0,3.0,0.0,33.0,36.0,29.0,33.0,2.0,,,,,90.0,79.0,6.5,8.0,0.0143148,246.17956558395,24.0,181.35422536052,3.0,,1,,0.16,0.12,-0.46,,,,,2.0,5.0,,1.0,,3.0,,,,,1.0,1.0,Stefan Lekovic,,5.0,,1.0,,19.205201373523,58.755073478859,1.0,1.0,0.0306,0.0,,,,,,,,,,,,,
14288798,home,CF Estrela Amadora,Otavio,otavio,Otávio,D,83,193,47,M,2115909,EUR,1132876800,D,83,83,False,27.0,25.0,1.0,1.0,0.0,11.0,12.0,14.0,15.0,3.0,1.0,,,,45.0,39.0,6.4,4.0,0.00919117,112.77792774795,13.0,85.515838981024,1.0,,0,,0.01,0.05,-0.19,,,,,2.0,2.0,,3.0,2.0,2.0,,,,,1.0,,,,,,,,16.817104481801,18.620917297491,,,,,,,,,,,,,,,,,
14288798,home,CF Estrela Amadora,Kevin Höög Jansson,kevin-hoog-jansson,K. H. Jansson,M,6,190,23,M,989449,EUR,970185600,M,6,6,False,24.0,23.0,1.0,1.0,0.0,12.0,12.0,11.0,12.0,1.0,1.0,,,,65.0,34.0,6.4,4.0,0.00861317,49.939187754942,6.0,33.600650178615,0.0,,1,,0.01,0.04,0.0,,1.0,,2.0,4.0,1.0,,,,3.0,,,,,1.0,,,,1.0,,1.0,,,,1.0,,0.0414,-0.17,1.0,,,,,,,,,,,,
14288798,home,CF Estrela Amadora,Abraham Marcus,abraham-marcus,A. Marcus,M,99,178,267,M,1090543,EUR,946771200,M,99,99,False,31.0,28.0,,,0.0,9.0,9.0,19.0,22.0,4.0,,,,,90.0,59.0,7.7,12.0,0.445157,196.33248662548,24.0,41.633185049081,0.0,,2,,0.41,0.31,-0.01,,3.0,1.0,,6.0,13.0,,11.0,6.0,,1.0,1.0,,4.0,,3.0,Abraham Marcus,,2.0,1.0,,,,,1.0,,0.0424,-0.19,1.0,1.0,0.2221,,,,,,,,,,
14288798,home,CF Estrela Amadora,Eddy Doué,eddy-doue,E. Doué,M,39,180,206,M,2368703,EUR,1134259200,M,39,39,False,26.0,23.0,7.0,4.0,0.0,7.0,8.0,16.0,18.0,2.0,3.0,,,,45.0,31.0,6.4,6.0,0.0263629,111.1815395447,14.0,40.520164924347,1.0,,0,,0.08,0.11,-0.07,,,,,2.0,1.0,,1.0,1.0,,,,,,2.0,,Eddy,Doué,,,1.0,,12.535818138396,13.74497904691,,,,,,,,,,,,,,,,,
14288798,home,CF Estrela Amadora,Paulo Moreira,paulo-daniel-valente-moreira,P. Moreira,M,19,176,57,M,1090646,EUR,950745600,M,19,19,False,56.0,52.0,7.0,5.0,0.0,21.0,23.0,31.0,33.0,6.0,4.0,,,,90.0,78.0,6.6,15.0,0.0317413,202.42121257694,24.0,81.522127103101,1.0,,2,,0.22,0.15,-0.08,,2.0,,1.0,8.0,7.0,1.0,,,,1.0,,,5.0,1.0,1.0,Paulo,Moreira,1.0,1.0,,,22.173426204924,23.625223893119,1.0,,0.4899,-0.59,5.0,1.0,0.1243,,,,,,,,,,
14288798,home,CF Estrela Amadora,Jovane Cabral,jovane-cabral,J. Cabral,F,11,176,1135,M,845802,EUR,897782400,M,11,11,False,30.0,24.0,2.0,1.0,0.0,8.0,8.0,16.0,22.0,4.0,3.0,,,,73.0,52.0,6.8,14.0,0.100352,136.03778165893,16.0,-39.129460235687,1.0,,3,,0.04,0.06,-0.01,,4.0,2.0,,3.0,8.0,,3.0,2.0,,1.0,1.0,,4.0,1.0,1.0,,,1.0,,,,12.721571730057,12.735444868555,1.0,,0.2285,-0.37,1.0,1.0,0.2494,True,1.0,1.0,,,,,,,
