match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_totalCross,stat_goals,stat_interceptionWon,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_punches
11067610,home,Athletico,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,1,1,False,26.0,21.0,9.0,4.0,17.0,18.0,4.0,8.0,1.0,5.0,1.0,2.0,3.0,90.0,33.0,7.6,5.0,0.00150685,0,0.3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067610,home,Athletico,Cacá,,,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,45.0,36.0,10.0,5.0,26.0,27.0,10.0,18.0,3.0,2.0,,,,90.0,56.0,7.2,11.0,0.00323102,1,,4.0,2.0,8.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0163,,,,,,,,,,,,,,,,
11067610,home,Athletico,Thiago Heleno,,,thiago-heleno,T. Heleno,D,44,185,283,M,,33106,EUR,590457600,D,44,44,False,62.0,52.0,9.0,5.0,46.0,49.0,6.0,13.0,4.0,5.0,,,,90.0,70.0,6.9,10.0,0.00238737,2,,5.0,4.0,7.0,,,5.0,,,,,1.0,0.039,True,1.0,1.0,1.0,0.0253,,,,,,,,,,,
11067610,home,Athletico,Kaique Rocha,,,kaique-rocha,K. Rocha,D,27,195,456,M,,963990,EUR,983318400,D,4,4,False,55.0,50.0,3.0,2.0,34.0,38.0,16.0,17.0,6.0,1.0,,,,90.0,67.0,7.4,5.0,0.00336931,0,,,2.0,2.0,,,6.0,,3.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,
11067610,home,Athletico,Madson,,,madson,Madson,D,22,182,227,M,,243439,EUR,695260800,M,22,22,False,13.0,11.0,1.0,,6.0,7.0,5.0,7.0,5.0,,3.0,,,77.0,30.0,7.5,8.0,0.00200214,2,,2.0,2.0,3.0,,,,,1.0,1.0,,,0.5015,,,2.0,,0.402,1.0,,1.0,1.0,,,,,,,
11067610,home,Athletico,Erick,,,erick,Erick,M,14,176,1116,M,,874063,EUR,879465600,M,26,26,False,36.0,28.0,3.0,2.0,13.0,15.0,15.0,21.0,5.0,7.0,2.0,,,90.0,48.0,6.7,11.0,0.0199407,1,,4.0,1.0,7.0,,1.0,1.0,,1.0,,2.0,2.0,0.1709,,,,,,2.0,1.0,,,1.0,,,,,,
11067610,home,Athletico,Fernandinho,,,fernandinho,Fernandinho,M,,179,1901,M,,13630,EUR,484012800,M,5,5,False,50.0,42.0,6.0,2.0,20.0,22.0,22.0,28.0,7.0,4.0,1.0,,,89.0,65.0,6.7,13.0,0.0357707,1,,5.0,3.0,11.0,2.0,,2.0,,3.0,1.0,2.0,3.0,0.028,,,1.0,,0.0615,1.0,,,,,,,,,,
11067610,home,Athletico,Tomás Cuello,,,tomas-cuello,T. Cuello,M,28,176,1951,M,,871273,EUR,952214400,M,28,28,False,42.0,27.0,4.0,1.0,12.0,14.0,16.0,34.0,6.0,4.0,2.0,,,90.0,70.0,7.1,24.0,0.170062,1,,,3.0,3.0,,1.0,,,,,1.0,,0.0254,,2.0,,,,3.0,2.0,6.0,,3.0,1.0,2.0,,,,
11067610,home,Athletico,Vitor Bueno,,,vitor-bueno,Vitor Bueno,M,15,183,625,M,,808785,EUR,778723200,F,8,8,False,30.0,23.0,4.0,3.0,9.0,11.0,17.0,26.0,2.0,3.0,1.0,,,77.0,48.0,8.7,15.0,0.462199,2,,1.0,,3.0,2.0,1.0,1.0,,1.0,,2.0,1.0,0.1371,,,1.0,,0.4421,,,7.0,1.0,,3.0,5.0,1.0,1.0,,
11067610,home,Athletico,Vitor Roque,Vitor Roque,,vitor-roque,V. Roque,F,9,174,72751,M,VRoque,1150391,EUR,1109548800,F,9,9,False,8.0,5.0,1.0,,2.0,3.0,3.0,5.0,7.0,2.0,4.0,,,85.0,20.0,6.8,6.0,0.00314769,1,,1.0,1.0,3.0,1.0,,,,,,2.0,1.0,0.0476,,,,1.0,,2.0,2.0,,,,,,,,1.0,
