match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,captain,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_challengeLost,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals
13981448,home,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193,635,M,98059,EUR,729907200,G,1,1,False,21.0,12.0,12.0,5.0,0.0,8.0,9.0,4.0,12.0,3.0,2.0,2.0,90.0,24.0,7.0,9.0,0.00112593,0.4191,1.0,0,0.3497,0.02,0.0,-0.13,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981448,home,Genoa,Brooke Norton-Cuffy,brooke-norton-cuffy,B. Norton-Cuffy,D,15,181,1189,M,1087514,EUR,1073865600,D,15,15,False,42.0,38.0,3.0,,0.0,27.0,28.0,11.0,14.0,4.0,,,90.0,68.0,6.8,11.0,0.012684,,,0,,0.15,0.06,-0.02,,,,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
13981448,home,Genoa,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,5,5,False,61.0,47.0,8.0,2.0,0.0,39.0,41.0,8.0,20.0,7.0,,,90.0,72.0,6.9,14.0,0.00692526,,,0,,0.09,0.03,0.26,,,,,5.0,8.0,,,8.0,1.0,1.0,,,3.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
13981448,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185,4788,M,889785,EUR,909014400,D,22,22,False,41.0,31.0,5.0,2.0,0.0,23.0,25.0,8.0,16.0,1.0,,,90.0,54.0,6.6,12.0,0.00393252,,1.0,1,,0.09,0.03,0.0,,,,,5.0,5.0,1.0,,3.0,,3.0,1.0,,,3.0,1.0,True,1.0,1.0,1.0,1.0,0.0459,-0.13,,,,,,,,,,,,,,,,
13981448,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180,1144,M,797286,EUR,861667200,D,3,3,False,35.0,27.0,7.0,1.0,0.0,16.0,20.0,11.0,15.0,9.0,,,90.0,67.0,7.0,22.0,0.0976739,,2.0,0,,0.21,0.08,-0.04,,,,7.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,1.0,,1.0,3.0,,,2.0,,,,,,,,,,,,,,,
13981448,home,Genoa,Patrizio Masini,patrizio-masini,P. Masini,M,73,182,291,M,970998,EUR,980553600,M,73,73,False,32.0,24.0,,,0.0,13.0,14.0,11.0,18.0,4.0,,,90.0,57.0,7.2,12.0,0.0112209,,1.0,1,,0.17,0.01,0.32,,,,,6.0,9.0,2.0,,2.0,2.0,4.0,2.0,1.0,,2.0,2.0,,1.0,1.0,1.0,3.0,0.0273,-0.15,,1.0,1.0,,,,,,,,,,,,,
13981448,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178,1679,M,918440,EUR,986601600,M,32,32,False,25.0,18.0,3.0,1.0,0.0,9.0,11.0,9.0,14.0,3.0,,,78.0,37.0,6.6,10.0,0.00385922,,,0,,-0.07,0.05,-0.01,,,,1.0,3.0,4.0,,,1.0,,4.0,3.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
13981448,home,Genoa,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182,433,M,933203,EUR,1015804800,M,77,77,False,14.0,11.0,,,0.0,2.0,3.0,9.0,11.0,1.0,,,77.0,24.0,6.9,5.0,0.227215,,1.0,2,,0.21,0.55,-0.08,,,,,4.0,3.0,,,2.0,,,,1.0,2.0,,,,1.0,,,3.0,0.2018,-0.55,,1.0,,1.0,1.0,0.1192,,,,,,,,,,
13981448,home,Genoa,Valentín Carboni,valentin-carboni,V. Carboni,M,21,185,7112,M,1153083,EUR,1109980800,M,23,23,False,19.0,16.0,1.0,1.0,0.0,5.0,7.0,11.0,12.0,1.0,,,65.0,36.0,6.2,17.0,0.019663,,1.0,0,,0.17,-0.03,-0.11,,,,1.0,12.0,3.0,5.0,,,,2.0,,4.0,2.0,,,,3.0,,,1.0,,,,2.0,,,,,valencarboni,,,,,,,,,
13981448,home,Genoa,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,8,171,4030,M,108673,EUR,736732800,M,8,8,False,18.0,14.0,,,0.0,9.0,10.0,5.0,8.0,1.0,,,65.0,34.0,6.7,10.0,0.172756,,1.0,1,,0.25,0.21,0.0,,,,2.0,2.0,2.0,,,,,,,2.0,,,,,2.0,,1.0,2.0,0.0901,-0.51,1.0,,,,1.0,,,,,,,,,,,
