match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_fouls,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,captain,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_goalAssist,stat_goals,player_sofascoreId
10438000,home,Vitória SC,Alisson Safira,,,allison-safira,A. Safira,F,25,178,356,M,870927,EUR,795398400,F,9,9,False,13.0,8.0,,,,2.0,8.0,11.0,5.0,,,,,,,,67.0,20.0,6.4,10.0,1,,1.0,2.0,3.0,2.0,2.0,,,,,,,1.0,,,,,1.0,,3.0,,,1.0,,,,,,
10438000,home,Vitória SC,Nelson Luz,,,nelson-luz,N. Luz,M,10,177,198,M,841743,EUR,886550400,F,20,20,True,19.0,18.0,,,5.0,6.0,13.0,17.0,1.0,,,1.0,,,,,29.0,33.0,6.7,6.0,3,4.0,,1.0,2.0,2.0,,,,1.0,,,1.0,,,,,1.0,2.0,,,1.0,,,,,,,,
10438000,home,Vitória SC,Michael Johnston,,,michael-johnston,M. Johnston,M,11,171,843,M,847125,EUR,924480000,F,90,90,True,23.0,16.0,3.0,2.0,2.0,2.0,14.0,22.0,2.0,,,2.0,,,,,29.0,35.0,7.0,11.0,2,1.0,,3.0,7.0,5.0,,,1.0,1.0,1.0,,,,,,,4.0,,,1.0,,,,,,,,,
10438000,home,Vitória SC,André André,,,andre-andre,A. André,M,11,174,123,M,59777,EUR,620092800,M,21,21,True,21.0,16.0,3.0,2.0,4.0,4.0,13.0,18.0,4.0,1.0,,1.0,,,,,23.0,27.0,6.4,8.0,0,1.0,3.0,,,,,2.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,
10438000,home,Vitória SC,Anderson Silva,,,anderson-silva,A. Silva,F,33,186,530,M,892272,EUR,880070400,F,33,33,True,3.0,3.0,,,1.0,1.0,2.0,2.0,2.0,,,,,,,,23.0,6.0,6.5,1.0,2,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10438000,home,Vitória SC,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,F,98,98,True,16.0,13.0,3.0,2.0,2.0,2.0,12.0,18.0,,,,4.0,,,,,11.0,24.0,7.0,6.0,1,4.0,,2.0,3.0,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10438000,home,Vitória SC,Tiago Goncalves,Tiago Gonçalves,,goncalves-tiago,T. Gonçalves,G,16,197,10,M,1476866,EUR,1051315200,G,56,56,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,home,Vitória SC,Mamadou Tounkara,,,mamadou-tounkara,M. Tounkara,D,29,192,198,M,208636,EUR,1008288000,D,83,83,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,home,Vitória SC,Indio,,,indio,Indio,M,23,182,109,M,979864,EUR,935712000,M,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,home,Vitória SC,Ryoya Ogawa,,,ryoya-ogawa,R. Ogawa,M,7,182,155,M,790973,EUR,848793600,D,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,away,FC Arouca,Ignacio de Arruabarrena,,,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,33.0,13.0,25.0,5.0,8.0,13.0,5.0,20.0,,,2.0,17.0,,8.0,,,90.0,53.0,8.8,20.0,0,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,4.0,2.0,,,
10438000,away,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,39.0,29.0,9.0,4.0,16.0,19.0,15.0,23.0,4.0,1.0,3.0,6.0,,,,,90.0,66.0,7.1,17.0,0,3.0,2.0,1.0,3.0,,,,1.0,,,1.0,1.0,,2.0,1.0,2.0,,,,3.0,,,,,,,,,
10438000,away,FC Arouca,João Basso,,,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,52.0,46.0,2.0,,39.0,41.0,7.0,11.0,4.0,3.0,4.0,4.0,,,,,90.0,69.0,8.0,6.0,0,,,5.0,9.0,,1.0,,,,,6.0,2.0,1.0,3.0,1.0,,,,True,,,,,,,,,,
10438000,away,FC Arouca,Nino Galović,,,nino-galovic,N. Galović,D,,184,65,M,161431,EUR,710380800,D,44,44,False,43.0,37.0,7.0,2.0,32.0,36.0,5.0,7.0,3.0,1.0,8.0,7.0,,,,,90.0,55.0,7.2,6.0,0,,2.0,3.0,6.0,,,,,,,,1.0,,3.0,3.0,,,,,,,,,,,,,,
10438000,away,FC Arouca,Mateus Quaresma,,,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,False,33.0,23.0,2.0,1.0,13.0,18.0,11.0,16.0,4.0,1.0,1.0,4.0,,,,,90.0,65.0,7.3,15.0,2,1.0,,,4.0,3.0,1.0,1.0,1.0,2.0,,,3.0,,2.0,1.0,1.0,2.0,,,,,,,,,,1.0,,
10438000,away,FC Arouca,Ismaila Soro,,,ismaila-soro,I. Soro,M,19,173,157,M,892808,EUR,894499200,M,23,23,False,51.0,44.0,4.0,2.0,35.0,36.0,9.0,15.0,8.0,5.0,2.0,9.0,,,,,89.0,66.0,7.2,8.0,0,,1.0,2.0,9.0,2.0,1.0,1.0,,,,,1.0,3.0,3.0,2.0,,1.0,,,,,,,,,,,,
10438000,away,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,63.0,59.0,5.0,4.0,37.0,37.0,22.0,26.0,7.0,3.0,2.0,8.0,,,,,90.0,77.0,7.2,5.0,0,,3.0,2.0,7.0,1.0,,1.0,,,,2.0,,,5.0,3.0,,,,,,,,,,,,,,
10438000,away,FC Arouca,Antony Alves,Antony,,antony-alves,A. Alves,M,11,178,335,M,1105971,EUR,999907200,M,11,11,False,21.0,15.0,2.0,1.0,4.0,6.0,11.0,16.0,6.0,1.0,2.0,4.0,,,,,87.0,45.0,7.3,15.0,2,1.0,2.0,1.0,6.0,5.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,,,4.0,1.0,,4.0,,,1.0,,,,,1.0,
10438000,away,FC Arouca,Morlaye Sylla,,,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,40.0,28.0,4.0,3.0,14.0,18.0,14.0,23.0,10.0,2.0,1.0,5.0,,,,,90.0,69.0,7.0,19.0,2,1.0,5.0,1.0,6.0,3.0,1.0,,1.0,,,,3.0,1.0,2.0,,,2.0,2.0,,2.0,,,,,,,,,morlayesylla2
10438000,away,FC Arouca,Arsénio Nunes,,,arsenio-nunes,A. Nunes,F,12,180,45,M,252087,EUR,620438400,M,8,8,False,28.0,18.0,3.0,1.0,7.0,9.0,11.0,19.0,7.0,1.0,,6.0,,,,,86.0,39.0,6.2,16.0,0,,,1.0,3.0,2.0,1.0,,4.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,
10438000,away,FC Arouca,Rafa Mújica,,,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,False,7.0,5.0,,,1.0,2.0,4.0,5.0,8.0,,1.0,1.0,,,,,75.0,24.0,7.3,9.0,3,,6.0,2.0,3.0,1.0,1.0,2.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,6.0,,,1.0,,,,,1.0,
10438000,away,FC Arouca,Benji Michel,,,benji-michel,B. Michel,M,,178,150,M,935643,EUR,877564800,F,18,18,True,6.0,3.0,,,1.0,1.0,2.0,5.0,2.0,,,,,,,,15.0,9.0,7.3,4.0,0,,2.0,2.0,3.0,,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,
10438000,away,FC Arouca,Sema Velázquez,,,sema-velazquez,S. Velázquez,D,4,184,107,M,838389,EUR,652752000,D,4,4,True,1.0,,,,,1.0,,,,,4.0,,,,,,11.0,5.0,6.7,1.0,0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,away,FC Arouca,Yusuf Lawal,,,yusuf-lawal,Y. Lawal,M,24,175,112,M,898808,EUR,890611200,F,7,7,True,,,,,,,,,,,,,,,,,10.0,,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,away,FC Arouca,Yaw Moses,,,yaw-moses,Y. Moses,M,6,170,71,M,892757,EUR,930787200,M,17,17,True,2.0,1.0,,,1.0,2.0,,,,,,1.0,,,,,1.0,3.0,,1.0,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,away,FC Arouca,Thiago Rodrigues,Thiago Rodrigues,da Silva,thiago-da-silva,Thiago,G,1,188,92,M,358544,EUR,834537600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,away,FC Arouca,Bogdan Milovanov,,,bogdan-milovanov,B. Milovanov,D,3,178,86,M,914162,EUR,892944000,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,away,FC Arouca,Oriol Busquets,,,oriol-busquets,O. Busquets,M,66,185,483,M,817621,EUR,916790400,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,away,FC Arouca,Pedro Moreira,,,pedro-moreira,P. Moreira,M,,182,5,M,61174,EUR,605923200,M,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438000,away,FC Arouca,Bruno Marques,,,bruno-marques,Bruno Marques,F,22,194,113,M,978517,EUR,919641600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
