match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_totalClearance,stat_expectedGoals,captain,player_firstName,player_lastName,stat_shotOffTarget,stat_fouls,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_clearanceOffLine,stat_errorLeadToAShot
12437673,home,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,1,1,False,23.0,20.0,6.0,3.0,0.0,17.0,18.0,3.0,5.0,1.0,1.0,4.0,1.0,1.0,90.0,26.0,6.7,3.0,0.00098909,0,-0.0478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437673,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,23,23,False,36.0,26.0,6.0,,0.0,14.0,17.0,13.0,21.0,,2.0,6.0,,,75.0,57.0,6.3,17.0,0.0510176,0,,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12437673,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,75.0,72.0,4.0,2.0,0.0,29.0,29.0,43.0,46.0,,,,,,90.0,86.0,7.2,3.0,0.0203997,1,,,,1.0,4.0,,1.0,1.0,,,2.0,2.0,,,,,1.0,4.0,0.0117,,,,,,,,,,,,,,,
12437673,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,85.0,78.0,3.0,2.0,0.0,33.0,34.0,45.0,51.0,2.0,2.0,2.0,,,90.0,91.0,7.1,7.0,0.100549,0,,,,4.0,5.0,,,,,,1.0,,,,,1.0,,4.0,,True,,,,,,,,,,,,,,
12437673,home,Mallorca,Johan Mojica,johan-mojica,J. Mojica,D,22,185,3950,M,344847,EUR,714355200,D,22,22,False,44.0,40.0,3.0,3.0,0.0,13.0,13.0,27.0,36.0,,3.0,6.0,,,90.0,71.0,7.0,14.0,0.0212403,0,,5.0,,,4.0,2.0,3.0,2.0,,2.0,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
12437673,home,Mallorca,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,27,27,False,28.0,25.0,1.0,1.0,0.0,7.0,7.0,18.0,22.0,,5.0,4.0,,,75.0,43.0,6.9,9.0,0.0163797,1,,1.0,,,6.0,2.0,4.0,2.0,,,2.0,2.0,,,2.0,,,,0.0499,,,,1.0,1.0,,,,,,,,,,
12437673,home,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,826004,EUR,916099200,M,8,8,False,59.0,58.0,1.0,,0.0,24.0,24.0,36.0,38.0,,1.0,7.0,,,83.0,74.0,7.5,2.0,0.123155,0,,3.0,2.0,,6.0,,,,1.0,2.0,5.0,2.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,
12437673,home,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,12,12,False,79.0,71.0,8.0,6.0,0.0,28.0,32.0,44.0,48.0,,1.0,3.0,,,90.0,93.0,7.7,8.0,0.122777,1,,1.0,1.0,1.0,4.0,,,,1.0,2.0,1.0,,,,2.0,2.0,,3.0,0.0272,,,,,1.0,1.0,1.0,1.0,0.0492,,,,,,
12437673,home,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,37.0,33.0,8.0,7.0,0.0,9.0,9.0,28.0,34.0,,2.0,3.0,,,69.0,51.0,7.9,7.0,0.246307,1,,6.0,4.0,1.0,4.0,,,,,1.0,3.0,3.0,,1.0,,4.0,,,0.0376,,,,,1.0,1.0,,1.0,0.0218,,,,,,
12437673,home,Mallorca,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,790179,EUR,798076800,F,17,17,False,7.0,7.0,,,0.0,2.0,2.0,5.0,5.0,1.0,6.0,,,,69.0,17.0,6.5,5.0,0.00330497,1,,,,1.0,3.0,3.0,1.0,,,,,,,1.0,2.0,,,,0.0515,,,,,1.0,,,1.0,0.0135,2.0,,,,,
