match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_fouls,stat_expectedGoalsOnTarget,stat_goals,stat_wonTackle,stat_outfielderBlock,player_firstName,player_lastName,captain,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAGoal,stat_hitWoodwork
14083472,home,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186,1497,M,358910,EUR,830822400,G,13,13,False,30.0,19.0,17.0,6.0,0.0,15.0,18.0,4.0,12.0,1.0,1.0,1.0,1.0,2.0,9.0,3.0,3.0,2.0,90.0,42.0,7.6,11.0,0.00232888,57.620915677829,8.0,48.516840551245,0.0,0.4372,0,0.4644,0.08,0.01,0.16,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083472,home,Rayo Vallecano,Andrei Rațiu,andrei-ratiu,A. Rațiu,D,2,183,8260,M,965031,EUR,898300800,D,2,2,False,42.0,32.0,5.0,1.0,1.0,16.0,19.0,16.0,23.0,,1.0,2.0,2.0,3.0,9.0,,,,90.0,71.0,8.1,17.0,0.678911,319.69065681482,24.0,146.48565050576,4.0,,1,,0.92,0.35,0.33,,Sonic,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0207,36.491574408981,115.91909154915,1.0,-0.06,,,,,,,,,,,,,,,,,,
14083472,home,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190,1049,M,88528,EUR,674697600,D,24,24,False,60.0,52.0,8.0,2.0,0.0,45.0,46.0,7.0,14.0,,3.0,2.0,5.0,9.0,7.0,,,,90.0,79.0,7.8,8.0,0.00347908,107.37448799928,20.0,47.891050047765,0.0,,2,,0.04,0.57,0.83,,,,,,,,,3.0,,1.0,0.084,,,,0.03,1.0,1.0,1.0,2.0,0.019,,,,,,,,,,,,,
14083472,home,Rayo Vallecano,Nobel Mendy,mendy-nobel,N. Mendy,D,32,187,4112,M,1458073,EUR,1092614400,D,32,32,False,41.0,37.0,5.0,4.0,0.0,27.0,27.0,10.0,14.0,,,1.0,2.0,6.0,4.0,,,,90.0,56.0,8.3,5.0,0.00554487,161.68319817589,16.0,114.35863672012,2.0,,1,,0.08,0.09,0.41,,,,,,,,,2.0,,,0.1436,18.942353367179,38.40102242881,1.0,0.51,,1.0,2.0,1.0,0.5998,1.0,2.0,,,,,,,,,,,
14083472,home,Rayo Vallecano,Alfonso Espino,alfonso-espino,A. Espino,D,22,172,656,M,542634,EUR,694569600,D,22,22,False,23.0,16.0,3.0,1.0,0.0,7.0,10.0,9.0,13.0,1.0,,4.0,6.0,2.0,4.0,,,,90.0,49.0,7.5,13.0,0.00789813,103.82051466239,12.0,46.200721397061,1.0,,1,,-0.07,0.18,-0.02,,,,,3.0,,,,1.0,4.0,3.0,0.0356,42.402479707937,46.44148684097,,0.02,,1.0,3.0,,0.0813,,1.0,1.0,,,,,,,,,,
14083472,home,Rayo Vallecano,Óscar Valentín,oscar-valentin,Ó. Valentín,M,23,177,454,M,900008,EUR,777340800,M,23,23,False,36.0,33.0,1.0,,0.0,18.0,21.0,15.0,15.0,3.0,2.0,5.0,4.0,4.0,2.0,,,,90.0,52.0,7.5,5.0,0.0114675,109.4779107214,11.0,62.266220331797,1.0,,2,,0.05,0.12,0.46,,,,,2.0,,,1.0,2.0,2.0,,0.6108,21.333539278029,22.503312556155,,0.31,,1.0,2.0,,0.9442,1.0,,1.0,,,True,,,,,,,
14083472,home,Rayo Vallecano,Ilias Akhomach,ilias-akhomach,I. Akhomach,M,12,175,15804,M,1089108,EUR,1082073600,M,12,12,False,20.0,15.0,1.0,,0.0,5.0,6.0,10.0,14.0,1.0,,3.0,8.0,3.0,5.0,,,,74.0,42.0,7.4,12.0,0.0809571,132.2702403825,18.0,79.567130609673,4.0,,1,,0.09,0.27,0.28,,iliasakhomach,2.0,,,1.0,1.0,,,1.0,4.0,0.1256,14.879049916509,46.117989223047,1.0,0.16,,1.0,1.0,,0.3526,,,,,,,4.0,3.0,1.0,,,,
14083472,home,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169,2158,M,899982,EUR,788486400,M,7,7,False,22.0,19.0,1.0,1.0,0.0,6.0,7.0,13.0,15.0,,1.0,3.0,3.0,2.0,4.0,,,,64.0,35.0,6.9,6.0,0.0609921,115.54881798784,11.0,36.994305482263,1.0,,2,,0.13,0.23,-0.01,,,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,0.2727,33.949745873397,34.818072089075,1.0,-0.24,,1.0,,,0.213,,,,,,,1.0,1.0,1.0,,,,
14083472,home,Rayo Vallecano,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187,386,M,326471,EUR,787708800,M,15,15,False,29.0,23.0,2.0,,0.0,10.0,10.0,13.0,19.0,,,3.0,2.0,3.0,2.0,,,,83.0,43.0,6.9,8.0,0.183882,29.174619141662,5.0,11.282745742305,0.0,,1,,0.24,0.01,0.29,,,2.0,1.0,,,,,,,,0.0425,,,2.0,0.01,,1.0,1.0,2.0,0.1032,,1.0,1.0,,,,2.0,1.0,,,,,
14083472,home,Rayo Vallecano,Fran Pérez,fran-perez,F. Pérez,M,21,176,485,M,966637,EUR,1031529600,M,21,21,False,11.0,9.0,,,0.0,5.0,6.0,4.0,5.0,,,4.0,2.0,1.0,4.0,,,,64.0,27.0,7.7,8.0,0.00488136,94.11563178811,9.0,41.718943707035,2.0,,2,,0.01,0.18,0.16,,,2.0,,1.0,2.0,,,,2.0,1.0,0.3926,19.405512956377,35.236418103094,,0.51,,2.0,,1.0,0.6041,1.0,,1.0,,,,1.0,1.0,,2.0,,,
