match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_accurateCross,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
11373444,home,Bolton Wanderers,Carlos Mendes Gomes,carlos-mendes-gomes,C. M. Gomes,F,7,178,124,M,940526,EUR,911001600,F,7,7,False,29.0,25.0,1.0,1.0,1.0,30.0,4.0,,,,74.0,50.0,6.9,11.0,2,,,,25.0,2.0,,,2.0,3.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,4.0,2.0,1.0,1.0,,,,,1.0,,,
11373444,home,Bolton Wanderers,Dion Charles,dion-charles,D. Charles,F,15,178,252,M,343027,EUR,813024000,F,10,10,True,5.0,3.0,,,1.0,5.0,2.0,,,,26.0,8.0,6.6,3.0,1,,,,3.0,1.0,,1.0,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
11373444,home,Bolton Wanderers,Aaron Morley,aaron-morley,A. Morley,M,5,183,54,M,846071,EUR,951609600,M,16,16,True,17.0,14.0,2.0,3.0,3.0,15.0,,,,,17.0,20.0,7.0,4.0,0,,,1.0,11.0,1.0,4.0,,4.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,
11373444,home,Bolton Wanderers,Kyle Dempsey,kyle-dempsey,K. Dempsey,M,22,178,30,M,377170,EUR,811296000,M,22,22,True,9.0,7.0,,1.0,1.0,10.0,,,,,16.0,17.0,6.8,3.0,0,,,,7.0,2.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,
11373444,home,Bolton Wanderers,Victor Adeboyejo,victor-adeboyejo,V. Adeboyejo,F,19,178,123,M,758446,EUR,884563200,F,14,14,True,6.0,6.0,,,,6.0,1.0,,,,16.0,11.0,6.7,2.0,2,,,,6.0,,,,3.0,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,
11373444,home,Bolton Wanderers,Gethin Jones,gethin-jones,G. Jones,D,2,178,53,M,188093,EUR,813542400,D,2,2,True,14.0,12.0,1.0,1.0,3.0,11.0,2.0,,,,15.0,19.0,6.9,2.0,0,,,,11.0,,,,,3.0,,,,,,2.0,,3.0,2.0,,,,,,,,,,,,,,,,
11373444,home,Bolton Wanderers,Nathan Baxter,baxter-nathan,N. Baxter,G,12,193,137,M,838612,EUR,910483200,G,1,1,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373444,home,Bolton Wanderers,Josh Sheehan,josh-sheehan,J. Sheehan,M,8,184,136,M,790525,EUR,796521600,M,8,8,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373444,home,Bolton Wanderers,Declan John,declan-john,D. John,M,24,178,42,M,188087,EUR,804470400,D,25,25,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373444,home,Bolton Wanderers,Randell Williams,randell-williams,R. Williams,M,21,173,34,M,922892,EUR,851904000,M,27,27,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373444,away,Barrow AFC,Paul Farman,paul-farman,P. Farman,G,1,196,35,M,93150,EUR,625968000,G,1,1,False,30.0,8.0,27.0,4.0,4.0,26.0,4.0,,,,90.0,35.0,6.3,22.0,0,,,5.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0
11373444,away,Barrow AFC,Tyrell Warren,tyrell-warren,T. Warren,D,21,181,141,M,843034,EUR,908409600,D,21,21,False,15.0,8.0,2.0,2.0,4.0,11.0,3.0,,,,90.0,34.0,6.4,11.0,0,,,1.0,6.0,,2.0,4.0,10.0,4.0,3.0,1.0,1.0,,,7.0,4.0,,,,,,,2.0,,3.0,,,,,,,,,
11373444,away,Barrow AFC,Rory Feely,feely-rory,R. Feely,D,28,171,21,M,838866,EUR,852249600,D,24,24,False,11.0,8.0,,2.0,3.0,8.0,3.0,,,,80.0,28.0,6.7,12.0,0,,,,6.0,,,,1.0,2.0,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,
11373444,away,Barrow AFC,George Ray,george-ray,G. Ray,D,15,193,8,M,162739,EUR,750470400,D,5,5,False,6.0,4.0,2.0,3.0,4.0,2.0,3.0,,,,90.0,24.0,7.3,2.0,1,,,,1.0,,2.0,2.0,3.0,4.0,,,,,,10.0,2.0,2.0,2.0,,,1.0,2.0,,,1.0,,,,,,,,,
11373444,away,Barrow AFC,Niall Canavan,niall-canavan,N. Canavan,D,6,191,14,M,73410,EUR,671328000,D,6,6,False,16.0,10.0,2.0,7.0,8.0,8.0,2.0,,,,90.0,37.0,6.6,12.0,1,,,,3.0,,1.0,1.0,3.0,1.0,,1.0,,,,7.0,,,,True,,1.0,1.0,,,1.0,,,,,,,,,
11373444,away,Barrow AFC,Junior Tiensia,junior-tiensia,J. Tiensia,D,29,177,8,M,1063722,EUR,977702400,D,29,29,False,12.0,7.0,1.0,4.0,5.0,8.0,5.0,,,,80.0,23.0,6.9,8.0,1,,,,3.0,1.0,,1.0,2.0,5.0,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,3.0,1.0,1.0,,,,,,,,
11373444,away,Barrow AFC,Sam Foley,sam-foley,S. Foley,M,16,183,16,M,46646,EUR,529891200,M,16,16,False,25.0,20.0,2.0,9.0,10.0,16.0,7.0,,,,90.0,41.0,6.9,12.0,0,,,2.0,11.0,1.0,,1.0,2.0,4.0,,1.0,2.0,1.0,,,1.0,1.0,,,,,1.0,4.0,1.0,,,,,,,,,,
11373444,away,Barrow AFC,Tom White,tom-white,T. White,M,19,178,21,M,878247,EUR,863136000,M,13,13,False,16.0,14.0,,7.0,7.0,9.0,2.0,,,,65.0,24.0,7.0,2.0,0,,,,7.0,,,,,5.0,,,,,,1.0,1.0,4.0,1.0,,,,,,1.0,,1.0,,,,,,,,
11373444,away,Barrow AFC,Dean Campbell,dean-campbell,D. Campbell,M,4,181,18,M,880702,EUR,984960000,M,4,4,False,19.0,14.0,,7.0,7.0,14.0,7.0,,,,65.0,29.0,6.7,8.0,1,,,,8.0,2.0,,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,2.0,,,1.0,,,,,,,,
11373444,away,Barrow AFC,Robbie Gotts,robbie-gotts,R. Gotts,M,22,177,43,M,967501,EUR,942105600,F,15,15,False,19.0,12.0,,6.0,6.0,16.0,7.0,,,,90.0,44.0,6.7,13.0,1,,,,6.0,3.0,1.0,2.0,4.0,3.0,,2.0,1.0,,,8.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,
11373444,away,Barrow AFC,Courtney Duffus,courtney-duffus,C. Duffus,F,,170,5,M,759382,EUR,814492800,F,14,14,False,6.0,3.0,,,1.0,5.0,1.0,,,,80.0,21.0,6.2,10.0,1,Courtney,Duffus,,3.0,,13.0,,19.0,,1.0,2.0,3.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,
11373444,away,Barrow AFC,Kian Spence,kian-spence,K. Spence,M,8,178,23,M,1109081,EUR,978998400,M,8,8,True,11.0,5.0,2.0,1.0,1.0,10.0,4.0,,,,25.0,13.0,6.5,7.0,0,,,,4.0,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,
11373444,away,Barrow AFC,Gerard Garner,gerard-garner,G. Garner,F,19,188,17,M,1067411,EUR,909964800,F,10,10,True,9.0,6.0,,3.0,3.0,6.0,5.0,,,,25.0,14.0,6.5,6.0,0,,,,3.0,,,2.0,2.0,3.0,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
11373444,away,Barrow AFC,Elliot Newby,elliot-newby,E. Newby,M,11,177,6,M,805084,EUR,816912000,M,11,11,True,6.0,4.0,,2.0,3.0,4.0,,,,,10.0,10.0,6.4,4.0,0,,,,2.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11373444,away,Barrow AFC,David Worrall,david-worrall,D. Worrall,M,,183,38,M,19707,EUR,645148800,M,7,7,True,8.0,3.0,2.0,,1.0,9.0,,,,,10.0,19.0,6.9,8.0,1,,,,4.0,2.0,2.0,,2.0,,,,,,,,2.0,,,,1.0,1.0,,,,,1.0,,,,,,,,
11373444,away,Barrow AFC,Emile Acquah,emile-acquah,E. Acquah,F,12,191,30,M,980016,EUR,963446400,F,20,20,True,1.0,,,,,1.0,,,,,10.0,2.0,6.5,1.0,0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
11373444,away,Barrow AFC,Josh Lillis,josh-lillis,J. Lillis,G,13,183,1,M,20497,EUR,551491200,G,12,12,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373444,away,Barrow AFC,Malakai Reeve,malakai-reeve,M. Reeve,D,,183,1,M,1518149,EUR,1086998400,D,36,36,True,,,,,,,,,,,,,,,0,Malakai Reeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373444,away,Barrow AFC,Owen Bray,owen-bray,O. Bray,M,17,191,21,M,1065234,EUR,1045872000,M,35,35,True,,,,,,,,,,,,,,,0,Owen Bray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373444,away,Barrow AFC,Sean Etaluku,sean-etaluku,S. Etaluku,F,28,174,21,M,1168694,EUR,1070582400,F,37,37,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
