match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_accurateCross,stat_hitWoodwork,stat_clearanceOffLine,stat_goals,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_dispossessed
14109754,home,Beşiktaş JK,Ersin Destanoğlu,,,ersin-destanoglu,E. Destanoğlu,G,30,195.0,1609,M,913656,EUR,978307200,G,30,30,False,35.0,24.0,18.0,7.0,0.0,21.0,24.0,3.0,11.0,1.0,2.0,7.0,2.0,1.0,1.0,90.0,41.0,7.1,11.0,0.00152414,47.622476745584,8.0,40.635,9.765,0.0483,0,0.3803,0.11,0.0,0.23,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109754,home,Beşiktaş JK,Taylan Bulut,Taylan Bulut,,taylan-bulut,T. Bulut,D,22,188.0,1313,M,1418644,EUR,1137628800,D,22,22,False,16.0,14.0,1.0,1.0,0.0,7.0,8.0,7.0,8.0,1.0,5.0,3.0,,,,90.0,33.0,6.8,9.0,0.00463306,64.812256998644,5.0,16.38,26.775,,0,,-0.11,-0.08,0.19,,1.0,2.0,6.0,4.0,2.0,4.0,1.0,1.0,28.978538282667,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14109754,home,Beşiktaş JK,Gabriel Paulista,,,gabriel-paulista,G. Paulista,D,3,187.0,5352,M,124737,EUR,659577600,D,3,3,False,57.0,50.0,7.0,4.0,0.0,29.0,34.0,21.0,23.0,2.0,4.0,5.0,1.0,,,85.0,67.0,7.5,7.0,0.0129039,112.58030873691,12.0,72.345,14.7,,1,,0.14,0.08,0.43,,,1.0,2.0,,5.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0154,-0.01,,,,,,,,,,,,,,,,,,,
14109754,home,Beşiktaş JK,Tiago Djaló,,,tiago-djalo,T. Djaló,D,35,190.0,2986,M,892735,EUR,955238400,D,35,35,False,46.0,41.0,2.0,,0.0,32.0,35.0,9.0,11.0,3.0,6.0,5.0,1.0,,,90.0,56.0,7.1,6.0,0.0529984,152.61520693854,13.0,106.05,35.49,,1,,0.25,0.16,-0.05,,,,5.0,,1.0,2.0,,1.0,61.825377672454,2.0,1.0,1.0,2.0,3.0,0.0436,-0.15,2.0,1.0,1.0,,,,,,,,,,,,,,,,
14109754,home,Beşiktaş JK,Rıdvan Yılmaz,,,ridvan-yilmaz,R. Yılmaz,D,33,174.0,1724,M,910086,EUR,990403200,D,33,33,False,32.0,25.0,5.0,2.0,0.0,8.0,12.0,17.0,20.0,,4.0,4.0,1.0,,,90.0,54.0,7.2,13.0,0.0222637,32.138237404147,4.0,19.215,13.545,,0,,0.04,0.05,0.37,,4.0,1.0,2.0,,4.0,3.0,3.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14109754,home,Beşiktaş JK,Kartal Kayra Yılmaz,,,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177.0,1057,M,966811,EUR,973296000,M,17,17,False,72.0,63.0,7.0,4.0,1.0,26.0,28.0,37.0,44.0,,4.0,4.0,1.0,,,85.0,90.0,7.1,17.0,0.0549385,169.11879731563,18.0,83.895,12.285,,0,,0.37,0.14,-0.1,,3.0,,6.0,3.0,,2.0,,2.0,11.844099332579,1.0,1.0,,1.0,2.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
14109754,home,Beşiktaş JK,Demir Ege Tıknaz,,,demir-ege-tiknaz,D. E. Tıknaz,M,34,194.0,2288,M,1142613,EUR,1092700800,M,5,5,False,53.0,46.0,1.0,,0.0,17.0,17.0,29.0,36.0,1.0,7.0,3.0,2.0,,,89.0,71.0,7.3,9.0,0.0471017,113.66607389092,15.0,85.995,13.545,,1,,0.28,0.28,0.15,,,,5.0,3.0,,2.0,,1.0,8.1312376056785,1.0,2.0,1.0,1.0,1.0,0.0647,-0.04,3.0,,2.0,2.0,,,,,,,,,,,,,,,
14109754,home,Beşiktaş JK,Václav Černý,,,vaclav-cerny,V. Černý,M,18,182.0,3503,M,280631,EUR,877046400,M,18,18,False,39.0,35.0,1.0,1.0,0.0,5.0,5.0,30.0,34.0,,1.0,1.0,,,,90.0,50.0,6.7,7.0,0.188703,212.72028736611,18.0,74.865,22.995,,4,,0.36,0.42,0.0,,,2.0,3.0,2.0,,,,2.0,95.456084608291,6.0,2.0,2.0,,,0.4164,-0.6,,,,1.0,1.0,1.0,1.0,0.1142,,,,,,,,,,,
14109754,home,Beşiktaş JK,Orkun Kökçü,,,orkun-kokcu,O. Kökçü,M,10,175.0,13536,M,907461,EUR,978048000,M,10,10,False,47.0,39.0,3.0,2.0,0.0,7.0,8.0,32.0,39.0,,4.0,4.0,4.0,,,90.0,66.0,7.1,11.0,0.196767,150.75750290709,16.0,44.73,19.425,,5,,0.24,0.13,0.22,,4.0,1.0,2.0,,,,,1.0,35.299487869809,2.0,2.0,2.0,,,0.1787,-0.43,1.0,1.0,1.0,,,1.0,2.0,0.0381,orkunkokcu,True,2.0,1.0,1.0,,,,,,
14109754,home,Beşiktaş JK,Milot Rashica,,,milot-rashica,M. Rashica,M,7,177.0,3712,M,800411,EUR,835920000,M,7,7,False,20.0,15.0,1.0,,0.0,2.0,4.0,13.0,16.0,,3.0,3.0,1.0,,,90.0,37.0,7.4,15.0,0.163639,149.80587077151,14.0,77.805,21.42,,2,,0.35,0.32,-0.12,,1.0,1.0,10.0,6.0,,1.0,1.0,4.0,61.187737971553,3.0,2.0,1.0,,4.0,0.2065,0.46,,,,1.0,,1.0,,0.7608,MRashica,,,,,1.0,1.0,,,,
